event_id,org_token,source_system,bill_record_id,event_type,event_at,available_at,amount_minor,currency,reverses_event_id,terminal_flag,source_ref
EV000022,WCP,WCP_CLAIMS,WCP-R00013,SUBMITTED,2023-04-13T17:39:00+00:00,2023-04-13T23:27:15+00:00,19824,USD,,false,CPL/SRC/events/00022
EV000023,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-05-04T16:01:00+00:00,2023-05-23T06:11:09+00:00,19824,USD,,false,CPL/SRC/events/00023
EV000024,WCP,WCP_CLAIMS,WCP-R00014,SUBMITTED,2023-04-10T17:59:00+00:00,2023-04-10T23:18:59+00:00,11916,USD,,false,CPL/SRC/events/00024
EV000025,WCP,WCP_CLAIMS,WCP-R00015,SUBMITTED,2023-04-27T19:34:00+00:00,2023-04-30T22:50:58+00:00,6978,USD,,false,CPL/SRC/events/00025
EV000026,WCP,WCP_CLAIMS,WCP-R00016,SUBMITTED,2023-06-12T20:29:00+00:00,2023-06-15T20:06:26+00:00,3831,USD,,false,CPL/SRC/events/00026
EV000027,WCP,WCP_CLAIMS,WCP-R00017,CORRECTED,2023-06-19T13:46:00+00:00,2023-06-22T19:28:26+00:00,4510,USD,,false,CPL/SRC/events/00027
EV000028,WCP,WCP_CLAIMS,WCP-R00016,VOID_VERSION,2023-06-19T13:46:00+00:00,2023-06-28T07:48:54+00:00,3831,USD,,false,CPL/SRC/events/00028
EV000029,WCP,WCP_CLAIMS,WCP-R00018,SUBMITTED,2022-08-29T19:24:00+00:00,2022-08-30T00:33:56+00:00,19394,USD,,false,CPL/SRC/events/00029
EV000030,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2022-09-20T21:19:00+00:00,2022-09-21T00:24:15+00:00,19394,USD,,false,CPL/SRC/events/00030
EV000031,WCP,WCP_CLAIMS,WCP-R00019,SUBMITTED,2023-05-26T19:22:00+00:00,2023-05-27T01:28:25+00:00,7588,USD,,false,CPL/SRC/events/00031
EV000032,WCP,WCP_CLAIMS,WCP-R00020,SUBMITTED,2022-10-25T14:26:00+00:00,2022-10-25T20:27:41+00:00,15430,USD,,false,CPL/SRC/events/00032
EV000033,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2022-11-28T14:50:00+00:00,2022-11-28T18:40:23+00:00,15430,USD,,false,CPL/SRC/events/00033
EV000034,WCP,WCP_CLAIMS,WCP-R00021,SUBMITTED,2023-06-19T15:53:00+00:00,2023-06-19T16:58:12+00:00,15726,USD,,false,CPL/SRC/events/00034
EV000035,WCP,WCP_CLAIMS,WCP-R00022,CORRECTED,2023-06-29T14:10:00+00:00,2023-06-29T18:25:46+00:00,16929,USD,,false,CPL/SRC/events/00035
EV000036,WCP,WCP_CLAIMS,WCP-R00021,VOID_VERSION,2023-06-29T14:10:00+00:00,2023-07-02T11:42:22+00:00,15726,USD,,false,CPL/SRC/events/00036
EV000037,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-07-10T14:10:00+00:00,2023-07-10T15:20:36+00:00,16929,USD,,false,CPL/SRC/events/00037
EV000038,WCP,WCP_CLAIMS,WCP-R00023,SUBMITTED,2023-08-03T17:54:00+00:00,2023-08-07T09:32:40+00:00,5790,USD,,false,CPL/SRC/events/00038
EV000039,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-08-23T20:49:00+00:00,2023-08-24T22:24:26+00:00,5790,USD,,false,CPL/SRC/events/00039
EV000040,WCP,WCP_CLAIMS,WCP-R00024,SUBMITTED,2023-09-18T15:50:00+00:00,2023-09-18T23:33:36+00:00,18044,USD,,false,CPL/SRC/events/00040
EV000041,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-10-16T21:35:00+00:00,2023-10-20T12:42:50+00:00,18044,USD,,false,CPL/SRC/events/00041
EV000042,WCP,WCP_CLAIMS,WCP-R00025,SUBMITTED,2023-07-03T13:33:00+00:00,2023-07-03T21:13:15+00:00,186236,USD,,false,CPL/SRC/events/00042
EV000043,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-07-10T17:31:00+00:00,2023-07-11T16:53:14+00:00,186236,USD,,false,CPL/SRC/events/00043
EV000044,WCP,WCP_CLAIMS,WCP-R00026,SUBMITTED,2022-11-25T15:00:00+00:00,2022-11-27T07:10:08+00:00,5751,USD,,false,CPL/SRC/events/00044
EV000045,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-01-02T15:02:00+00:00,2023-01-05T01:47:43+00:00,5751,USD,,false,CPL/SRC/events/00045
EV000046,WCP,WCP_CLAIMS,WCP-R00027,SUBMITTED,2023-07-10T13:20:00+00:00,2023-07-11T16:34:27+00:00,25275,USD,,false,CPL/SRC/events/00046
EV000047,WCP,WCP_CLAIMS,WCP-R00028,CORRECTED,2023-07-20T20:17:00+00:00,2023-07-20T21:49:58+00:00,25917,USD,,false,CPL/SRC/events/00047
EV000048,WCP,WCP_CLAIMS,WCP-R00027,VOID_VERSION,2023-07-20T20:17:00+00:00,2023-07-20T23:47:10+00:00,25275,USD,,false,CPL/SRC/events/00048
EV000049,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-07-17T18:19:00+00:00,2023-07-17T23:00:35+00:00,25917,USD,,false,CPL/SRC/events/00049
EV000050,WCP,WCP_CLAIMS,WCP-R00029,SUBMITTED,2023-07-10T16:16:00+00:00,2023-07-10T23:12:44+00:00,11815,USD,,false,CPL/SRC/events/00050
EV000051,WCP,WCP_CLAIMS,WCP-R00030,SUBMITTED,2023-05-08T17:49:00+00:00,2023-05-11T01:35:00+00:00,10655,USD,,false,CPL/SRC/events/00051
EV000052,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-06-19T16:14:00+00:00,2023-06-20T05:20:47+00:00,10655,USD,,false,CPL/SRC/events/00052
EV000053,WCP,WCP_CLAIMS,WCP-R00031,SUBMITTED,2022-07-29T16:17:00+00:00,2022-07-29T19:43:27+00:00,18984,USD,,false,CPL/SRC/events/00053
EV000054,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2022-09-19T14:08:00+00:00,2022-09-19T20:18:09+00:00,18984,USD,,false,CPL/SRC/events/00054
EV000055,WCP,WCP_CLAIMS,WCP-R00032,SUBMITTED,2023-08-16T16:04:00+00:00,2023-08-20T02:39:38+00:00,7055,USD,,false,CPL/SRC/events/00055
EV000056,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-08-21T17:13:00+00:00,2023-08-21T18:37:13+00:00,7055,USD,,false,CPL/SRC/events/00056
EV000057,WCP,WCP_CLAIMS,WCP-R00033,SUBMITTED,2022-07-12T17:37:00+00:00,2022-07-16T23:25:09+00:00,34126,USD,,false,CPL/SRC/events/00057
EV000058,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2022-08-10T13:39:00+00:00,2022-08-15T10:38:50+00:00,34126,USD,,false,CPL/SRC/events/00058
EV000059,WCP,WCP_CLAIMS,WCP-R00034,SUBMITTED,2022-07-11T15:19:00+00:00,2022-07-13T08:01:53+00:00,5507,USD,,false,CPL/SRC/events/00059
EV000060,WCP,WCP_CLAIMS,WCP-R00033,PAYMENT_REVERSED,2022-08-12T18:25:00+00:00,2022-08-20T02:55:34+00:00,21033,USD,EV000058,false,CPL/SRC/events/00060
EV000061,WCP,WCP_CLAIMS,WCP-R00035,SUBMITTED,2023-09-18T17:33:00+00:00,2023-09-19T10:02:11+00:00,9376,USD,,false,CPL/SRC/events/00061
EV000062,WCP,WCP_CLAIMS,WCP-R00036,CORRECTED,2023-09-29T21:14:00+00:00,2023-09-30T04:45:11+00:00,11289,USD,,false,CPL/SRC/events/00062
EV000063,WCP,WCP_CLAIMS,WCP-R00035,VOID_VERSION,2023-09-29T21:14:00+00:00,2023-10-02T20:22:28+00:00,9376,USD,,false,CPL/SRC/events/00063
EV000064,WCP,WCP_CLAIMS,WCP-R00037,SUBMITTED,2022-09-07T20:30:00+00:00,2022-09-09T16:52:27+00:00,9895,USD,,false,CPL/SRC/events/00064
EV000065,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2022-09-20T13:43:00+00:00,2022-09-30T15:13:58+00:00,9895,USD,,false,CPL/SRC/events/00065
EV000066,WCP,WCP_CLAIMS,WCP-R00038,SUBMITTED,2023-06-12T17:16:00+00:00,2023-06-12T19:46:48+00:00,4110,USD,,false,CPL/SRC/events/00066
EV000067,WCP,WCP_CLAIMS,WCP-R00039,CORRECTED,2023-06-19T15:11:00+00:00,2023-06-23T10:17:57+00:00,3899,USD,,false,CPL/SRC/events/00067
EV000068,WCP,WCP_CLAIMS,WCP-R00040,SUBMITTED,2022-09-19T20:48:00+00:00,2022-11-20T05:04:37+00:00,76169,USD,,false,CPL/SRC/events/00068
EV000069,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2022-09-30T16:15:00+00:00,2022-10-02T02:26:09+00:00,76169,USD,,false,CPL/SRC/events/00069
EV000070,WCP,WCP_CLAIMS,WCP-R00041,SUBMITTED,2022-09-20T13:04:00+00:00,2022-09-20T17:40:42+00:00,13754,USD,,false,CPL/SRC/events/00070
EV000071,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2022-10-07T18:58:00+00:00,2022-10-07T23:40:12+00:00,13754,USD,,false,CPL/SRC/events/00071
EV000072,WCP,WCP_CLAIMS,WCP-R00042,SUBMITTED,2023-03-09T16:24:00+00:00,2023-03-15T03:19:39+00:00,31550,USD,,false,CPL/SRC/events/00072
EV000073,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-04-10T18:06:00+00:00,2023-04-10T19:34:19+00:00,31550,USD,,false,CPL/SRC/events/00073
EV000074,WCP,WCP_CLAIMS,WCP-R00043,SUBMITTED,2023-06-26T14:09:00+00:00,2023-06-26T17:02:36+00:00,25939,USD,,false,CPL/SRC/events/00074
EV000075,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-06-30T17:26:00+00:00,2023-06-30T23:42:22+00:00,25939,USD,,false,CPL/SRC/events/00075
EV000076,WCP,WCP_CLAIMS,WCP-R00044,SUBMITTED,2023-07-05T14:17:00+00:00,2023-07-05T18:03:18+00:00,6532,USD,,false,CPL/SRC/events/00076
EV000077,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-07-27T16:02:00+00:00,2023-07-27T22:05:57+00:00,6532,USD,,false,CPL/SRC/events/00077
EV000078,WCP,WCP_CLAIMS,WCP-R00045,SUBMITTED,2022-07-28T19:29:00+00:00,2022-07-29T21:56:38+00:00,32943,USD,,false,CPL/SRC/events/00078
EV000079,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2022-08-18T15:20:00+00:00,2022-08-21T21:00:27+00:00,32943,USD,,false,CPL/SRC/events/00079
EV000080,WCP,WCP_CLAIMS,WCP-R00046,SUBMITTED,2023-09-18T20:04:00+00:00,2023-09-20T03:33:53+00:00,104016,USD,,false,CPL/SRC/events/00080
EV000081,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-10-02T18:46:00+00:00,2023-10-15T07:30:42+00:00,104016,EUR,,false,CPL/SRC/events/00081
EV000082,WCP,WCP_CLAIMS,WCP-R00047,SUBMITTED,2022-08-08T17:24:00+00:00,2022-08-08T17:58:55+00:00,6608,USD,,false,CPL/SRC/events/00082
EV000083,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2022-08-26T17:22:00+00:00,2022-08-26T19:18:48+00:00,6608,USD,,false,CPL/SRC/events/00083
EV000084,WCP,WCP_CLAIMS,WCP-R00048,SUBMITTED,2023-07-03T15:06:00+00:00,2023-07-05T07:35:15+00:00,27413,USD,,false,CPL/SRC/events/00084
EV000085,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-08-14T20:36:00+00:00,2023-08-16T20:03:54+00:00,27413,USD,,false,CPL/SRC/events/00085
EV000086,WCP,WCP_CLAIMS,WCP-R00049,SUBMITTED,2022-07-21T21:28:00+00:00,2022-07-23T20:57:45+00:00,2500,USD,,false,CPL/SRC/events/00086
EV000087,WCP,WCP_CLAIMS,WCP-R00049,CLOSED_NO_PAYMENT,2022-08-11T21:43:00+00:00,2022-08-11T23:24:58+00:00,,,,true,CPL/SRC/events/00087
EV000088,WCP,WCP_CLAIMS,WCP-R00050,SUBMITTED,2023-03-09T16:55:00+00:00,2023-03-12T07:29:30+00:00,7675,USD,,false,CPL/SRC/events/00088
EV000089,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-03-30T21:05:00+00:00,2023-03-30T21:24:14+00:00,7675,USD,,false,CPL/SRC/events/00089
EV000090,WCP,WCP_CLAIMS,WCP-R00051,SUBMITTED,2023-01-12T17:31:00+00:00,2023-01-16T04:20:04+00:00,10633,USD,,false,CPL/SRC/events/00090
EV000091,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-02-09T16:43:00+00:00,2023-02-13T15:47:22+00:00,10633,USD,,false,CPL/SRC/events/00091
EV000092,WCP,WCP_CLAIMS,WCP-R00052,SUBMITTED,2023-09-08T18:10:00+00:00,2023-09-29T18:10:00+00:00,36508,USD,,false,CPL/SRC/events/00092
EV000093,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-10-04T16:00:00+00:00,2023-10-04T17:40:35+00:00,36508,USD,,false,CPL/SRC/events/00093
EV000094,WCP,WCP_CLAIMS,WCP-R00053,SUBMITTED,2022-09-29T13:23:00+00:00,2022-10-07T04:36:33+00:00,15569,USD,,false,CPL/SRC/events/00094
EV000095,WCP,WCP_CLAIMS,WCP-R00054,SUBMITTED,2023-09-26T21:37:00+00:00,2023-09-29T15:41:44+00:00,21345,USD,,false,CPL/SRC/events/00095
EV000096,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-11-13T17:32:00+00:00,2023-11-13T21:01:14+00:00,21345,USD,,false,CPL/SRC/events/00096
EV000097,WCP,WCP_CLAIMS,WCP-R00055,SUBMITTED,2023-07-27T18:55:00+00:00,2023-08-17T18:55:00+00:00,9691,USD,,false,CPL/SRC/events/00097
EV000098,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-09-12T14:38:00+00:00,2023-09-13T20:46:47+00:00,9691,USD,,false,CPL/SRC/events/00098
EV000099,WCP,WCP_CLAIMS,WCP-R00056,SUBMITTED,2022-11-30T19:40:00+00:00,2022-12-05T00:36:38+00:00,12489,USD,,false,CPL/SRC/events/00099
EV000100,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2022-12-22T14:37:00+00:00,2022-12-30T03:40:02+00:00,12489,USD,,false,CPL/SRC/events/00100
EV000101,WCP,WCP_CLAIMS,WCP-R00057,SUBMITTED,2022-11-01T15:44:00+00:00,2022-11-01T19:13:27+00:00,5946,USD,,false,CPL/SRC/events/00101
EV000102,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2022-11-28T15:46:00+00:00,2022-12-02T20:27:03+00:00,5946,USD,,false,CPL/SRC/events/00102
EV000103,WCP,WCP_CLAIMS,WCP-R00058,SUBMITTED,2022-12-30T14:59:00+00:00,2023-01-02T02:10:08+00:00,6007,USD,,false,CPL/SRC/events/00103
EV000104,WCP,WCP_CLAIMS,WCP-R00059,SUBMITTED,2023-03-16T13:48:00+00:00,2023-03-19T10:07:16+00:00,8090,USD,,false,CPL/SRC/events/00104
EV000105,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-03-31T20:44:00+00:00,2023-04-03T06:30:36+00:00,8090,USD,,false,CPL/SRC/events/00105
EV000106,WCP,WCP_CLAIMS,WCP-R00060,SUBMITTED,2022-08-22T18:43:00+00:00,2022-08-24T03:34:11+00:00,5874,USD,,false,CPL/SRC/events/00106
EV000107,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2022-08-29T18:56:00+00:00,2022-08-31T22:26:07+00:00,5874,USD,,false,CPL/SRC/events/00107
EV000108,WCP,WCP_CLAIMS,WCP-R00061,SUBMITTED,2022-09-19T20:38:00+00:00,2022-09-19T23:40:24+00:00,3610,USD,,false,CPL/SRC/events/00108
EV000109,WCP,WCP_CLAIMS,WCP-R00062,SUBMITTED,2023-09-01T15:46:00+00:00,2023-09-01T16:48:24+00:00,57351,USD,,false,CPL/SRC/events/00109
EV000110,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-09-22T19:30:00+00:00,2023-09-22T23:56:22+00:00,57351,USD,,false,CPL/SRC/events/00110
EV000111,WCP,WCP_CLAIMS,WCP-R00063,SUBMITTED,2022-11-11T21:15:00+00:00,2022-11-12T03:00:09+00:00,110395,USD,,false,CPL/SRC/events/00111
EV000112,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2022-11-22T19:39:00+00:00,2023-01-03T10:12:05+00:00,110395,USD,,false,CPL/SRC/events/00112
EV000113,WCP,WCP_CLAIMS,WCP-R00064,SUBMITTED,2023-03-28T13:27:00+00:00,2023-03-28T16:35:18+00:00,3745,USD,,false,CPL/SRC/events/00113
EV000114,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-04-18T17:20:00+00:00,2023-04-18T22:16:48+00:00,3745,USD,,false,CPL/SRC/events/00114
EV000115,WCP,WCP_CLAIMS,WCP-R00065,SUBMITTED,2023-03-24T20:06:00+00:00,2023-04-01T14:36:52+00:00,16589,USD,,false,CPL/SRC/events/00115
EV000116,WCP,WCP_CLAIMS,WCP-R00066,SUBMITTED,2023-02-07T20:28:00+00:00,2023-02-07T23:47:18+00:00,7169,USD,,false,CPL/SRC/events/00116
EV000117,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-03-23T15:09:00+00:00,2023-03-24T07:37:04+00:00,7169,USD,,false,CPL/SRC/events/00117
EV000118,WCP,WCP_CLAIMS,WCP-R00067,SUBMITTED,2022-07-04T13:04:00+00:00,2022-07-04T20:16:40+00:00,5924,USD,,false,CPL/SRC/events/00118
EV000119,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2022-07-18T14:39:00+00:00,2022-07-18T22:21:15+00:00,5924,USD,,false,CPL/SRC/events/00119
EV000120,WCP,WCP_CLAIMS,WCP-R00068,SUBMITTED,2022-07-01T21:05:00+00:00,2022-07-02T18:09:37+00:00,49546,USD,,false,CPL/SRC/events/00120
EV000121,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2022-07-07T20:19:00+00:00,2022-07-08T03:39:00+00:00,49546,USD,,false,CPL/SRC/events/00121
EV000122,WCP,WCP_CLAIMS,WCP-R00069,SUBMITTED,2023-09-05T13:30:00+00:00,2023-09-06T22:43:28+00:00,53156,USD,,false,CPL/SRC/events/00122
EV000123,WCP,WCP_CLAIMS,WCP-R00070,CORRECTED,2023-09-11T14:53:00+00:00,2023-09-11T18:13:21+00:00,50843,USD,,false,CPL/SRC/events/00123
EV000124,WCP,WCP_CLAIMS,WCP-R00071,SUBMITTED,2023-06-12T21:25:00+00:00,2023-06-14T04:45:22+00:00,9783,USD,,false,CPL/SRC/events/00124
EV000125,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-07-24T13:28:00+00:00,2023-07-24T16:27:19+00:00,9783,USD,,false,CPL/SRC/events/00125
EV000126,WCP,WCP_CLAIMS,WCP-R00072,SUBMITTED,2023-01-30T17:50:00+00:00,2023-02-04T03:35:34+00:00,3642,USD,,false,CPL/SRC/events/00126
EV000127,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-02-07T20:08:00+00:00,2023-02-09T12:53:19+00:00,3642,USD,,false,CPL/SRC/events/00127
EV000128,WCP,WCP_CLAIMS,WCP-R00073,SUBMITTED,2023-05-17T13:55:00+00:00,2023-05-28T03:39:14+00:00,132953,USD,,false,CPL/SRC/events/00128
EV000129,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-06-01T20:28:00+00:00,2023-06-02T16:14:02+00:00,132953,USD,,false,CPL/SRC/events/00129
EV000130,WCP,WCP_CLAIMS,WCP-R00074,SUBMITTED,2022-10-11T13:46:00+00:00,2022-10-11T16:24:39+00:00,36879,USD,,false,CPL/SRC/events/00130
EV000131,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2022-10-24T13:38:00+00:00,2022-10-27T10:05:24+00:00,36879,USD,,false,CPL/SRC/events/00131
EV000132,WCP,WCP_CLAIMS,WCP-R00074,PAYMENT_REVERSED,2022-11-07T15:06:00+00:00,2022-11-11T10:01:12+00:00,36879,USD,,false,CPL/SRC/events/00132
EV000133,WCP,WCP_CLAIMS,WCP-R00075,SUBMITTED,2022-12-26T16:53:00+00:00,2023-01-01T10:21:36+00:00,69473,USD,,false,CPL/SRC/events/00133
EV000134,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-02-14T18:21:00+00:00,2023-02-18T15:01:03+00:00,69473,USD,,false,CPL/SRC/events/00134
EV000135,WCP,WCP_CLAIMS,WCP-R00076,SUBMITTED,2022-07-04T21:12:00+00:00,2022-07-09T05:17:17+00:00,3312,USD,,false,CPL/SRC/events/00135
EV000136,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2022-08-11T18:17:00+00:00,2022-08-11T23:53:14+00:00,3312,USD,,false,CPL/SRC/events/00136
EV000137,WCP,WCP_CLAIMS,WCP-R00077,SUBMITTED,2022-12-28T20:44:00+00:00,2022-12-29T11:13:14+00:00,9124,USD,,false,CPL/SRC/events/00137
EV000138,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-01-02T14:38:00+00:00,2023-01-02T21:14:06+00:00,9124,USD,,false,CPL/SRC/events/00138
EV000139,WCP,WCP_CLAIMS,WCP-R00078,SUBMITTED,2023-07-17T14:23:00+00:00,2023-07-18T22:07:25+00:00,9597,USD,,false,CPL/SRC/events/00139
EV000140,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-07-31T17:30:00+00:00,2023-08-01T01:06:27+00:00,9597,USD,,false,CPL/SRC/events/00140
EV000141,WCP,WCP_CLAIMS,WCP-R00079,SUBMITTED,2022-08-12T19:11:00+00:00,2022-08-13T18:46:01+00:00,6634,USD,,false,CPL/SRC/events/00141
EV000142,WCP,WCP_CLAIMS,WCP-R00080,SUBMITTED,2023-06-16T16:49:00+00:00,2023-06-16T20:07:59+00:00,48642,USD,,false,CPL/SRC/events/00142
EV000143,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-08-30T14:01:00+00:00,2023-08-30T18:29:23+00:00,48642,USD,,false,CPL/SRC/events/00143
EV000144,WCP,WCP_CLAIMS,WCP-R00081,SUBMITTED,2023-05-26T15:27:00+00:00,2023-05-26T21:42:59+00:00,5332,USD,,false,CPL/SRC/events/00144
EV000145,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-06-06T15:40:00+00:00,2023-06-13T02:49:24+00:00,5332,USD,,false,CPL/SRC/events/00145
EV000146,WCP,WCP_CLAIMS,WCP-R00082,SUBMITTED,2023-05-08T20:03:00+00:00,2023-05-08T22:28:04+00:00,41603,USD,,false,CPL/SRC/events/00146
EV000147,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2023-06-26T19:59:00+00:00,2023-06-28T09:50:36+00:00,41603,USD,,false,CPL/SRC/events/00147
EV000148,WCP,WCP_CLAIMS,WCP-R00083,SUBMITTED,2022-11-04T20:01:00+00:00,2022-11-06T15:53:42+00:00,15879,USD,,false,CPL/SRC/events/00148
EV000149,WCP,WCP_CLAIMS,,PAYMENT_POSTED,2022-11-22T16:20:00+00:00,2022-11-22T16:27:19+00:00,15879,USD,,false,CPL/SRC/events/00149
EV000150,WCP,WCP_CLAIMS,WCP-R00084,SUBMITTED,2022-10-10T18:18:00+00:00,2022-10-22T05:50:17+00:00,5460,USD,,false,CPL/SRC/events/00150
EV000151,WCP,WCP_CLAIMS,WCP-R00085,CORRECTED,2022-10-18T18:03:00+00:00,2022-10-18T21:00:51+00:00,5222,USD,,false,CPL/SRC/events/00151
EV000152,WCP,WCP_CLAIMS,WCP-R00085,CLOSED_NO_PAYMENT,2022-11-18T19:48:00+00:00,2022-11-21T11:00:24+00:00,,,,true,CPL/SRC/events/00152
