allocation_id,payment_event_id,bill_record_id,allocated_amount_minor,currency,available_at,source_ref
AL000052,EV000128,CPL-R00072,22103,USD,2023-05-19T00:07:34+00:00,CPL/SRC/allocations/00128
AL000053,EV000131,CPL-R00074,3915,USD,2023-01-27T11:25:24+00:00,CPL/SRC/allocations/00131
AL000054,EV000134,CPL-R00076,9961,USD,2022-09-05T08:54:33+00:00,CPL/SRC/allocations/00134
AL000055,EV000136,CPL-R00077,5473,USD,2023-04-26T18:26:00+00:00,CPL/SRC/allocations/00136
AL000056,EV000138,CPL-R00078,14692,USD,2023-02-22T01:57:03+00:00,CPL/SRC/allocations/00138
AL000057,EV000140,CPL-R00079,12274,USD,2023-07-07T08:30:41+00:00,CPL/SRC/allocations/00140
AL000058,EV000142,CPL-R00080,27724,USD,2023-09-20T23:06:43+00:00,CPL/SRC/allocations/00142
AL000059,EV000145,CPL-R00082,7960,USD,2022-09-12T17:22:00+00:00,CPL/SRC/allocations/00146
AL000060,EV000145,CPL-R00083,9054,USD,2022-09-12T21:10:53+00:00,CPL/SRC/allocations/00146
AL000061,EV000148,CPL-R00084,85613,USD,2022-09-05T19:00:54+00:00,CPL/SRC/allocations/00148
AL000062,EV000150,CPL-R00085,40380,USD,2022-09-19T18:28:19+00:00,CPL/SRC/allocations/00150
AL000063,EV000154,CPL-R00087,3620,USD,2022-09-26T19:25:01+00:00,CPL/SRC/allocations/00155
AL000064,EV000154,CPL-R00088,2429,USD,2022-09-30T08:09:11+00:00,CPL/SRC/allocations/00155
AL000065,EV000157,CPL-R00089,5464,USD,2022-08-14T15:05:47+00:00,CPL/SRC/allocations/00157
AL000066,EV000159,CPL-R00090,4193,USD,2023-09-19T16:41:21+00:00,CPL/SRC/allocations/00159
AL000067,EV000161,CPL-R00091,19489,USD,2023-03-07T00:05:14+00:00,CPL/SRC/allocations/00161
AL000068,EV000164,CPL-R00093,13877,USD,2022-11-19T00:45:27+00:00,CPL/SRC/allocations/00164
AL000069,EV000166,CPL-R00094,8351,USD,2022-10-31T15:26:11+00:00,CPL/SRC/allocations/00166
AL000070,EV000168,CPL-R00095,11612,USD,2022-08-26T22:41:12+00:00,CPL/SRC/allocations/00168
AL000071,EV000170,CPL-R00096,7764,USD,2023-02-13T16:01:43+00:00,CPL/SRC/allocations/00170
AL000072,EV000172,CPL-R00097,16013,USD,2022-08-29T21:58:04+00:00,CPL/SRC/allocations/00172
AL000073,EV000174,CPL-R00098,14523,USD,2022-09-12T14:40:55+00:00,CPL/SRC/allocations/00174
AL000074,EV000176,CPL-R00099,8610,USD,2023-10-12T08:49:56+00:00,CPL/SRC/allocations/00176
AL000075,EV000178,CPL-R00100,4212,USD,2023-06-06T21:38:13+00:00,CPL/SRC/allocations/00179
AL000076,EV000178,CPL-R00101,3144,USD,2023-06-07T21:13:04+00:00,CPL/SRC/allocations/00179
AL000077,EV000181,CPL-R00102,37988,USD,2023-04-30T14:20:11+00:00,CPL/SRC/allocations/00181
AL000078,EV000183,CPL-R00103,4945,USD,2023-07-23T12:47:34+00:00,CPL/SRC/allocations/00183
AL000079,EV000188,CPL-R00106,26496,USD,2022-10-27T23:51:33+00:00,CPL/SRC/allocations/00188
AL000080,EV000192,CPL-R00108,15735,USD,2023-01-10T01:11:31+00:00,CPL/SRC/allocations/00192
AL000081,EV000194,CPL-R00109,12635,USD,2022-08-11T19:55:43+00:00,CPL/SRC/allocations/00194
AL000082,EV000200,CPL-R00112,19069,USD,2022-08-03T10:34:42+00:00,CPL/SRC/allocations/00200
AL000083,EV000202,CPL-R00113,2970,USD,2023-05-15T21:23:26+00:00,CPL/SRC/allocations/00202
AL000084,EV000204,CPL-R00114,15445,USD,2022-11-15T01:26:47+00:00,CPL/SRC/allocations/00204
AL000085,EV000206,CPL-R00115,4491,USD,2022-10-24T20:03:53+00:00,CPL/SRC/allocations/00206
AL000086,EV000208,CPL-R00116,9657,USD,2022-10-11T18:47:52+00:00,CPL/SRC/allocations/00208
AL000087,EV000210,CPL-R00117,5242,USD,2023-05-30T03:23:02+00:00,CPL/SRC/allocations/00210
AL000088,EV000212,CPL-R00118,13137,USD,2022-07-25T18:09:39+00:00,CPL/SRC/allocations/00212
AL000089,EV000214,CPL-R00119,68435,USD,2023-09-20T04:14:56+00:00,CPL/SRC/allocations/00214
AL000090,EV000216,CPL-R00120,1617,USD,2023-06-13T23:54:47+00:00,CPL/SRC/allocations/00216
AL000091,EV000218,CPL-R00121,9511,USD,2023-02-01T23:29:30+00:00,CPL/SRC/allocations/00218
AL000092,EV000220,CPL-R00122,8515,USD,2023-01-20T05:33:02+00:00,CPL/SRC/allocations/00220
AL000093,EV000222,CPL-R00123,40881,USD,2023-09-15T18:57:05+00:00,CPL/SRC/allocations/00222
AL000094,EV000224,CPL-R00124,2092,USD,2022-11-19T15:45:01+00:00,CPL/SRC/allocations/00225
AL000095,EV000224,CPL-R00125,2048,USD,2022-11-17T00:12:35+00:00,CPL/SRC/allocations/00225
AL000096,EV000229,CPL-R00127,27063,USD,2023-06-27T02:58:06+00:00,CPL/SRC/allocations/00229
AL000097,EV000231,CPL-R00128,4193,USD,2022-12-23T17:41:15+00:00,CPL/SRC/allocations/00231
AL000098,EV000233,CPL-R00129,17644,USD,2023-10-08T05:43:00+00:00,CPL/SRC/allocations/00233
AL000099,EV000235,CPL-R00130,58887,USD,2023-03-27T22:32:29+00:00,CPL/SRC/allocations/00235
AL000100,EV000238,CPL-R00132,8099,USD,2022-11-14T16:28:46+00:00,CPL/SRC/allocations/00238
AL000101,EV000240,CPL-R00133,16404,USD,2023-09-27T00:19:22+00:00,CPL/SRC/allocations/00240
AL000102,EV000244,CPL-R00135,10521,USD,2022-12-12T17:50:51+00:00,CPL/SRC/allocations/00244
AL000103,EV000248,CPL-R00137,5384,USD,2022-11-03T16:37:03+00:00,CPL/SRC/allocations/00248
AL000104,EV000252,CPL-R00139,14705,USD,2023-04-10T21:34:06+00:00,CPL/SRC/allocations/00252
AL000105,EV000254,CPL-R00140,13516,USD,2022-11-25T02:43:06+00:00,CPL/SRC/allocations/00254
AL000106,EV000258,CPL-R00143,52923,USD,2023-01-20T05:50:31+00:00,CPL/SRC/allocations/00258
AL000107,EV000260,CPL-R00144,90517,USD,2022-08-20T03:58:48+00:00,CPL/SRC/allocations/00260
AL000108,EV000262,CPL-R00145,9045,USD,2023-04-21T05:41:00+00:00,CPL/SRC/allocations/00263
AL000109,EV000262,CPL-R00146,5994,USD,2023-04-20T04:57:53+00:00,CPL/SRC/allocations/00263
AL000110,EV000265,CPL-R00147,3738,USD,2023-09-05T00:23:37+00:00,CPL/SRC/allocations/00265
AL000111,EV000267,CPL-R00148,19640,USD,2023-05-04T22:32:26+00:00,CPL/SRC/allocations/00267
AL000112,EV000269,CPL-R00149,57388,USD,2023-10-26T21:54:13+00:00,CPL/SRC/allocations/00269
AL000113,EV000276,CPL-R00152,12116,USD,2023-03-30T08:45:56+00:00,CPL/SRC/allocations/00276
AL000114,EV000278,CPL-R00153,10332,USD,2022-12-15T04:37:30+00:00,CPL/SRC/allocations/00278
AL000115,EV000280,CPL-R00154,113639,USD,2023-06-23T19:15:42+00:00,CPL/SRC/allocations/00280
AL000116,EV000284,CPL-R00156,112194,USD,2023-08-22T06:58:09+00:00,CPL/SRC/allocations/00284
AL000117,EV000286,CPL-R00157,25813,USD,2023-07-13T06:45:44+00:00,CPL/SRC/allocations/00286
AL000118,EV000288,CPL-R00158,2088,USD,2023-04-14T22:41:07+00:00,CPL/SRC/allocations/00289
AL000119,EV000288,CPL-R00159,2488,USD,2023-04-14T03:22:17+00:00,CPL/SRC/allocations/00289
AL000120,EV000294,CPL-R00162,16600,USD,2023-08-25T12:46:04+00:00,CPL/SRC/allocations/00294
AL000121,EV000296,CPL-R00163,2176,USD,2022-10-10T23:57:01+00:00,CPL/SRC/allocations/00296
AL000122,EV000298,CPL-R00164,111842,USD,2022-09-22T04:42:08+00:00,CPL/SRC/allocations/00298
AL000123,EV000300,CPL-R00165,5357,USD,2023-01-09T08:09:32+00:00,CPL/SRC/allocations/00300
AL000124,EV000302,CPL-R00166,14228,USD,2023-02-18T05:26:33+00:00,CPL/SRC/allocations/00302
AL000125,EV000306,CPL-R00168,7786,USD,2023-02-20T16:52:55+00:00,CPL/SRC/allocations/00306
AL000126,EV000308,CPL-R00169,7995,USD,2023-05-12T10:17:32+00:00,CPL/SRC/allocations/00308
AL000127,EV000311,CPL-R00171,99576,USD,2022-08-01T19:47:59+00:00,CPL/SRC/allocations/00311
AL000128,EV000313,CPL-R00172,63350,USD,2023-03-14T18:48:47+00:00,CPL/SRC/allocations/00313
AL000129,EV000315,CPL-R00173,33002,USD,2022-12-29T04:42:40+00:00,CPL/SRC/allocations/00315
AL000130,EV000317,CPL-R00174,3908,USD,2022-10-16T05:37:59+00:00,CPL/SRC/allocations/00317
AL000131,EV000319,CPL-R00175,20739,USD,2023-10-02T17:57:11+00:00,CPL/SRC/allocations/00319
AL000132,EV000321,CPL-R00176,2812,USD,2022-10-30T05:37:01+00:00,CPL/SRC/allocations/00321
AL000133,EV000323,CPL-R00177,10372,USD,2022-10-06T20:51:54+00:00,CPL/SRC/allocations/00323
AL000134,EV000325,CPL-R00178,9695,USD,2022-12-01T23:08:57+00:00,CPL/SRC/allocations/00325
AL000135,EV000330,CPL-R00181,29531,USD,2023-07-17T17:36:57+00:00,CPL/SRC/allocations/00330
AL000136,EV000334,CPL-R00183,23432,USD,2023-05-03T18:47:50+00:00,CPL/SRC/allocations/00335
AL000137,EV000334,CPL-R00184,11737,USD,2023-05-03T17:39:40+00:00,CPL/SRC/allocations/00335
AL000138,EV000339,CPL-R00187,20531,USD,2022-10-31T15:30:26+00:00,CPL/SRC/allocations/00339
AL000139,EV000341,CPL-R00188,7085,USD,2023-08-15T04:52:14+00:00,CPL/SRC/allocations/00341
AL000140,EV000345,CPL-R00190,13431,USD,2022-12-05T17:33:46+00:00,CPL/SRC/allocations/00345
AL000141,EV000349,CPL-R00192,6087,USD,2022-11-23T20:19:11+00:00,CPL/SRC/allocations/00349
AL000142,EV000351,CPL-R00193,5900,USD,2023-10-05T14:45:15+00:00,CPL/SRC/allocations/00351
AL000143,EV000354,CPL-R00195,22044,USD,2022-10-15T02:55:07+00:00,CPL/SRC/allocations/00354
AL000144,EV000356,CPL-R00196,105629,USD,2022-10-15T07:56:18+00:00,CPL/SRC/allocations/00356
AL000145,EV000360,CPL-R00198,16302,USD,2023-05-30T03:04:43+00:00,CPL/SRC/allocations/00360
AL000146,EV000362,CPL-R00199,13257,USD,2022-12-16T01:36:11+00:00,CPL/SRC/allocations/00362
AL000147,EV000364,CPL-R00200,8680,USD,2023-05-19T17:31:44+00:00,CPL/SRC/allocations/00365
AL000148,EV000364,CPL-R00201,6566,USD,2023-05-19T03:08:40+00:00,CPL/SRC/allocations/00365
AL000149,EV000367,CPL-R00202,27474,USD,2022-10-18T18:55:08+00:00,CPL/SRC/allocations/00367
AL000150,EV000370,CPL-R00204,9443,USD,2023-09-16T07:09:56+00:00,CPL/SRC/allocations/00370
AL000151,EV000374,CPL-R00207,7407,USD,2023-08-17T08:24:23+00:00,CPL/SRC/allocations/00374
AL000152,EV000376,CPL-R00208,9475,USD,2023-04-16T13:41:36+00:00,CPL/SRC/allocations/00376
AL000153,EV000378,CPL-R00209,12812,USD,2023-02-20T18:06:50+00:00,CPL/SRC/allocations/00378
AL000154,EV000383,CPL-R00212,3731,USD,2023-08-12T14:06:02+00:00,CPL/SRC/allocations/00383
AL000155,EV000385,CPL-R00213,13313,USD,2023-04-02T11:27:34+00:00,CPL/SRC/allocations/00385
AL000156,EV000387,CPL-R00214,33087,USD,2022-08-03T08:27:31+00:00,CPL/SRC/allocations/00387
AL000157,EV000389,CPL-R00215,3455,USD,2023-06-30T02:58:15+00:00,CPL/SRC/allocations/00389
AL000158,EV000391,CPL-R00216,5379,USD,2023-10-17T07:32:14+00:00,CPL/SRC/allocations/00391
AL000159,EV000393,CPL-R00217,4928,USD,2023-05-03T23:01:30+00:00,CPL/SRC/allocations/00393
AL000160,EV000395,CPL-R00218,19589,USD,2022-12-31T09:23:36+00:00,CPL/SRC/allocations/00396
AL000161,EV000395,CPL-R00219,12383,USD,2022-12-30T22:33:51+00:00,CPL/SRC/allocations/00396
AL000162,EV000398,CPL-R00220,10809,USD,2023-08-21T22:44:35+00:00,CPL/SRC/allocations/00398
AL000163,EV000402,CPL-R00222,10727,USD,2023-04-14T03:08:52+00:00,CPL/SRC/allocations/00402
AL000164,EV000404,CPL-R00223,17246,USD,2023-05-04T02:54:25+00:00,CPL/SRC/allocations/00404
AL000165,EV000406,CPL-R00224,4287,USD,2023-04-20T10:49:01+00:00,CPL/SRC/allocations/00406
AL000166,EV000408,CPL-R00225,6076,USD,2022-09-21T00:07:58+00:00,CPL/SRC/allocations/00408
AL000167,EV000410,CPL-R00226,3820,USD,2022-09-11T02:38:34+00:00,CPL/SRC/allocations/00410
AL000168,EV000412,CPL-R00227,2715,USD,2023-03-20T20:08:20+00:00,CPL/SRC/allocations/00412
AL000169,EV000416,CPL-R00229,11773,USD,2023-05-10T16:03:55+00:00,CPL/SRC/allocations/00416
AL000170,EV000418,CPL-R00230,9615,USD,2023-10-10T21:13:12+00:00,CPL/SRC/allocations/00418
AL000171,EV000420,CPL-R00231,1708,USD,2023-02-07T18:45:02+00:00,CPL/SRC/allocations/00420
AL000172,EV000422,CPL-R00232,11757,USD,2022-08-05T08:49:02+00:00,CPL/SRC/allocations/00422
AL000173,EV000424,CPL-R00233,5093,USD,2022-09-10T00:35:31+00:00,CPL/SRC/allocations/00424
AL000174,EV000426,CPL-R00234,12341,USD,2022-10-24T19:56:47+00:00,CPL/SRC/allocations/00426
AL000175,EV000428,CPL-R00235,24524,USD,2023-03-14T01:28:14+00:00,CPL/SRC/allocations/00428
AL000176,EV000430,CPL-R00236,7189,USD,2023-08-31T21:52:29+00:00,CPL/SRC/allocations/00430
AL000177,EV000432,CPL-R00237,15169,USD,2023-03-21T21:58:38+00:00,CPL/SRC/allocations/00432
AL000178,EV000434,CPL-R00238,5979,USD,2023-09-08T21:09:58+00:00,CPL/SRC/allocations/00435
AL000179,EV000434,CPL-R00239,4016,USD,2023-07-09T00:44:05+00:00,CPL/SRC/allocations/00435
AL000180,EV000437,CPL-R00240,4310,USD,2023-08-17T08:30:59+00:00,CPL/SRC/allocations/00437
AL000181,EV000439,CPL-R00241,9836,USD,2023-07-05T09:32:38+00:00,CPL/SRC/allocations/00439
AL000182,EV000443,CPL-R00243,12700,USD,2022-10-15T03:44:07+00:00,CPL/SRC/allocations/00443
AL000183,EV000445,CPL-R00244,21192,USD,2023-05-23T02:24:05+00:00,CPL/SRC/allocations/00445
AL000184,EV000447,CPL-R00245,251936,USD,2023-07-26T10:05:29+00:00,CPL/SRC/allocations/00447
AL000185,EV000449,CPL-R00246,9202,USD,2023-05-08T23:21:38+00:00,CPL/SRC/allocations/00449
AL000186,EV000451,CPL-R00247,12144,USD,2023-05-21T20:05:13+00:00,CPL/SRC/allocations/00451
AL000187,EV000453,CPL-R00248,10445,USD,2022-09-08T22:26:44+00:00,CPL/SRC/allocations/00453
AL000188,EV000455,CPL-R00249,17430,USD,2022-12-15T21:56:58+00:00,CPL/SRC/allocations/00455
AL000189,EV000458,CPL-R00251,11293,USD,2023-04-27T13:58:00+00:00,CPL/SRC/allocations/00458
AL000190,EV000462,CPL-R00253,58759,USD,2023-03-28T17:43:45+00:00,CPL/SRC/allocations/00462
AL000191,EV000464,CPL-R00254,13032,USD,2023-02-28T02:20:34+00:00,CPL/SRC/allocations/00464
AL000192,EV000470,CPL-R00258,35956,USD,2022-07-27T04:07:51+00:00,CPL/SRC/allocations/00470
AL000193,EV000472,CPL-R00259,15213,USD,2023-08-01T05:16:52+00:00,CPL/SRC/allocations/00472
AL000194,EV000474,CPL-R00260,55798,USD,2022-11-22T15:24:12+00:00,CPL/SRC/allocations/00474
AL000195,EV000477,CPL-R00262,4413,USD,2023-07-13T18:13:29+00:00,CPL/SRC/allocations/00477
AL000196,EV000479,CPL-R00263,13037,USD,2023-03-21T22:47:17+00:00,CPL/SRC/allocations/00479
AL000197,EV000484,CPL-R00266,5548,USD,2023-11-13T20:53:53+00:00,CPL/SRC/allocations/00484
AL000198,EV000486,CPL-R00267,39014,USD,2022-10-20T05:26:31+00:00,CPL/SRC/allocations/00486
AL000199,EV000488,CPL-R00268,6607,USD,2023-01-24T23:29:01+00:00,CPL/SRC/allocations/00488
AL000200,EV000490,CPL-R00269,29306,USD,2022-09-12T05:26:09+00:00,CPL/SRC/allocations/00490
AL000201,EV000492,CPL-R00270,33639,USD,2023-09-12T04:19:00+00:00,CPL/SRC/allocations/00493
AL000202,EV000492,CPL-R00271,27464,USD,2023-09-11T20:55:44+00:00,CPL/SRC/allocations/00493
AL000203,EV000495,CPL-R00272,21058,USD,2023-10-02T21:09:35+00:00,CPL/SRC/allocations/00495
AL000204,EV000497,CPL-R00273,8912,USD,2023-05-13T01:13:47+00:00,CPL/SRC/allocations/00497
AL000205,EV000500,CPL-R00275,13032,USD,2023-04-05T23:46:22+00:00,CPL/SRC/allocations/00500
AL000206,EV000502,CPL-R00276,5795,USD,2023-05-11T16:41:21+00:00,CPL/SRC/allocations/00502
AL000207,EV000508,CPL-R00279,5538,USD,2023-10-15T03:20:21+00:00,CPL/SRC/allocations/00508
AL000208,EV000510,CPL-R00280,5988,USD,2023-05-18T17:20:09+00:00,CPL/SRC/allocations/00510
AL000209,EV000512,CPL-R00281,33259,USD,2023-01-28T17:25:47+00:00,CPL/SRC/allocations/00512
AL000210,EV000514,CPL-R00282,10915,USD,2022-09-26T17:14:46+00:00,CPL/SRC/allocations/00514
AL000211,EV000516,CPL-R00283,446230,USD,2023-01-30T18:22:43+00:00,CPL/SRC/allocations/00516
AL000212,EV000518,CPL-R00284,12773,USD,2023-09-14T01:59:40+00:00,CPL/SRC/allocations/00518
AL000213,EV000520,CPL-R00285,4981,USD,2022-07-11T23:16:30+00:00,CPL/SRC/allocations/00520
AL000214,EV000522,CPL-R00286,17270,USD,2023-04-29T21:05:49+00:00,CPL/SRC/allocations/00522
AL000215,EV000524,CPL-R00287,8190,USD,2023-07-24T22:00:36+00:00,CPL/SRC/allocations/00524
AL000216,EV000526,CPL-R00288,5366,USD,2023-08-01T06:42:55+00:00,CPL/SRC/allocations/00526
AL000217,EV000528,CPL-R00289,8119,USD,2022-09-01T18:32:45+00:00,CPL/SRC/allocations/00528
AL000218,EV000531,CPL-R00291,11681,USD,2023-03-23T20:15:37+00:00,CPL/SRC/allocations/00531
AL000219,EV000533,CPL-R00292,5163,USD,2023-04-25T20:46:25+00:00,CPL/SRC/allocations/00533
AL000220,EV000535,CPL-R00293,49075,USD,2023-03-22T00:01:01+00:00,CPL/SRC/allocations/00535
AL000221,EV000537,CPL-R00294,31041,USD,2023-04-05T00:54:54+00:00,CPL/SRC/allocations/00537
AL000222,EV000539,CPL-R00295,7291,USD,2023-07-08T18:17:40+00:00,CPL/SRC/allocations/00539
AL000223,EV000541,CPL-R00296,27249,USD,2023-06-22T06:25:00+00:00,CPL/SRC/allocations/00542
AL000224,EV000541,CPL-R00297,22781,USD,2023-06-12T17:41:01+00:00,CPL/SRC/allocations/00542
AL000225,EV000546,CPL-R00299,19710,USD,2022-10-16T18:49:56+00:00,CPL/SRC/allocations/00546
AL000226,EV000549,CPL-R00301,12282,USD,2022-12-09T20:04:43+00:00,CPL/SRC/allocations/00549
AL000227,EV000551,CPL-R00302,6764,USD,2023-01-18T21:10:42+00:00,CPL/SRC/allocations/00551
AL000228,EV000553,CPL-R00303,36607,USD,2023-08-07T16:02:34+00:00,CPL/SRC/allocations/00554
AL000229,EV000553,CPL-R00304,44375,USD,2023-08-07T20:29:35+00:00,CPL/SRC/allocations/00554
AL000230,EV000556,CPL-R00305,11380,USD,2022-09-22T20:52:33+00:00,CPL/SRC/allocations/00556
AL000231,EV000561,CPL-R00308,7410,USD,2023-04-13T02:15:44+00:00,CPL/SRC/allocations/00561
AL000232,EV000563,CPL-R00309,11173,USD,2023-09-20T23:36:01+00:00,CPL/SRC/allocations/00563
AL000233,EV000565,CPL-R00310,2877,USD,2023-04-04T15:33:36+00:00,CPL/SRC/allocations/00565
AL000234,EV000567,CPL-R00311,112325,USD,2023-08-05T07:57:12+00:00,CPL/SRC/allocations/00567
AL000235,EV000569,CPL-R00312,19626,USD,2023-06-10T03:25:27+00:00,CPL/SRC/allocations/00569
AL000236,EV000571,CPL-R00313,22940,USD,2023-01-15T15:50:51+00:00,CPL/SRC/allocations/00571
AL000237,EV000573,CPL-R00314,25145,USD,2022-08-09T21:34:18+00:00,CPL/SRC/allocations/00574
AL000238,EV000573,CPL-R00315,24581,USD,2022-08-10T16:42:11+00:00,CPL/SRC/allocations/00574
AL000239,EV000577,CPL-R00317,18402,USD,2023-06-28T23:23:16+00:00,CPL/SRC/allocations/00577
AL000240,EV000579,CPL-R00318,96485,USD,2023-06-09T20:31:43+00:00,CPL/SRC/allocations/00579
AL000241,EV000581,CPL-R00319,5658,USD,2023-10-08T16:15:48+00:00,CPL/SRC/allocations/00581
AL000242,EV000583,CPL-R00320,6616,USD,2023-06-30T19:18:13+00:00,CPL/SRC/allocations/00583
AL000243,EV000585,CPL-R00321,12702,USD,2022-11-12T01:08:26+00:00,CPL/SRC/allocations/00585
AL000244,EV000587,CPL-R00322,11524,USD,2023-08-11T04:29:07+00:00,CPL/SRC/allocations/00587
AL000245,EV000589,CPL-R00323,26397,USD,2023-06-16T18:14:00+00:00,CPL/SRC/allocations/00589
AL000246,EV000591,CPL-R00324,10151,USD,2023-06-29T22:47:59+00:00,CPL/SRC/allocations/00591
AL000247,EV000593,CPL-R00325,27222,USD,2023-06-06T15:28:32+00:00,CPL/SRC/allocations/00593
AL000248,EV000595,CPL-R00326,1397,USD,2022-07-20T18:07:47+00:00,CPL/SRC/allocations/00595
