allocation_id,payment_event_id,bill_record_id,allocated_amount_minor,currency,available_at,source_ref
AL000031,EV000087,PG-R00048,7502,USD,2023-04-24T21:26:34-07:00,CPL/SRC/allocations/00087
AL000032,EV000089,PG-R00049,21622,USD,2023-02-20T15:24:11-08:00,CPL/SRC/allocations/00089
AL000033,EV000091,PG-R00050,6238,USD,2023-07-27T17:21:30-07:00,CPL/SRC/allocations/00091
AL000034,EV000093,PG-R00051,128858,USD,2023-04-07T14:01:16-07:00,CPL/SRC/allocations/00093
AL000035,EV000096,PG-R00052,11444,USD,2023-03-10T12:55:23-08:00,CPL/SRC/allocations/00096
AL000036,EV000098,PG-R00053,38632,USD,2023-06-14T01:43:12-07:00,CPL/SRC/allocations/00098
AL000037,EV000102,PG-R00055,23476,USD,2023-03-31T15:04:45-07:00,CPL/SRC/allocations/00102
AL000038,EV000104,PG-R00056,25100,USD,2023-01-06T13:53:13-08:00,CPL/SRC/allocations/00104
AL000039,EV000106,PG-R00057,6594,USD,2023-03-04T18:49:53-08:00,CPL/SRC/allocations/00106
AL000040,EV000110,PG-R00059,9289,USD,2023-05-15T00:39:27-07:00,CPL/SRC/allocations/00110
AL000041,EV000112,PG-R00060,3761,USD,2022-10-11T10:54:27-07:00,CPL/SRC/allocations/00112
AL000042,EV000114,PG-R00061,7029,USD,2022-12-02T09:36:15-08:00,CPL/SRC/allocations/00114
AL000043,EV000118,PG-R00063,38861,USD,2022-11-02T08:43:49-07:00,CPL/SRC/allocations/00118
AL000044,EV000122,PG-R00066,50859,USD,2023-03-21T10:06:50-07:00,CPL/SRC/allocations/00122
AL000045,EV000124,PG-R00067,7696,USD,2023-03-03T18:13:46-08:00,CPL/SRC/allocations/00124
AL000046,EV000126,PG-R00068,1864,USD,2022-08-18T03:55:43-07:00,CPL/SRC/allocations/00127
AL000047,EV000126,PG-R00069,1826,USD,2022-08-15T17:24:48-07:00,CPL/SRC/allocations/00127
AL000048,EV000131,PG-R00072,6327,USD,2023-10-17T13:35:07-07:00,CPL/SRC/allocations/00131
AL000049,EV000133,PG-R00073,135872,USD,2023-07-27T22:11:11-07:00,CPL/SRC/allocations/00133
AL000050,EV000135,PG-R00074,8645,USD,2023-10-25T12:44:56-07:00,CPL/SRC/allocations/00135
AL000051,EV000137,PG-R00075,15049,USD,2023-09-25T15:12:37-07:00,CPL/SRC/allocations/00137
AL000052,EV000139,PG-R00076,9824,USD,2023-04-28T12:33:46-07:00,CPL/SRC/allocations/00139
AL000053,EV000143,PG-R00078,5575,USD,2023-05-16T16:49:39-07:00,CPL/SRC/allocations/00143
AL000054,EV000147,PG-R00080,23220,USD,2023-02-07T22:09:24-08:00,CPL/SRC/allocations/00147
AL000055,EV000149,PG-R00081,78236,USD,2023-05-04T15:46:19-07:00,CPL/SRC/allocations/00149
AL000056,EV000151,PG-R00082,16350,USD,2023-10-08T23:22:54-07:00,CPL/SRC/allocations/00151
AL000057,EV000153,PG-R00083,7375,USD,2023-03-20T18:40:05-07:00,CPL/SRC/allocations/00153
AL000058,EV000155,PG-R00084,8925,USD,2023-09-04T12:54:29-07:00,CPL/SRC/allocations/00155
AL000059,EV000159,PG-R00087,71424,USD,2023-01-17T08:52:32-08:00,CPL/SRC/allocations/00159
AL000060,EV000161,PG-R00088,14559,USD,2023-10-02T10:48:06-07:00,CPL/SRC/allocations/00161
AL000061,EV000164,PG-R00089,63425,USD,2023-01-23T19:06:51-08:00,CPL/SRC/allocations/00164
AL000062,EV000167,PG-R00091,7015,USD,2022-11-23T05:50:40-08:00,CPL/SRC/allocations/00167
AL000063,EV000169,PG-R00092,10222,USD,2022-11-17T10:59:09-08:00,CPL/SRC/allocations/00169
AL000064,EV000172,PG-R00094,7746,USD,2022-08-11T01:16:34-07:00,CPL/SRC/allocations/00173
AL000065,EV000172,PG-R00095,4723,USD,2022-08-11T22:44:48-07:00,CPL/SRC/allocations/00173
AL000066,EV000175,PG-R00096,5395,USD,2023-05-31T12:45:54-07:00,CPL/SRC/allocations/00175
AL000067,EV000177,PG-R00097,13407,USD,2023-09-28T15:02:13-07:00,CPL/SRC/allocations/00177
AL000068,EV000179,PG-R00098,21008,USD,2022-09-08T11:31:11-07:00,CPL/SRC/allocations/00179
AL000069,EV000181,PG-R00099,20601,USD,2023-07-12T13:41:35-07:00,CPL/SRC/allocations/00181
AL000070,EV000186,PG-R00102,14677,USD,2023-05-29T02:54:18-07:00,CPL/SRC/allocations/00186
AL000071,EV000190,PG-R00104,10088,USD,2023-02-20T13:19:35-08:00,CPL/SRC/allocations/00190
AL000072,EV000194,PG-R00106,27803,USD,2023-05-01T17:54:57-07:00,CPL/SRC/allocations/00194
AL000073,EV000196,PG-R00107,10395,USD,2023-02-08T10:39:52-08:00,CPL/SRC/allocations/00196
AL000074,EV000199,PG-R00109,8394,USD,2023-06-13T14:03:42-07:00,CPL/SRC/allocations/00199
AL000075,EV000201,PG-R00110,6351,USD,2023-05-18T09:15:55-07:00,CPL/SRC/allocations/00201
AL000076,EV000203,PG-R00111,10449,USD,2023-05-12T15:45:34-07:00,CPL/SRC/allocations/00203
AL000077,EV000208,PG-R00114,6404,USD,2023-06-02T17:55:55-07:00,CPL/SRC/allocations/00208
AL000078,EV000210,PG-R00115,10226,USD,2022-12-15T03:08:08-08:00,CPL/SRC/allocations/00210
AL000079,EV000212,PG-R00116,15444,USD,2023-06-11T13:15:48-07:00,CPL/SRC/allocations/00213
AL000080,EV000212,PG-R00117,15676,USD,2023-06-07T09:52:40-07:00,CPL/SRC/allocations/00213
AL000081,EV000215,PG-R00118,20693,USD,2022-12-13T01:39:06-08:00,CPL/SRC/allocations/00215
AL000082,EV000217,PG-R00119,89324,USD,2022-12-30T15:47:58-08:00,CPL/SRC/allocations/00217
AL000083,EV000219,PG-R00120,9650,USD,2023-07-28T05:41:21-07:00,CPL/SRC/allocations/00219
AL000084,EV000221,PG-R00121,90374,USD,2023-04-10T02:45:46-07:00,CPL/SRC/allocations/00221
AL000085,EV000223,PG-R00122,8829,USD,2023-02-15T05:17:15-08:00,CPL/SRC/allocations/00223
AL000086,EV000226,PG-R00124,3807,USD,2023-09-21T02:45:02-07:00,CPL/SRC/allocations/00226
AL000087,EV000228,PG-R00125,10945,USD,2022-11-07T09:08:46-08:00,CPL/SRC/allocations/00228
AL000088,EV000232,PG-R00128,13090,USD,2023-03-07T11:12:01-08:00,CPL/SRC/allocations/00232
AL000089,EV000234,PG-R00129,6720,USD,2023-02-19T20:21:52-08:00,CPL/SRC/allocations/00234
AL000090,EV000236,PG-R00130,75395,USD,2022-12-19T17:24:07-08:00,CPL/SRC/allocations/00236
AL000091,EV000238,PG-R00131,12407,USD,2023-10-04T04:37:47-07:00,CPL/SRC/allocations/00238
AL000092,EV000240,PG-R00132,6315,USD,2023-07-21T16:18:53-07:00,CPL/SRC/allocations/00240
AL000093,EV000242,PG-R00133,39968,USD,2023-05-24T13:37:47-07:00,CPL/SRC/allocations/00242
AL000094,EV000245,PG-R00135,5784,USD,2023-01-31T06:30:42-08:00,CPL/SRC/allocations/00245
AL000095,EV000247,PG-R00136,7194,USD,2023-09-16T02:51:57-07:00,CPL/SRC/allocations/00247
AL000096,EV000250,PG-R00138,5653,USD,2023-08-19T02:22:46-07:00,CPL/SRC/allocations/00250
AL000097,EV000252,PG-R00139,85615,USD,2023-04-17T05:50:16-07:00,CPL/SRC/allocations/00252
AL000098,EV000254,PG-R00140,8993,USD,2023-01-10T22:59:09-08:00,CPL/SRC/allocations/00254
AL000099,EV000256,PG-R00141,7033,USD,2023-03-22T12:34:38-07:00,CPL/SRC/allocations/00256
AL000100,EV000260,PG-R00143,17336,USD,2023-06-05T10:33:32-07:00,CPL/SRC/allocations/00261
AL000101,EV000260,PG-R00144,12088,USD,2023-06-23T11:04:02-07:00,CPL/SRC/allocations/00261
AL000102,EV000263,PG-R00145,60532,USD,2023-02-22T13:54:25-08:00,CPL/SRC/allocations/00263
AL000103,EV000266,PG-R00147,1615,USD,2023-01-10T15:56:34-08:00,CPL/SRC/allocations/00267
AL000104,EV000266,PG-R00148,1567,USD,2023-01-09T12:24:16-08:00,CPL/SRC/allocations/00267
AL000105,EV000269,PG-R00149,74023,USD,2023-05-22T12:59:16-07:00,CPL/SRC/allocations/00269
AL000106,EV000271,PG-R00150,10920,USD,2023-03-02T21:17:12-08:00,CPL/SRC/allocations/00271
AL000107,EV000273,PG-R00151,9223,USD,2022-09-24T15:15:56-07:00,CPL/SRC/allocations/00273
AL000108,EV000276,PG-R00153,2960,USD,2022-08-11T22:40:25-07:00,CPL/SRC/allocations/00276
AL000109,EV000278,PG-R00154,16052,USD,2023-04-24T12:42:33-07:00,CPL/SRC/allocations/00278
AL000110,EV000280,PG-R00155,16201,USD,2022-10-26T09:52:09-07:00,CPL/SRC/allocations/00280
AL000111,EV000282,PG-R00156,6278,USD,2023-05-20T19:56:11-07:00,CPL/SRC/allocations/00282
AL000112,EV000286,PG-R00158,37302,USD,2023-02-24T13:12:27-08:00,CPL/SRC/allocations/00286
AL000113,EV000290,PG-R00160,22563,USD,2023-01-30T20:41:55-08:00,CPL/SRC/allocations/00290
AL000114,EV000292,PG-R00161,57804,USD,2023-05-25T14:09:09-07:00,CPL/SRC/allocations/00292
AL000115,EV000294,PG-R00162,4693,USD,2023-11-30T18:12:38-08:00,CPL/SRC/allocations/00294
AL000116,EV000299,PG-R00165,4404,USD,2022-09-28T05:34:48-07:00,CPL/SRC/allocations/00299
AL000117,EV000301,PG-R00166,17898,USD,2023-06-13T02:27:58-07:00,CPL/SRC/allocations/00301
AL000118,EV000303,PG-R00167,11752,USD,2023-02-06T09:14:11-08:00,CPL/SRC/allocations/00303
AL000119,EV000305,PG-R00168,3072,USD,2023-10-10T19:57:45-07:00,CPL/SRC/allocations/00305
AL000120,EV000307,PG-R00169,5655,USD,2023-03-10T02:21:00-08:00,CPL/SRC/allocations/00307
AL000121,EV000312,PG-R00172,20543,USD,2022-09-03T00:36:13-07:00,CPL/SRC/allocations/00312
AL000122,EV000315,PG-R00174,9803,USD,2023-02-17T06:59:30-08:00,CPL/SRC/allocations/00315
AL000123,EV000318,PG-R00176,16341,USD,2023-06-02T20:39:31-07:00,CPL/SRC/allocations/00318
AL000124,EV000320,PG-R00177,4027,USD,2022-12-06T21:20:51-08:00,CPL/SRC/allocations/00320
AL000125,EV000322,PG-R00178,4385,USD,2022-10-17T07:30:24-07:00,CPL/SRC/allocations/00322
AL000126,EV000326,PG-R00180,11553,USD,2023-06-29T11:09:05-07:00,CPL/SRC/allocations/00326
AL000127,EV000328,PG-R00181,69307,USD,2023-10-08T20:54:13-07:00,CPL/SRC/allocations/00328
AL000128,EV000331,PG-R00183,56325,USD,2022-09-20T15:51:17-07:00,CPL/SRC/allocations/00331
AL000129,EV000337,PG-R00186,3548,USD,2023-05-10T17:04:09-07:00,CPL/SRC/allocations/00338
AL000130,EV000337,PG-R00187,3498,USD,2023-05-16T22:00:02-07:00,CPL/SRC/allocations/00338
AL000131,EV000340,PG-R00188,74830,USD,2022-09-16T02:50:06-07:00,CPL/SRC/allocations/00340
AL000132,EV000344,PG-R00190,56900,USD,2023-06-13T12:37:09-07:00,CPL/SRC/allocations/00344
AL000133,EV000346,PG-R00191,26952,USD,2022-12-29T22:37:10-08:00,CPL/SRC/allocations/00346
AL000134,EV000348,PG-R00192,30236,USD,2022-10-24T14:14:34-07:00,CPL/SRC/allocations/00348
AL000135,EV000351,PG-R00194,10760,USD,2023-02-21T06:44:28-08:00,CPL/SRC/allocations/00351
AL000136,EV000353,PG-R00195,7306,USD,2022-09-25T23:06:27-07:00,CPL/SRC/allocations/00353
AL000137,EV000355,PG-R00196,11713,USD,2022-11-28T15:02:16-08:00,CPL/SRC/allocations/00355
AL000138,EV000357,PG-R00197,20039,USD,2022-09-01T12:36:25-07:00,CPL/SRC/allocations/00357
AL000139,EV000359,PG-R00198,76920,USD,2022-09-06T22:34:46-07:00,CPL/SRC/allocations/00359
AL000140,EV000361,PG-R00199,38678,USD,2022-10-10T10:07:45-07:00,CPL/SRC/allocations/00361
AL000141,EV000364,PG-R00201,7716,USD,2023-01-28T12:30:05-08:00,CPL/SRC/allocations/00364
AL000142,EV000366,PG-R00202,4368,USD,2022-09-23T11:49:48-07:00,CPL/SRC/allocations/00366
AL000143,EV000368,PG-R00203,10863,USD,2023-03-22T04:32:29-07:00,CPL/SRC/allocations/00368
AL000144,EV000372,PG-R00205,15935,USD,2022-11-07T12:55:02-08:00,CPL/SRC/allocations/00373
AL000145,EV000372,PG-R00206,17207,USD,2022-11-07T17:54:23-08:00,CPL/SRC/allocations/00373
AL000146,EV000381,PG-R00210,5673,USD,2023-10-06T08:52:36-07:00,CPL/SRC/allocations/00382
AL000147,EV000381,PG-R00211,3135,USD,2023-10-02T11:10:02-07:00,CPL/SRC/allocations/00382
AL000148,EV000389,PG-R00215,15242,USD,2023-03-09T17:13:49-08:00,CPL/SRC/allocations/00389
AL000149,EV000391,PG-R00216,8317,USD,2023-08-10T06:54:08-07:00,CPL/SRC/allocations/00391
AL000150,EV000393,PG-R00217,26544,USD,2023-02-13T12:29:06-08:00,CPL/SRC/allocations/00393
AL000151,EV000395,PG-R00218,70562,USD,2023-08-23T13:16:08-07:00,CPL/SRC/allocations/00395
AL000152,EV000397,PG-R00219,15510,USD,2023-09-25T09:31:03-07:00,CPL/SRC/allocations/00397
AL000153,EV000399,PG-R00220,12518,USD,2023-01-09T19:54:30-08:00,CPL/SRC/allocations/00399
AL000154,EV000401,PG-R00221,78092,USD,2023-10-13T22:01:25-07:00,CPL/SRC/allocations/00401
AL000155,EV000403,PG-R00222,9293,USD,2023-03-30T15:18:29-07:00,CPL/SRC/allocations/00403
AL000156,EV000405,PG-R00223,7273,USD,2023-07-31T11:06:12-07:00,CPL/SRC/allocations/00405
AL000157,EV000407,PG-R00224,5486,USD,2023-04-25T23:06:05-07:00,CPL/SRC/allocations/00407
AL000158,EV000409,PG-R00225,9337,USD,2023-10-27T19:44:44-07:00,CPL/SRC/allocations/00409
AL000159,EV000411,PG-R00226,54337,USD,2023-03-07T19:31:07-08:00,CPL/SRC/allocations/00411
AL000160,EV000414,PG-R00228,21121,USD,2023-07-07T07:27:09-07:00,CPL/SRC/allocations/00414
AL000161,EV000416,PG-R00229,34437,USD,2022-11-02T22:54:15-07:00,CPL/SRC/allocations/00416
AL000162,EV000418,PG-R00230,3751,USD,2023-03-20T19:36:16-07:00,CPL/SRC/allocations/00418
AL000163,EV000420,PG-R00231,27289,USD,2022-10-18T13:31:02-07:00,CPL/SRC/allocations/00420
AL000164,EV000422,PG-R00232,10402,USD,2022-11-15T15:19:35-08:00,CPL/SRC/allocations/00422
AL000165,EV000424,PG-R00233,21475,USD,2023-05-20T18:05:57-07:00,CPL/SRC/allocations/00424
AL000166,EV000426,PG-R00234,35345,USD,2023-05-07T02:27:58-07:00,CPL/SRC/allocations/00426
AL000167,EV000428,PG-R00235,12046,USD,2023-03-06T14:57:00-08:00,CPL/SRC/allocations/00428
AL000168,EV000430,PG-R00236,12393,USD,2023-08-28T17:44:19-07:00,CPL/SRC/allocations/00431
AL000169,EV000430,PG-R00237,7612,USD,2023-08-28T17:07:53-07:00,CPL/SRC/allocations/00431
AL000170,EV000436,PG-R00240,7859,USD,2023-01-19T12:05:26-08:00,CPL/SRC/allocations/00436
AL000171,EV000439,PG-R00242,2506,USD,2023-04-20T13:23:53-07:00,CPL/SRC/allocations/00440
AL000172,EV000439,PG-R00243,2376,USD,2023-04-20T18:04:51-07:00,CPL/SRC/allocations/00440
AL000173,EV000443,PG-R00245,16027,USD,2023-04-03T21:13:39-07:00,CPL/SRC/allocations/00443
AL000174,EV000445,PG-R00246,43644,USD,2023-01-30T07:41:39-08:00,CPL/SRC/allocations/00445
AL000175,EV000447,PG-R00247,6359,USD,2023-03-17T05:44:44-07:00,CPL/SRC/allocations/00448
AL000176,EV000447,PG-R00248,3373,USD,2023-03-04T16:56:30-08:00,CPL/SRC/allocations/00448
AL000177,EV000450,PG-R00249,44289,USD,2023-03-14T11:13:10-07:00,CPL/SRC/allocations/00450
AL000178,EV000452,PG-R00250,5615,USD,2023-05-10T17:55:16-07:00,CPL/SRC/allocations/00452
AL000179,EV000454,PG-R00251,8213,USD,2023-03-27T04:57:37-07:00,CPL/SRC/allocations/00454
AL000180,EV000456,PG-R00252,143206,USD,2023-07-29T16:19:38-07:00,CPL/SRC/allocations/00456
AL000181,EV000461,PG-R00255,3470,USD,2022-12-30T17:33:29-08:00,CPL/SRC/allocations/00462
AL000182,EV000461,PG-R00256,1741,USD,2023-01-04T15:24:33-08:00,CPL/SRC/allocations/00462
AL000183,EV000464,PG-R00257,10788,USD,2022-11-15T15:12:29-08:00,CPL/SRC/allocations/00464
AL000184,EV000466,PG-R00258,6219,USD,2022-12-30T15:15:02-08:00,CPL/SRC/allocations/00466
AL000185,EV000468,PG-R00259,75675,USD,2022-11-08T16:42:03-08:00,CPL/SRC/allocations/00468
AL000186,EV000470,PG-R00260,4902,USD,2023-10-25T20:44:38-07:00,CPL/SRC/allocations/00470
AL000187,EV000472,PG-R00261,13404,USD,2022-11-10T19:16:58-08:00,CPL/SRC/allocations/00472
AL000188,EV000474,PG-R00262,15449,USD,2023-10-08T09:28:52-07:00,CPL/SRC/allocations/00474
AL000189,EV000476,PG-R00263,5219,USD,2023-08-31T05:21:37-07:00,CPL/SRC/allocations/00476
AL000190,EV000478,PG-R00264,87831,USD,2022-08-25T01:50:11-07:00,CPL/SRC/allocations/00478
AL000191,EV000480,PG-R00265,12644,USD,2023-05-15T15:18:02-07:00,CPL/SRC/allocations/00480
AL000192,EV000484,PG-R00267,186146,USD,2023-03-14T21:56:52-07:00,CPL/SRC/allocations/00484
AL000193,EV000486,PG-R00268,75728,USD,2022-11-14T16:02:04-08:00,CPL/SRC/allocations/00486
AL000194,EV000488,PG-R00269,23160,USD,2023-06-07T07:13:22-07:00,CPL/SRC/allocations/00488
AL000195,EV000490,PG-R00270,6028,USD,2022-08-18T11:17:28-07:00,CPL/SRC/allocations/00491
AL000196,EV000490,PG-R00271,6820,USD,2022-08-19T21:22:56-07:00,CPL/SRC/allocations/00491
AL000197,EV000493,PG-R00272,7594,USD,2023-01-01T20:04:23-08:00,CPL/SRC/allocations/00493
AL000198,EV000496,PG-R00273,18770,USD,2022-10-24T17:38:28-07:00,CPL/SRC/allocations/00496
AL000199,EV000498,PG-R00274,3387,USD,2022-09-01T10:50:33-07:00,CPL/SRC/allocations/00498
AL000200,EV000500,PG-R00275,9394,USD,2023-09-12T06:44:32-07:00,CPL/SRC/allocations/00500
AL000201,EV000502,PG-R00276,37964,USD,2022-09-07T19:46:46-07:00,CPL/SRC/allocations/00502
AL000202,EV000504,PG-R00277,12339,USD,2022-08-22T10:21:26-07:00,CPL/SRC/allocations/00504
AL000203,EV000507,PG-R00279,6042,USD,2023-01-09T11:50:47-08:00,CPL/SRC/allocations/00507
AL000204,EV000509,PG-R00280,12426,USD,2023-08-14T20:15:59-07:00,CPL/SRC/allocations/00509
AL000205,EV000512,PG-R00281,7745,USD,2023-08-31T09:18:27-07:00,CPL/SRC/allocations/00512
AL000206,EV000514,PG-R00282,4731,USD,2023-01-21T22:55:58-08:00,CPL/SRC/allocations/00514
AL000207,EV000517,PG-R00284,15480,USD,2022-10-14T11:47:19-07:00,CPL/SRC/allocations/00517
AL000208,EV000519,PG-R00285,6942,USD,2022-07-19T12:09:47-07:00,CPL/SRC/allocations/00519
AL000209,EV000522,PG-R00287,43552,USD,2023-09-11T18:30:08-07:00,CPL/SRC/allocations/00522
AL000210,EV000524,PG-R00288,3034,USD,2023-09-27T05:25:52-07:00,CPL/SRC/allocations/00524
AL000211,EV000527,PG-R00290,3759,USD,2022-11-24T16:22:45-08:00,CPL/SRC/allocations/00527
AL000212,EV000529,PG-R00291,49745,USD,2023-02-10T15:00:44-08:00,CPL/SRC/allocations/00529
AL000213,EV000532,PG-R00293,22317,USD,2023-06-30T10:19:24-07:00,CPL/SRC/allocations/00532
AL000214,EV000536,PG-R00296,34059,USD,2023-01-10T21:35:31-08:00,CPL/SRC/allocations/00536
AL000215,EV000538,PG-R00297,9891,USD,2022-10-26T21:32:31-07:00,CPL/SRC/allocations/00538
AL000216,EV000540,PG-R00298,28784,USD,2022-10-19T13:38:16-07:00,CPL/SRC/allocations/00540
AL000217,EV000545,PG-R00301,11147,USD,2023-01-16T17:15:51-08:00,CPL/SRC/allocations/00545
AL000218,EV000549,PG-R00303,17751,USD,2023-05-01T00:12:22-07:00,CPL/SRC/allocations/00549
AL000219,EV000551,PG-R00304,8604,USD,2023-01-06T11:04:16-08:00,CPL/SRC/allocations/00551
AL000220,EV000553,PG-R00305,11908,USD,2022-12-09T11:46:56-08:00,CPL/SRC/allocations/00553
AL000221,EV000555,PG-R00306,13958,USD,2023-05-31T18:55:01-07:00,CPL/SRC/allocations/00555
AL000222,EV000557,PG-R00307,2930,USD,2022-12-27T08:31:34-08:00,CPL/SRC/allocations/00557
AL000223,EV000559,PG-R00308,5585,USD,2022-12-19T14:00:49-08:00,CPL/SRC/allocations/00559
AL000224,EV000561,PG-R00309,16998,USD,2022-11-16T03:58:58-08:00,CPL/SRC/allocations/00561
AL000225,EV000565,PG-R00311,42939,USD,2023-01-31T16:05:00-08:00,CPL/SRC/allocations/00565
AL000226,EV000568,PG-R00313,26701,USD,2023-08-16T21:19:39-07:00,CPL/SRC/allocations/00568
AL000227,EV000570,PG-R00314,23411,USD,2023-01-10T21:03:53-08:00,CPL/SRC/allocations/00570
AL000228,EV000572,PG-R00315,39217,USD,2022-08-01T11:15:25-07:00,CPL/SRC/allocations/00572
AL000229,EV000574,PG-R00316,25443,USD,2023-10-09T13:05:30-07:00,CPL/SRC/allocations/00574
AL000230,EV000578,PG-R00318,17657,USD,2022-10-23T09:41:01-07:00,CPL/SRC/allocations/00578
AL000231,EV000580,PG-R00319,3108,USD,2023-06-27T10:38:22-07:00,CPL/SRC/allocations/00580
AL000232,EV000582,PG-R00320,7807,USD,2022-11-24T09:19:17-08:00,CPL/SRC/allocations/00582
AL000233,EV000586,PG-R00322,4631,USD,2022-11-18T13:11:15-08:00,CPL/SRC/allocations/00586
AL000234,EV000590,PG-R00324,7296,USD,2023-04-19T20:53:27-07:00,CPL/SRC/allocations/00590
AL000235,EV000592,PG-R00325,17784,USD,2023-10-22T23:18:48-07:00,CPL/SRC/allocations/00592
AL000236,EV000594,PG-R00326,11419,USD,2022-09-19T11:45:30-07:00,CPL/SRC/allocations/00594
AL000237,EV000596,PG-R00327,5911,USD,2023-08-19T01:18:27-07:00,CPL/SRC/allocations/00596
AL000238,EV000598,PG-R00328,4635,USD,2023-05-25T17:14:45-07:00,CPL/SRC/allocations/00598
AL000239,EV000600,PG-R00329,27830,USD,2023-06-29T23:19:50-07:00,CPL/SRC/allocations/00600
AL000240,EV000602,PG-R00330,4310,USD,2023-03-09T21:49:39-08:00,CPL/SRC/allocations/00602
AL000241,EV000604,PG-R00331,94769,USD,2022-12-30T21:37:49-08:00,CPL/SRC/allocations/00604
AL000242,EV000606,PG-R00332,14736,USD,2023-09-08T18:06:28-07:00,CPL/SRC/allocations/00606
AL000243,EV000611,PG-R00335,49099,USD,2023-07-10T18:23:13-07:00,CPL/SRC/allocations/00611
AL000244,EV000613,PG-R00336,11159,USD,2022-08-27T03:04:41-07:00,CPL/SRC/allocations/00613
AL000245,EV000615,PG-R00337,21961,USD,2023-02-11T03:31:59-08:00,CPL/SRC/allocations/00615
AL000246,EV000618,PG-R00339,2344,USD,2023-03-31T02:23:33-07:00,CPL/SRC/allocations/00619
AL000247,EV000618,PG-R00340,1190,USD,2023-03-30T18:36:10-07:00,CPL/SRC/allocations/00619
AL000248,EV000621,PG-R00341,36673,USD,2023-04-24T18:29:04-07:00,CPL/SRC/allocations/00621
AL000249,EV000623,PG-R00342,102954,USD,2023-02-28T10:32:57-08:00,CPL/SRC/allocations/00623
AL000250,EV000626,PG-R00343,27695,USD,2023-06-26T15:00:44-07:00,CPL/SRC/allocations/00626
AL000251,EV000628,PG-R00344,2507,USD,2023-10-26T23:01:20-07:00,CPL/SRC/allocations/00628
AL000252,EV000630,PG-R00345,5184,USD,2023-08-04T18:08:29-07:00,CPL/SRC/allocations/00630
AL000253,EV000632,PG-R00346,6145,USD,2022-11-14T14:33:55-08:00,CPL/SRC/allocations/00633
