allocation_id,payment_event_id,bill_record_id,allocated_amount_minor,currency,available_at,source_ref
AL000022,EV000050,CPL-R00025,17485,USD,2022-10-17T23:32:38+00:00,CPL/SRC/allocations/00050
AL000023,EV000052,CPL-R00026,12645,USD,2023-02-08T22:39:51+00:00,CPL/SRC/allocations/00052
AL000024,EV000055,CPL-R00028,6577,USD,2023-05-31T16:54:00+00:00,CPL/SRC/allocations/00055
AL000025,EV000057,CPL-R00029,9797,USD,2022-08-13T01:53:24+00:00,CPL/SRC/allocations/00057
AL000026,EV000062,CPL-R00032,2324,USD,2023-10-11T21:37:34+00:00,CPL/SRC/allocations/00063
AL000027,EV000062,CPL-R00033,1911,USD,2023-10-03T16:47:46+00:00,CPL/SRC/allocations/00063
AL000028,EV000065,CPL-R00034,5352,USD,2022-07-13T16:19:13+00:00,CPL/SRC/allocations/00065
AL000029,EV000069,CPL-R00036,4709,USD,2022-11-04T08:34:08+00:00,CPL/SRC/allocations/00069
AL000030,EV000071,CPL-R00037,21896,USD,2023-01-15T21:48:56+00:00,CPL/SRC/allocations/00071
AL000031,EV000073,CPL-R00038,8248,USD,2023-08-10T04:37:29+00:00,CPL/SRC/allocations/00073
AL000032,EV000075,CPL-R00039,128550,USD,2022-12-22T02:02:32+00:00,CPL/SRC/allocations/00075
AL000033,EV000077,CPL-R00040,8843,USD,2023-05-19T08:54:53+00:00,CPL/SRC/allocations/00077
AL000034,EV000079,CPL-R00041,1895,USD,2023-01-20T17:24:21+00:00,CPL/SRC/allocations/00079
AL000035,EV000081,CPL-R00042,39231,USD,2023-09-21T14:52:32+00:00,CPL/SRC/allocations/00081
AL000036,EV000083,CPL-R00043,7991,USD,2023-09-20T08:34:48+00:00,CPL/SRC/allocations/00083
AL000037,EV000085,CPL-R00044,263561,USD,2023-07-03T02:50:57+00:00,CPL/SRC/allocations/00085
AL000038,EV000087,CPL-R00045,6809,USD,2023-06-05T14:45:25+00:00,CPL/SRC/allocations/00087
AL000039,EV000091,CPL-R00047,8828,USD,2022-09-13T19:26:53+00:00,CPL/SRC/allocations/00091
AL000040,EV000093,CPL-R00048,11392,USD,2023-02-13T22:51:44+00:00,CPL/SRC/allocations/00093
AL000041,EV000098,CPL-R00051,31997,USD,2023-06-27T20:38:02+00:00,CPL/SRC/allocations/00098
AL000042,EV000100,CPL-R00052,8195,USD,2022-08-31T02:19:29+00:00,CPL/SRC/allocations/00100
AL000043,EV000103,CPL-R00054,10936,USD,2023-08-11T15:19:00+00:00,CPL/SRC/allocations/00103
AL000044,EV000106,CPL-R00056,56587,USD,2022-11-28T22:58:55+00:00,CPL/SRC/allocations/00107
AL000045,EV000106,CPL-R00057,51053,USD,2022-11-29T03:13:43+00:00,CPL/SRC/allocations/00107
AL000046,EV000109,CPL-R00058,4517,USD,2023-05-08T07:11:58+00:00,CPL/SRC/allocations/00109
AL000047,EV000111,CPL-R00059,13186,USD,2023-09-25T17:30:23+00:00,CPL/SRC/allocations/00111
AL000048,EV000113,CPL-R00060,9810,USD,2023-09-25T07:11:00+00:00,CPL/SRC/allocations/00113
AL000049,EV000115,CPL-R00061,7519,USD,2022-11-02T10:38:48+00:00,CPL/SRC/allocations/00115
AL000050,EV000117,CPL-R00062,4845,USD,2022-09-27T21:14:48+00:00,CPL/SRC/allocations/00117
AL000051,EV000119,CPL-R00063,6421,USD,2023-01-11T18:13:00+00:00,CPL/SRC/allocations/00119
AL000052,EV000121,CPL-R00064,4349,USD,2022-08-23T02:47:28+00:00,CPL/SRC/allocations/00121
AL000053,EV000123,CPL-R00065,10389,USD,2023-05-24T14:59:47+00:00,CPL/SRC/allocations/00123
AL000054,EV000127,CPL-R00067,41279,USD,2023-01-03T06:58:54+00:00,CPL/SRC/allocations/00127
AL000055,EV000130,CPL-R00069,39030,USD,2023-05-26T04:34:30+00:00,CPL/SRC/allocations/00130
AL000056,EV000132,CPL-R00070,5958,USD,2023-07-28T20:11:21+00:00,CPL/SRC/allocations/00132
AL000057,EV000138,CPL-R00074,2039,USD,2023-05-05T04:31:49+00:00,CPL/SRC/allocations/00138
AL000058,EV000140,CPL-R00075,7945,USD,2023-07-22T21:20:45+00:00,CPL/SRC/allocations/00140
AL000059,EV000142,CPL-R00076,115144,USD,2022-10-08T06:53:28+00:00,CPL/SRC/allocations/00142
AL000060,EV000144,CPL-R00077,35932,USD,2023-06-25T11:53:35+00:00,CPL/SRC/allocations/00144
AL000061,EV000147,CPL-R00079,12980,USD,2022-08-23T23:45:43+00:00,CPL/SRC/allocations/00147
AL000062,EV000149,CPL-R00080,16615,USD,2023-09-05T14:50:29+00:00,CPL/SRC/allocations/00149
AL000063,EV000151,CPL-R00081,2452,USD,2023-01-07T11:36:23+00:00,CPL/SRC/allocations/00151
AL000064,EV000155,CPL-R00083,13098,USD,2023-09-14T20:45:40+00:00,CPL/SRC/allocations/00155
AL000065,EV000157,CPL-R00084,2500,USD,2022-12-09T22:28:23+00:00,CPL/SRC/allocations/00157
AL000066,EV000159,CPL-R00085,12606,USD,2023-02-24T16:48:23+00:00,CPL/SRC/allocations/00159
AL000067,EV000161,CPL-R00086,5582,USD,2022-12-26T23:59:57+00:00,CPL/SRC/allocations/00162
AL000068,EV000161,CPL-R00087,3063,USD,2022-12-29T02:48:47+00:00,CPL/SRC/allocations/00162
AL000069,EV000166,CPL-R00089,19907,USD,2023-05-09T17:43:44+00:00,CPL/SRC/allocations/00166
AL000070,EV000168,CPL-R00090,68799,USD,2023-07-06T01:31:23+00:00,CPL/SRC/allocations/00168
AL000071,EV000170,CPL-R00091,13131,USD,2023-05-06T03:28:34+00:00,CPL/SRC/allocations/00171
AL000072,EV000170,CPL-R00092,6405,USD,2023-05-01T21:35:24+00:00,CPL/SRC/allocations/00171
AL000073,EV000173,CPL-R00093,24716,USD,2023-06-13T03:50:00+00:00,CPL/SRC/allocations/00173
AL000074,EV000175,CPL-R00094,111892,USD,2023-06-02T23:39:53+00:00,CPL/SRC/allocations/00175
AL000075,EV000179,CPL-R00096,13498,USD,2023-06-20T22:41:14+00:00,CPL/SRC/allocations/00179
AL000076,EV000181,CPL-R00097,10190,USD,2022-11-23T17:20:23+00:00,CPL/SRC/allocations/00181
AL000077,EV000183,CPL-R00098,46264,USD,2022-08-19T11:29:53+00:00,CPL/SRC/allocations/00183
AL000078,EV000185,CPL-R00099,3535,USD,2022-10-28T16:58:22+00:00,CPL/SRC/allocations/00186
AL000079,EV000185,CPL-R00100,3056,USD,2022-10-29T13:10:46+00:00,CPL/SRC/allocations/00186
AL000080,EV000189,CPL-R00101,8890,USD,2023-05-03T21:12:23+00:00,CPL/SRC/allocations/00189
AL000081,EV000191,CPL-R00102,4992,USD,2023-01-11T23:05:22+00:00,CPL/SRC/allocations/00191
AL000082,EV000193,CPL-R00103,15811,USD,2022-08-08T23:25:50+00:00,CPL/SRC/allocations/00193
AL000084,EV000198,CPL-R00106,7144,USD,2023-08-09T09:11:19+00:00,CPL/SRC/allocations/00198
AL000085,EV000200,CPL-R00107,31775,USD,2023-07-14T01:35:32+00:00,CPL/SRC/allocations/00200
AL000086,EV000202,CPL-R00108,3388,USD,2022-08-09T17:20:56+00:00,CPL/SRC/allocations/00202
AL000087,EV000204,CPL-R00109,10715,USD,2023-10-17T21:52:57+00:00,CPL/SRC/allocations/00204
AL000088,EV000206,CPL-R00110,2178,USD,2022-10-03T17:28:33+00:00,CPL/SRC/allocations/00207
AL000089,EV000206,CPL-R00111,2001,USD,2022-10-03T15:15:26+00:00,CPL/SRC/allocations/00207
AL000090,EV000209,CPL-R00112,14882,USD,2023-09-21T18:39:26+00:00,CPL/SRC/allocations/00209
AL000091,EV000217,CPL-R00117,2673,USD,2022-12-13T20:25:56+00:00,CPL/SRC/allocations/00217
AL000092,EV000219,CPL-R00118,5807,USD,2022-10-31T06:01:33+00:00,CPL/SRC/allocations/00220
AL000093,EV000219,CPL-R00119,3537,USD,2022-10-20T20:59:07+00:00,CPL/SRC/allocations/00220
AL000094,EV000222,CPL-R00120,2793,USD,2023-04-24T06:30:33+00:00,CPL/SRC/allocations/00222
AL000095,EV000225,CPL-R00122,38854,USD,2022-08-08T21:40:28+00:00,CPL/SRC/allocations/00225
AL000096,EV000228,CPL-R00124,20052,USD,2022-10-11T02:29:22+00:00,CPL/SRC/allocations/00228
AL000097,EV000230,CPL-R00125,2500,USD,2023-10-25T01:13:30+00:00,CPL/SRC/allocations/00230
AL000098,EV000235,CPL-R00128,11860,USD,2022-07-25T19:09:32+00:00,CPL/SRC/allocations/00235
AL000099,EV000238,CPL-R00130,41294,USD,2022-12-13T18:54:44+00:00,CPL/SRC/allocations/00239
AL000100,EV000238,CPL-R00131,30145,USD,2022-12-18T02:05:49+00:00,CPL/SRC/allocations/00239
AL000101,EV000241,CPL-R00132,4714,USD,2022-12-27T17:44:14+00:00,CPL/SRC/allocations/00241
AL000102,EV000244,CPL-R00134,13543,USD,2023-08-21T15:43:19+00:00,CPL/SRC/allocations/00244
AL000103,EV000246,CPL-R00135,12130,USD,2023-07-19T20:38:08+00:00,CPL/SRC/allocations/00246
AL000104,EV000248,CPL-R00136,38455,USD,2023-01-10T20:10:32+00:00,CPL/SRC/allocations/00248
AL000105,EV000250,CPL-R00137,6684,USD,2023-02-20T23:53:37+00:00,CPL/SRC/allocations/00250
AL000106,EV000253,CPL-R00138,62968,USD,2022-09-07T23:10:57+00:00,CPL/SRC/allocations/00253
AL000107,EV000255,CPL-R00139,27227,USD,2022-12-20T06:03:23+00:00,CPL/SRC/allocations/00255
AL000108,EV000260,CPL-R00142,4484,USD,2023-08-07T19:15:21+00:00,CPL/SRC/allocations/00260
AL000109,EV000262,CPL-R00143,3704,USD,2023-09-11T19:30:03+00:00,CPL/SRC/allocations/00262
AL000110,EV000266,CPL-R00145,14530,USD,2023-06-14T20:16:29+00:00,CPL/SRC/allocations/00266
AL000111,EV000270,CPL-R00147,17232,USD,2022-07-20T14:41:34+00:00,CPL/SRC/allocations/00270
AL000112,EV000272,CPL-R00148,15222,USD,2023-10-06T02:25:05+00:00,CPL/SRC/allocations/00272
AL000113,EV000274,CPL-R00149,4096,USD,2023-08-29T06:56:50+00:00,CPL/SRC/allocations/00274
AL000114,EV000285,CPL-R00155,13342,USD,2022-10-09T16:32:19+00:00,CPL/SRC/allocations/00285
AL000115,EV000287,CPL-R00156,6110,USD,2022-12-26T23:56:38+00:00,CPL/SRC/allocations/00287
AL000116,EV000289,CPL-R00157,208962,USD,2023-03-29T23:09:42+00:00,CPL/SRC/allocations/00289
AL000117,EV000291,CPL-R00158,15548,USD,2023-05-27T00:04:17+00:00,CPL/SRC/allocations/00291
AL000118,EV000293,CPL-R00159,88965,USD,2023-01-16T16:20:53+00:00,CPL/SRC/allocations/00293
AL000119,EV000295,CPL-R00160,54074,USD,2023-07-11T02:29:57+00:00,CPL/SRC/allocations/00295
AL000120,EV000297,CPL-R00161,34467,USD,2023-11-02T03:31:48+00:00,CPL/SRC/allocations/00297
AL000121,EV000301,CPL-R00163,12834,USD,2022-12-11T00:51:08+00:00,CPL/SRC/allocations/00301
AL000122,EV000303,CPL-R00164,4951,USD,2023-04-01T15:56:21+00:00,CPL/SRC/allocations/00303
AL000123,EV000305,CPL-R00165,5511,USD,2023-09-01T04:08:19+00:00,CPL/SRC/allocations/00305
AL000124,EV000307,CPL-R00166,4345,USD,2023-01-04T17:27:56+00:00,CPL/SRC/allocations/00307
AL000125,EV000309,CPL-R00167,26141,USD,2023-01-12T23:25:24+00:00,CPL/SRC/allocations/00309
AL000126,EV000311,CPL-R00168,43946,USD,2023-03-30T18:40:11+00:00,CPL/SRC/allocations/00311
AL000127,EV000313,CPL-R00169,7123,USD,2022-12-26T01:18:37+00:00,CPL/SRC/allocations/00313
AL000128,EV000317,CPL-R00171,15354,USD,2023-02-12T06:51:20+00:00,CPL/SRC/allocations/00317
AL000129,EV000319,CPL-R00172,385887,USD,2023-05-04T06:08:27+00:00,CPL/SRC/allocations/00319
AL000130,EV000321,CPL-R00173,6783,USD,2022-11-22T22:24:09+00:00,CPL/SRC/allocations/00321
AL000131,EV000325,CPL-R00175,24728,USD,2022-12-20T16:30:47+00:00,CPL/SRC/allocations/00325
AL000132,EV000328,CPL-R00177,3237,USD,2022-12-19T14:44:37+00:00,CPL/SRC/allocations/00328
AL000133,EV000330,CPL-R00178,11243,USD,2023-08-17T03:22:45+00:00,CPL/SRC/allocations/00330
AL000134,EV000332,CPL-R00179,3795,USD,2022-12-27T00:34:57+00:00,CPL/SRC/allocations/00332
AL000135,EV000334,CPL-R00180,29455,USD,2023-09-26T23:19:09+00:00,CPL/SRC/allocations/00334
AL000136,EV000336,CPL-R00181,2834,USD,2023-10-09T21:33:30+00:00,CPL/SRC/allocations/00336
AL000137,EV000338,CPL-R00182,7408,USD,2023-10-09T21:42:14+00:00,CPL/SRC/allocations/00338
AL000138,EV000342,CPL-R00184,27581,USD,2022-11-07T17:17:47+00:00,CPL/SRC/allocations/00342
AL000139,EV000344,CPL-R00185,37656,USD,2022-11-16T11:38:53+00:00,CPL/SRC/allocations/00344
AL000140,EV000346,CPL-R00186,18142,USD,2023-06-02T02:23:11+00:00,CPL/SRC/allocations/00346
AL000141,EV000348,CPL-R00187,6176,USD,2023-05-21T19:57:41+00:00,CPL/SRC/allocations/00348
AL000142,EV000350,CPL-R00188,8085,USD,2022-10-22T08:54:58+00:00,CPL/SRC/allocations/00350
AL000143,EV000352,CPL-R00189,6299,USD,2022-10-28T14:39:41+00:00,CPL/SRC/allocations/00352
AL000144,EV000354,CPL-R00190,8314,USD,2022-09-15T13:48:55+00:00,CPL/SRC/allocations/00354
AL000145,EV000358,CPL-R00192,36576,USD,2022-08-19T20:07:52+00:00,CPL/SRC/allocations/00358
AL000146,EV000363,CPL-R00194,133797,USD,2022-09-27T13:48:14+00:00,CPL/SRC/allocations/00363
AL000147,EV000365,CPL-R00195,66238,USD,2023-10-22T16:32:09+00:00,CPL/SRC/allocations/00365
AL000148,EV000367,CPL-R00196,2686,USD,2023-10-15T12:27:21+00:00,CPL/SRC/allocations/00367
AL000149,EV000369,CPL-R00197,8450,USD,2023-06-27T18:15:12+00:00,CPL/SRC/allocations/00369
AL000150,EV000372,CPL-R00199,4023,USD,2022-10-14T15:49:27+00:00,CPL/SRC/allocations/00372
AL000151,EV000374,CPL-R00200,10782,USD,2023-07-02T06:32:02+00:00,CPL/SRC/allocations/00374
AL000152,EV000376,CPL-R00201,15308,USD,2023-10-09T16:17:59+00:00,CPL/SRC/allocations/00376
AL000153,EV000378,CPL-R00202,13976,USD,2023-07-12T20:47:21+00:00,CPL/SRC/allocations/00378
AL000154,EV000382,CPL-R00204,57629,USD,2023-04-27T05:49:50+00:00,CPL/SRC/allocations/00382
AL000155,EV000384,CPL-R00205,3381,USD,2023-06-25T20:16:23+00:00,CPL/SRC/allocations/00384
AL000156,EV000386,CPL-R00206,80070,USD,2023-10-02T18:41:01+00:00,CPL/SRC/allocations/00386
AL000157,EV000388,CPL-R00207,9359,USD,2023-05-19T05:37:04+00:00,CPL/SRC/allocations/00388
AL000158,EV000391,CPL-R00208,32938,USD,2023-03-30T02:02:55+00:00,CPL/SRC/allocations/00391
AL000159,EV000393,CPL-R00209,11319,USD,2023-02-17T11:37:18+00:00,CPL/SRC/allocations/00393
AL000160,EV000395,CPL-R00210,4831,USD,2023-02-17T22:37:30+00:00,CPL/SRC/allocations/00395
AL000161,EV000398,CPL-R00212,20191,USD,2023-06-08T01:01:28+00:00,CPL/SRC/allocations/00398
AL000162,EV000400,CPL-R00213,172661,USD,2023-08-20T08:53:08+00:00,CPL/SRC/allocations/00400
AL000163,EV000402,CPL-R00214,42208,USD,2023-03-23T15:59:44+00:00,CPL/SRC/allocations/00402
AL000164,EV000404,CPL-R00215,16403,USD,2023-07-21T20:49:37+00:00,CPL/SRC/allocations/00404
AL000165,EV000406,CPL-R00216,33708,USD,2022-10-25T01:12:11+00:00,CPL/SRC/allocations/00406
AL000166,EV000408,CPL-R00217,31930,USD,2023-04-19T21:56:34+00:00,CPL/SRC/allocations/00408
AL000167,EV000410,CPL-R00218,6922,USD,2023-04-18T09:38:17+00:00,CPL/SRC/allocations/00410
AL000168,EV000412,CPL-R00219,15426,USD,2023-02-08T22:49:22+00:00,CPL/SRC/allocations/00412
AL000169,EV000416,CPL-R00221,11770,USD,2023-01-23T19:02:24+00:00,CPL/SRC/allocations/00416
AL000170,EV000425,CPL-R00227,75280,USD,2023-08-15T15:25:04+00:00,CPL/SRC/allocations/00425
AL000171,EV000427,CPL-R00228,9855,USD,2022-07-26T18:59:49+00:00,CPL/SRC/allocations/00427
AL000172,EV000429,CPL-R00229,13229,USD,2022-12-27T21:06:21+00:00,CPL/SRC/allocations/00429
AL000173,EV000431,CPL-R00230,2015,USD,2023-03-27T21:51:53+00:00,CPL/SRC/allocations/00431
AL000174,EV000433,CPL-R00231,4609,USD,2022-09-26T19:59:48+00:00,CPL/SRC/allocations/00433
AL000175,EV000436,CPL-R00233,8557,USD,2023-03-02T08:20:09+00:00,CPL/SRC/allocations/00437
AL000176,EV000436,CPL-R00234,5074,USD,2023-02-27T19:10:02+00:00,CPL/SRC/allocations/00437
AL000177,EV000439,CPL-R00235,2500,USD,2023-10-04T21:03:09+00:00,CPL/SRC/allocations/00439
AL000178,EV000441,CPL-R00236,64819,USD,2023-03-16T18:49:44+00:00,CPL/SRC/allocations/00441
AL000179,EV000443,CPL-R00237,3728,USD,2022-08-22T21:31:59+00:00,CPL/SRC/allocations/00443
AL000180,EV000446,CPL-R00239,2626,USD,2023-05-08T19:49:20+00:00,CPL/SRC/allocations/00446
AL000181,EV000449,CPL-R00241,18987,USD,2023-08-17T22:00:16+00:00,CPL/SRC/allocations/00449
AL000182,EV000454,CPL-R00244,34136,USD,2022-10-04T08:11:57+00:00,CPL/SRC/allocations/00454
AL000183,EV000458,CPL-R00246,6668,USD,2023-02-28T13:20:52+00:00,CPL/SRC/allocations/00458
AL000184,EV000461,CPL-R00248,16772,USD,2023-04-14T07:20:18+00:00,CPL/SRC/allocations/00461
AL000185,EV000465,CPL-R00251,44711,USD,2023-04-07T08:52:41+00:00,CPL/SRC/allocations/00465
AL000186,EV000469,CPL-R00253,13664,USD,2023-02-21T18:42:22+00:00,CPL/SRC/allocations/00469
AL000187,EV000474,CPL-R00256,3684,USD,2023-08-24T21:50:46+00:00,CPL/SRC/allocations/00474
AL000188,EV000476,CPL-R00257,5046,USD,2023-03-06T12:27:39+00:00,CPL/SRC/allocations/00476
AL000189,EV000478,CPL-R00258,29826,USD,2022-12-08T01:59:46+00:00,CPL/SRC/allocations/00478
AL000190,EV000480,CPL-R00259,14736,USD,2023-01-02T21:17:20+00:00,CPL/SRC/allocations/00480
AL000191,EV000483,CPL-R00261,9680,USD,2023-07-26T19:30:48+00:00,CPL/SRC/allocations/00483
AL000192,EV000485,CPL-R00262,21026,USD,2022-09-02T20:38:36+00:00,CPL/SRC/allocations/00485
AL000193,EV000487,CPL-R00263,14732,USD,2023-05-12T02:57:39+00:00,CPL/SRC/allocations/00487
AL000194,EV000489,CPL-R00264,71355,USD,2022-11-19T09:19:00+00:00,CPL/SRC/allocations/00489
AL000195,EV000493,CPL-R00266,27121,USD,2023-10-24T19:01:35+00:00,CPL/SRC/allocations/00493
AL000196,EV000495,CPL-R00267,10865,USD,2023-03-13T19:37:05+00:00,CPL/SRC/allocations/00495
AL000197,EV000497,CPL-R00268,31838,USD,2023-05-22T23:36:58+00:00,CPL/SRC/allocations/00497
AL000198,EV000499,CPL-R00269,6929,USD,2022-08-22T22:14:42+00:00,CPL/SRC/allocations/00499
AL000199,EV000501,CPL-R00270,8581,USD,2022-10-13T14:10:18+00:00,CPL/SRC/allocations/00501
AL000200,EV000505,CPL-R00272,9081,USD,2023-07-07T09:19:04+00:00,CPL/SRC/allocations/00506
AL000201,EV000505,CPL-R00273,5130,USD,2023-07-04T01:46:01+00:00,CPL/SRC/allocations/00506
AL000202,EV000508,CPL-R00274,3643,USD,2023-03-29T21:09:24+00:00,CPL/SRC/allocations/00508
AL000203,EV000510,CPL-R00275,22750,USD,2023-10-20T13:52:38+00:00,CPL/SRC/allocations/00510
AL000204,EV000512,CPL-R00276,9169,USD,2022-11-08T18:44:11+00:00,CPL/SRC/allocations/00512
AL000205,EV000515,CPL-R00278,4319,USD,2023-02-08T04:11:56+00:00,CPL/SRC/allocations/00515
AL000206,EV000517,CPL-R00279,9216,USD,2022-12-26T23:28:13+00:00,CPL/SRC/allocations/00517
AL000207,EV000519,CPL-R00280,121699,USD,2022-11-19T05:02:10+00:00,CPL/SRC/allocations/00519
AL000208,EV000521,CPL-R00281,26635,USD,2023-08-21T19:45:33+00:00,CPL/SRC/allocations/00521
AL000209,EV000524,CPL-R00283,2024,USD,2023-04-03T18:57:34+00:00,CPL/SRC/allocations/00525
AL000210,EV000524,CPL-R00284,908,USD,2023-04-04T10:36:37+00:00,CPL/SRC/allocations/00525
AL000211,EV000527,CPL-R00285,19070,USD,2022-12-01T03:38:51+00:00,CPL/SRC/allocations/00527
AL000212,EV000529,CPL-R00286,6802,USD,2023-01-12T17:34:34+00:00,CPL/SRC/allocations/00529
AL000213,EV000531,CPL-R00287,11964,USD,2023-01-07T00:08:41+00:00,CPL/SRC/allocations/00531
AL000214,EV000533,CPL-R00288,20918,USD,2023-03-04T04:56:08+00:00,CPL/SRC/allocations/00533
AL000215,EV000535,CPL-R00289,4222,USD,2023-01-29T17:16:55+00:00,CPL/SRC/allocations/00535
AL000216,EV000537,CPL-R00290,12172,USD,2022-12-15T22:45:45+00:00,CPL/SRC/allocations/00537
AL000217,EV000539,CPL-R00291,5708,USD,2023-11-08T23:50:18+00:00,CPL/SRC/allocations/00539
AL000218,EV000541,CPL-R00292,18824,USD,2023-08-01T11:03:11+00:00,CPL/SRC/allocations/00541
AL000219,EV000543,CPL-R00293,2657,USD,2023-02-27T19:18:30+00:00,CPL/SRC/allocations/00543
AL000220,EV000549,CPL-R00296,53095,USD,2022-08-27T18:06:18+00:00,CPL/SRC/allocations/00550
AL000221,EV000549,CPL-R00297,32887,USD,2022-08-25T21:26:22+00:00,CPL/SRC/allocations/00550
AL000222,EV000552,CPL-R00298,196277,USD,2023-02-14T00:05:25+00:00,CPL/SRC/allocations/00552
AL000223,EV000558,CPL-R00302,44533,USD,2022-09-02T19:23:09+00:00,CPL/SRC/allocations/00558
AL000224,EV000560,CPL-R00303,6025,USD,2022-08-21T03:35:06+00:00,CPL/SRC/allocations/00560
AL000225,EV000562,CPL-R00304,18490,USD,2022-10-07T03:53:48+00:00,CPL/SRC/allocations/00562
AL000226,EV000564,CPL-R00305,17340,USD,2023-03-07T13:32:49+00:00,CPL/SRC/allocations/00564
AL000227,EV000570,CPL-R00309,4197,USD,2023-10-02T18:21:02+00:00,CPL/SRC/allocations/00571
AL000228,EV000570,CPL-R00310,3050,USD,2023-10-02T16:52:26+00:00,CPL/SRC/allocations/00571
AL000229,EV000573,CPL-R00311,11433,USD,2022-08-06T21:53:45+00:00,CPL/SRC/allocations/00573
AL000230,EV000575,CPL-R00312,67015,USD,2022-08-13T20:13:21+00:00,CPL/SRC/allocations/00575
AL000231,EV000577,CPL-R00313,13257,USD,2022-12-14T02:13:46+00:00,CPL/SRC/allocations/00577
AL000232,EV000580,CPL-R00314,13976,USD,2023-02-09T00:34:57+00:00,CPL/SRC/allocations/00580
AL000233,EV000584,CPL-R00316,52509,USD,2023-09-04T13:10:56+00:00,CPL/SRC/allocations/00584
AL000234,EV000586,CPL-R00317,46468,USD,2022-12-03T00:07:18+00:00,CPL/SRC/allocations/00586
AL000235,EV000588,CPL-R00318,16363,USD,2022-09-07T21:23:34+00:00,CPL/SRC/allocations/00588
AL000236,EV000591,CPL-R00320,13230,USD,2023-03-08T14:18:37+00:00,CPL/SRC/allocations/00591
AL000237,EV000593,CPL-R00321,3710,USD,2023-03-11T01:29:51+00:00,CPL/SRC/allocations/00593
AL000238,EV000595,CPL-R00322,10732,USD,2023-06-29T09:24:54+00:00,CPL/SRC/allocations/00595
AL000239,EV000597,CPL-R00323,3948,USD,2023-05-18T16:28:40+00:00,CPL/SRC/allocations/00597
AL000240,EV000599,CPL-R00324,17323,USD,2023-04-26T02:37:58+00:00,CPL/SRC/allocations/00599
AL000241,EV000601,CPL-R00325,6771,USD,2023-09-13T19:52:56+00:00,CPL/SRC/allocations/00601
AL000242,EV000603,CPL-R00326,57133,USD,2022-08-05T18:39:06+00:00,CPL/SRC/allocations/00603
AL000243,EV000605,CPL-R00327,41460,USD,2023-10-23T19:04:15+00:00,CPL/SRC/allocations/00605
AL000244,EV000608,CPL-R00329,48220,USD,2023-04-11T18:41:19+00:00,CPL/SRC/allocations/00608
AL000245,EV000610,CPL-R00330,22112,USD,2023-08-10T14:54:17+00:00,CPL/SRC/allocations/00610
AL000246,EV000612,CPL-R00331,15123,USD,2022-12-16T09:03:28+00:00,CPL/SRC/allocations/00612
AL000247,EV000614,CPL-R00332,8756,USD,2023-05-12T12:41:39+00:00,CPL/SRC/allocations/00614
AL000248,EV000619,CPL-R00335,15903,USD,2022-11-14T03:06:04+00:00,CPL/SRC/allocations/00620
AL000249,EV000619,CPL-R00336,9684,USD,2022-11-18T07:18:20+00:00,CPL/SRC/allocations/00620
