allocation_id,payment_event_id,bill_record_id,allocated_amount_minor,currency,available_at,source_ref
AL000043,EV000094,PM-R00052,3360,USD,2023-01-06T16:24:52+00:00,CPL/SRC/allocations/00094
AL000044,EV000096,PM-R00053,14876,USD,2022-11-14T21:05:40+00:00,CPL/SRC/allocations/00096
AL000045,EV000100,PM-R00055,43952,USD,2023-07-15T07:52:29+00:00,CPL/SRC/allocations/00100
AL000046,EV000104,PM-R00057,12639,USD,2023-05-11T00:01:54+00:00,CPL/SRC/allocations/00104
AL000047,EV000106,PM-R00058,2033,USD,2023-05-19T00:49:40+00:00,CPL/SRC/allocations/00106
AL000048,EV000109,PM-R00060,64135,USD,2023-08-21T15:15:21+00:00,CPL/SRC/allocations/00109
AL000049,EV000111,PM-R00061,11810,USD,2023-02-22T00:03:44+00:00,CPL/SRC/allocations/00112
AL000050,EV000111,PM-R00062,6503,USD,2023-02-22T10:01:00+00:00,CPL/SRC/allocations/00112
AL000051,EV000116,PM-R00064,4999,USD,2023-10-05T13:18:29+00:00,CPL/SRC/allocations/00116
AL000052,EV000118,PM-R00065,2760,USD,2023-01-16T20:49:31+00:00,CPL/SRC/allocations/00119
AL000053,EV000118,PM-R00066,3022,USD,2023-01-26T16:32:00+00:00,CPL/SRC/allocations/00119
AL000054,EV000122,PM-R00068,9139,USD,2022-10-30T18:32:22+00:00,CPL/SRC/allocations/00122
AL000055,EV000124,PM-R00069,2969,USD,2023-04-19T20:05:14+00:00,CPL/SRC/allocations/00125
AL000056,EV000124,PM-R00070,1804,USD,2023-04-18T15:40:13+00:00,CPL/SRC/allocations/00125
AL000057,EV000127,PM-R00071,10695,USD,2022-11-14T20:07:08+00:00,CPL/SRC/allocations/00127
AL000058,EV000129,PM-R00072,52383,USD,2023-10-19T04:19:46+00:00,CPL/SRC/allocations/00129
AL000059,EV000131,PM-R00073,2519,USD,2022-12-29T19:13:05+00:00,CPL/SRC/allocations/00131
AL000060,EV000133,PM-R00074,9806,USD,2022-07-18T19:31:39+00:00,CPL/SRC/allocations/00133
AL000061,EV000135,PM-R00075,3440,USD,2023-03-20T23:05:10+00:00,CPL/SRC/allocations/00135
AL000062,EV000137,PM-R00076,2096,USD,2023-02-03T10:00:02+00:00,CPL/SRC/allocations/00137
AL000063,EV000139,PM-R00077,82305,USD,2022-11-29T11:57:31+00:00,CPL/SRC/allocations/00139
AL000064,EV000143,PM-R00079,6241,USD,2022-08-31T10:34:08+00:00,CPL/SRC/allocations/00143
AL000065,EV000145,PM-R00080,262057,USD,2023-06-15T06:53:20+00:00,CPL/SRC/allocations/00145
AL000066,EV000147,PM-R00081,12408,USD,2023-06-02T04:02:24+00:00,CPL/SRC/allocations/00147
AL000067,EV000149,PM-R00082,60487,USD,2023-07-13T15:03:57+00:00,CPL/SRC/allocations/00149
AL000068,EV000151,PM-R00083,15322,USD,2023-04-24T20:28:44+00:00,CPL/SRC/allocations/00151
AL000069,EV000153,PM-R00084,7942,USD,2022-12-06T11:18:44+00:00,CPL/SRC/allocations/00153
AL000070,EV000156,PM-R00086,16556,USD,2023-06-07T17:20:43+00:00,CPL/SRC/allocations/00156
AL000071,EV000158,PM-R00087,6465,USD,2023-06-08T00:37:09+00:00,CPL/SRC/allocations/00158
AL000072,EV000162,PM-R00089,16149,USD,2023-10-09T20:48:42+00:00,CPL/SRC/allocations/00162
AL000073,EV000166,PM-R00091,10842,USD,2022-08-03T10:50:55+00:00,CPL/SRC/allocations/00166
AL000074,EV000168,PM-R00092,5483,USD,2023-04-10T17:13:30+00:00,CPL/SRC/allocations/00168
AL000075,EV000170,PM-R00093,23573,USD,2023-08-10T20:57:33+00:00,CPL/SRC/allocations/00170
AL000077,EV000172,PM-R00095,7052,USD,2023-09-23T20:10:40+00:00,CPL/SRC/allocations/00173
AL000078,EV000175,PM-R00096,226366,USD,2023-10-11T14:27:30+00:00,CPL/SRC/allocations/00175
AL000079,EV000178,PM-R00098,6042,USD,2023-07-14T16:39:47+00:00,CPL/SRC/allocations/00178
AL000080,EV000180,PM-R00099,5186,USD,2022-09-22T03:09:41+00:00,CPL/SRC/allocations/00180
AL000081,EV000183,PM-R00101,11274,USD,2023-08-02T17:38:51+00:00,CPL/SRC/allocations/00183
AL000082,EV000186,PM-R00103,4452,USD,2022-11-07T21:40:43+00:00,CPL/SRC/allocations/00186
AL000083,EV000191,PM-R00106,5140,USD,2023-04-29T06:04:43+00:00,CPL/SRC/allocations/00191
AL000084,EV000193,PM-R00107,48368,USD,2022-11-03T04:10:29+00:00,CPL/SRC/allocations/00193
AL000085,EV000195,PM-R00108,15734,USD,2023-10-17T06:27:14+00:00,CPL/SRC/allocations/00195
AL000086,EV000197,PM-R00109,22959,USD,2023-06-01T18:03:10+00:00,CPL/SRC/allocations/00197
AL000087,EV000199,PM-R00110,10736,USD,2023-06-23T17:44:11+00:00,CPL/SRC/allocations/00199
AL000088,EV000201,PM-R00111,26907,USD,2023-01-08T04:41:37+00:00,CPL/SRC/allocations/00201
AL000089,EV000203,PM-R00112,53881,USD,2023-06-15T14:43:53+00:00,CPL/SRC/allocations/00203
AL000090,EV000205,PM-R00113,10397,USD,2023-09-27T14:55:29+00:00,CPL/SRC/allocations/00205
AL000091,EV000207,PM-R00114,73635,USD,2023-11-01T03:55:35+00:00,CPL/SRC/allocations/00207
AL000092,EV000209,PM-R00115,42683,USD,2023-08-31T15:14:47+00:00,CPL/SRC/allocations/00209
AL000093,EV000211,PM-R00116,68200,USD,2023-05-11T19:08:53+00:00,CPL/SRC/allocations/00211
AL000094,EV000213,PM-R00117,2824,USD,2023-03-29T14:57:10+00:00,CPL/SRC/allocations/00213
AL000095,EV000217,PM-R00119,4603,USD,2023-04-13T13:45:47+00:00,CPL/SRC/allocations/00217
AL000096,EV000219,PM-R00120,4974,USD,2022-09-02T17:40:57+00:00,CPL/SRC/allocations/00219
AL000097,EV000222,PM-R00122,36875,USD,2023-01-03T22:20:35+00:00,CPL/SRC/allocations/00222
AL000098,EV000224,PM-R00123,27489,USD,2023-10-09T13:48:58+00:00,CPL/SRC/allocations/00224
AL000099,EV000226,PM-R00124,7455,USD,2023-11-13T02:12:40+00:00,CPL/SRC/allocations/00226
AL000100,EV000228,PM-R00125,15505,USD,2023-04-28T01:24:31+00:00,CPL/SRC/allocations/00228
AL000101,EV000230,PM-R00126,15521,USD,2023-04-07T18:16:02+00:00,CPL/SRC/allocations/00230
AL000102,EV000232,PM-R00127,94781,USD,2023-02-07T09:18:02+00:00,CPL/SRC/allocations/00232
AL000103,EV000235,PM-R00129,15168,USD,2023-08-22T21:24:02+00:00,CPL/SRC/allocations/00235
AL000104,EV000239,PM-R00131,11347,USD,2023-02-08T06:05:27+00:00,CPL/SRC/allocations/00239
AL000105,EV000241,PM-R00132,14775,USD,2023-01-08T01:43:58+00:00,CPL/SRC/allocations/00241
AL000106,EV000245,PM-R00134,39557,USD,2023-07-20T18:19:01+00:00,CPL/SRC/allocations/00245
AL000107,EV000247,PM-R00135,13239,USD,2023-10-02T22:08:51+00:00,CPL/SRC/allocations/00247
AL000108,EV000249,PM-R00136,15026,USD,2022-08-09T02:25:04+00:00,CPL/SRC/allocations/00249
AL000109,EV000251,PM-R00137,18136,USD,2023-09-04T11:48:36+00:00,CPL/SRC/allocations/00251
AL000110,EV000255,PM-R00139,192551,USD,2023-09-25T15:42:48+00:00,CPL/SRC/allocations/00255
AL000111,EV000257,PM-R00140,11081,USD,2022-11-02T09:02:38+00:00,CPL/SRC/allocations/00257
AL000112,EV000259,PM-R00141,109622,USD,2022-11-07T22:20:35+00:00,CPL/SRC/allocations/00259
AL000113,EV000261,PM-R00142,7577,USD,2023-10-05T22:15:45+00:00,CPL/SRC/allocations/00261
AL000114,EV000263,PM-R00143,18910,USD,2023-06-13T01:20:51+00:00,CPL/SRC/allocations/00263
AL000115,EV000266,PM-R00144,14519,USD,2023-01-05T20:30:36+00:00,CPL/SRC/allocations/00266
AL000116,EV000271,PM-R00147,5288,USD,2023-08-10T00:12:03+00:00,CPL/SRC/allocations/00271
AL000117,EV000273,PM-R00148,9794,USD,2023-02-15T06:08:16+00:00,CPL/SRC/allocations/00273
AL000118,EV000275,PM-R00149,12917,USD,2023-03-23T17:32:31+00:00,CPL/SRC/allocations/00275
AL000119,EV000277,PM-R00150,11994,USD,2023-07-24T19:58:56+00:00,CPL/SRC/allocations/00277
AL000120,EV000281,PM-R00152,11470,USD,2022-12-30T16:08:00+00:00,CPL/SRC/allocations/00281
AL000121,EV000283,PM-R00153,12279,USD,2023-06-23T22:54:03+00:00,CPL/SRC/allocations/00283
AL000122,EV000285,PM-R00154,10755,USD,2023-06-13T23:24:09+00:00,CPL/SRC/allocations/00285
AL000123,EV000289,PM-R00156,11420,USD,2022-09-22T20:19:55+00:00,CPL/SRC/allocations/00289
AL000124,EV000291,PM-R00157,23074,USD,2022-12-02T14:46:47+00:00,CPL/SRC/allocations/00291
AL000125,EV000293,PM-R00158,100267,USD,2022-09-12T17:18:22+00:00,CPL/SRC/allocations/00293
AL000126,EV000295,PM-R00159,16693,USD,2023-04-28T21:39:28+00:00,CPL/SRC/allocations/00295
AL000127,EV000300,PM-R00162,5949,USD,2023-03-23T15:36:20+00:00,CPL/SRC/allocations/00300
AL000128,EV000302,PM-R00163,6246,USD,2023-03-21T12:05:00+00:00,CPL/SRC/allocations/00302
AL000129,EV000306,PM-R00165,4365,USD,2023-05-29T20:58:34+00:00,CPL/SRC/allocations/00307
AL000130,EV000306,PM-R00166,2675,USD,2023-05-30T05:19:13+00:00,CPL/SRC/allocations/00307
AL000131,EV000310,PM-R00168,22375,USD,2022-11-29T01:19:57+00:00,CPL/SRC/allocations/00310
AL000132,EV000312,PM-R00169,7039,USD,2023-04-06T05:20:51+00:00,CPL/SRC/allocations/00312
AL000133,EV000315,PM-R00171,61755,USD,2022-09-02T23:09:03+00:00,CPL/SRC/allocations/00315
AL000134,EV000317,PM-R00172,3730,USD,2023-04-12T01:44:46+00:00,CPL/SRC/allocations/00317
AL000135,EV000321,PM-R00175,15698,USD,2023-05-20T22:59:43+00:00,CPL/SRC/allocations/00321
AL000136,EV000323,PM-R00176,19723,USD,2023-10-13T03:50:56+00:00,CPL/SRC/allocations/00323
AL000137,EV000325,PM-R00177,5189,USD,2022-08-26T04:04:48+00:00,CPL/SRC/allocations/00325
AL000138,EV000327,PM-R00178,10390,USD,2023-01-27T17:43:44+00:00,CPL/SRC/allocations/00327
AL000139,EV000330,PM-R00179,35677,USD,2023-05-17T19:28:33+00:00,CPL/SRC/allocations/00330
AL000140,EV000332,PM-R00180,7369,USD,2022-10-11T22:31:29+00:00,CPL/SRC/allocations/00332
AL000141,EV000336,PM-R00182,166882,USD,2023-10-22T11:20:42+00:00,CPL/SRC/allocations/00336
AL000142,EV000338,PM-R00183,9756,USD,2023-09-06T20:47:03+00:00,CPL/SRC/allocations/00338
AL000143,EV000340,PM-R00184,397781,USD,2022-11-01T03:45:34+00:00,CPL/SRC/allocations/00340
AL000144,EV000346,PM-R00187,10354,USD,2022-11-06T02:34:33+00:00,CPL/SRC/allocations/00346
AL000145,EV000348,PM-R00188,5143,USD,2023-08-25T14:39:41+00:00,CPL/SRC/allocations/00348
AL000146,EV000350,PM-R00189,12718,USD,2022-10-21T10:22:26+00:00,CPL/SRC/allocations/00350
AL000147,EV000352,PM-R00190,14770,USD,2023-02-21T22:13:38+00:00,CPL/SRC/allocations/00352
AL000148,EV000354,PM-R00191,22034,USD,2023-01-21T09:26:33+00:00,CPL/SRC/allocations/00354
AL000149,EV000356,PM-R00192,6047,USD,2023-05-10T19:16:50+00:00,CPL/SRC/allocations/00356
AL000150,EV000358,PM-R00193,146085,USD,2023-03-16T00:51:05+00:00,CPL/SRC/allocations/00358
AL000151,EV000360,PM-R00194,22879,USD,2023-03-16T23:26:22+00:00,CPL/SRC/allocations/00360
AL000152,EV000362,PM-R00195,8011,USD,2023-10-24T17:50:58+00:00,CPL/SRC/allocations/00362
AL000153,EV000365,PM-R00197,6604,USD,2022-09-02T18:02:29+00:00,CPL/SRC/allocations/00365
AL000154,EV000367,PM-R00198,38728,USD,2022-10-24T20:07:45+00:00,CPL/SRC/allocations/00368
AL000155,EV000367,PM-R00199,29281,USD,2022-10-26T17:45:36+00:00,CPL/SRC/allocations/00368
AL000156,EV000370,PM-R00200,12112,USD,2023-07-18T06:22:27+00:00,CPL/SRC/allocations/00370
AL000157,EV000372,PM-R00201,4634,USD,2022-12-05T19:31:13+00:00,CPL/SRC/allocations/00372
AL000158,EV000374,PM-R00202,19663,USD,2023-10-13T15:09:56+00:00,CPL/SRC/allocations/00374
AL000159,EV000376,PM-R00203,6175,USD,2023-06-21T06:18:52+00:00,CPL/SRC/allocations/00376
AL000160,EV000378,PM-R00204,9289,USD,2022-07-31T04:51:19+00:00,CPL/SRC/allocations/00378
AL000161,EV000380,PM-R00205,81695,USD,2023-03-27T22:57:58+00:00,CPL/SRC/allocations/00380
AL000162,EV000384,PM-R00207,17115,USD,2022-11-09T13:03:44+00:00,CPL/SRC/allocations/00384
AL000163,EV000386,PM-R00208,13709,USD,2022-09-05T22:35:05+00:00,CPL/SRC/allocations/00386
AL000164,EV000388,PM-R00209,45838,USD,2022-12-01T04:51:49+00:00,CPL/SRC/allocations/00388
AL000165,EV000390,PM-R00210,6889,USD,2022-08-08T17:16:58+00:00,CPL/SRC/allocations/00390
AL000166,EV000392,PM-R00211,22151,USD,2023-04-05T13:04:15+00:00,CPL/SRC/allocations/00392
AL000167,EV000394,PM-R00212,5967,USD,2023-01-28T21:36:38+00:00,CPL/SRC/allocations/00394
AL000168,EV000396,PM-R00213,11571,USD,2023-01-31T03:44:15+00:00,CPL/SRC/allocations/00396
AL000169,EV000398,PM-R00214,2843,USD,2022-11-08T00:49:53+00:00,CPL/SRC/allocations/00399
AL000170,EV000398,PM-R00215,2946,USD,2022-11-15T12:05:00+00:00,CPL/SRC/allocations/00399
AL000171,EV000401,PM-R00216,7107,USD,2022-11-11T19:36:36+00:00,CPL/SRC/allocations/00401
AL000172,EV000403,PM-R00217,69000,USD,2023-06-28T15:05:55+00:00,CPL/SRC/allocations/00403
AL000173,EV000405,PM-R00218,3309,USD,2023-02-17T18:43:44+00:00,CPL/SRC/allocations/00405
AL000174,EV000407,PM-R00219,4156,USD,2023-05-29T15:58:04+00:00,CPL/SRC/allocations/00407
AL000175,EV000409,PM-R00220,65252,USD,2023-03-18T21:27:23+00:00,CPL/SRC/allocations/00409
AL000176,EV000411,PM-R00221,6450,USD,2023-02-13T23:45:29+00:00,CPL/SRC/allocations/00411
AL000177,EV000414,PM-R00222,7814,USD,2023-09-14T08:28:56+00:00,CPL/SRC/allocations/00414
AL000178,EV000416,PM-R00223,5176,USD,2023-08-08T17:16:27+00:00,CPL/SRC/allocations/00417
AL000179,EV000416,PM-R00224,4619,USD,2023-08-08T18:56:11+00:00,CPL/SRC/allocations/00417
AL000180,EV000424,PM-R00228,12052,USD,2023-03-22T13:50:48+00:00,CPL/SRC/allocations/00424
AL000181,EV000426,PM-R00229,23464,USD,2022-12-12T09:37:39+00:00,CPL/SRC/allocations/00426
AL000182,EV000428,PM-R00230,3259,USD,2022-08-10T02:38:29+00:00,CPL/SRC/allocations/00428
AL000183,EV000430,PM-R00231,37698,USD,2023-01-17T20:57:44+00:00,CPL/SRC/allocations/00430
AL000184,EV000432,PM-R00232,11057,USD,2023-07-13T08:15:35+00:00,CPL/SRC/allocations/00432
AL000185,EV000434,PM-R00233,21712,USD,2022-11-21T18:31:17+00:00,CPL/SRC/allocations/00434
AL000186,EV000436,PM-R00234,27436,USD,2023-07-03T20:02:00+00:00,CPL/SRC/allocations/00436
AL000187,EV000438,PM-R00235,12248,USD,2023-07-20T21:57:09+00:00,CPL/SRC/allocations/00438
AL000188,EV000440,PM-R00236,7643,USD,2023-01-28T20:39:26+00:00,CPL/SRC/allocations/00440
AL000189,EV000446,PM-R00239,4579,USD,2023-08-31T08:39:44+00:00,CPL/SRC/allocations/00446
AL000190,EV000448,PM-R00240,42485,USD,2022-11-12T16:58:52+00:00,CPL/SRC/allocations/00449
AL000191,EV000448,PM-R00241,21739,USD,2022-12-16T04:49:16+00:00,CPL/SRC/allocations/00449
AL000192,EV000451,PM-R00242,9615,USD,2023-08-05T02:55:02+00:00,CPL/SRC/allocations/00451
AL000193,EV000453,PM-R00243,80948,USD,2022-11-04T16:48:11+00:00,CPL/SRC/allocations/00453
AL000194,EV000456,PM-R00244,16558,USD,2022-12-28T11:14:32+00:00,CPL/SRC/allocations/00456
AL000195,EV000458,PM-R00245,17209,USD,2022-09-14T02:03:46+00:00,CPL/SRC/allocations/00458
AL000196,EV000460,PM-R00246,10404,USD,2022-09-19T17:06:48+00:00,CPL/SRC/allocations/00460
AL000197,EV000463,PM-R00248,6424,USD,2023-03-20T22:11:52+00:00,CPL/SRC/allocations/00463
AL000198,EV000467,PM-R00250,9995,USD,2023-10-21T18:22:08+00:00,CPL/SRC/allocations/00467
AL000199,EV000472,PM-R00253,260164,USD,2023-01-26T22:17:45+00:00,CPL/SRC/allocations/00472
AL000200,EV000479,PM-R00257,14516,USD,2022-08-18T22:06:21+00:00,CPL/SRC/allocations/00479
AL000201,EV000483,PM-R00259,22743,USD,2023-07-28T22:11:58+00:00,CPL/SRC/allocations/00483
AL000202,EV000485,PM-R00260,17743,USD,2023-07-22T20:31:36+00:00,CPL/SRC/allocations/00485
AL000203,EV000487,PM-R00261,10376,USD,2023-09-27T14:38:35+00:00,CPL/SRC/allocations/00487
AL000204,EV000491,PM-R00263,51835,USD,2023-01-05T05:16:04+00:00,CPL/SRC/allocations/00491
AL000205,EV000493,PM-R00264,39243,USD,2023-06-20T20:03:46+00:00,CPL/SRC/allocations/00493
AL000206,EV000495,PM-R00265,43450,USD,2023-06-13T03:41:27+00:00,CPL/SRC/allocations/00495
AL000207,EV000497,PM-R00266,13263,USD,2022-10-19T15:49:41+00:00,CPL/SRC/allocations/00497
AL000208,EV000500,PM-R00268,168939,USD,2023-08-01T21:46:49+00:00,CPL/SRC/allocations/00500
AL000209,EV000503,PM-R00270,30514,USD,2022-08-19T21:28:06+00:00,CPL/SRC/allocations/00503
AL000210,EV000505,PM-R00271,143890,USD,2023-07-13T23:22:12+00:00,CPL/SRC/allocations/00505
AL000211,EV000507,PM-R00272,6423,USD,2023-01-30T18:14:52+00:00,CPL/SRC/allocations/00508
AL000212,EV000507,PM-R00273,4560,USD,2023-02-01T09:53:59+00:00,CPL/SRC/allocations/00508
AL000213,EV000510,PM-R00274,9616,USD,2023-08-26T11:46:05+00:00,CPL/SRC/allocations/00510
AL000214,EV000512,PM-R00275,170593,USD,2023-07-10T20:55:42+00:00,CPL/SRC/allocations/00512
AL000215,EV000514,PM-R00276,12188,USD,2023-05-17T22:05:31+00:00,CPL/SRC/allocations/00514
AL000216,EV000516,PM-R00277,4137,USD,2023-09-23T00:43:29+00:00,CPL/SRC/allocations/00516
AL000217,EV000518,PM-R00278,10113,USD,2022-12-02T02:09:11+00:00,CPL/SRC/allocations/00518
AL000218,EV000520,PM-R00279,7235,USD,2023-10-09T19:10:24+00:00,CPL/SRC/allocations/00521
AL000219,EV000520,PM-R00280,3422,USD,2023-10-09T19:35:19+00:00,CPL/SRC/allocations/00521
AL000220,EV000523,PM-R00281,93000,USD,2022-10-26T21:20:00+00:00,CPL/SRC/allocations/00523
AL000221,EV000525,PM-R00282,3757,USD,2022-09-26T18:36:28+00:00,CPL/SRC/allocations/00525
AL000222,EV000527,PM-R00283,24506,USD,2022-11-09T05:22:33+00:00,CPL/SRC/allocations/00527
AL000223,EV000531,PM-R00285,23348,USD,2022-11-08T17:30:32+00:00,CPL/SRC/allocations/00531
AL000224,EV000538,PM-R00288,14564,USD,2023-09-05T02:51:02+00:00,CPL/SRC/allocations/00538
AL000225,EV000540,PM-R00289,6356,USD,2023-06-24T23:32:47+00:00,CPL/SRC/allocations/00540
AL000226,EV000542,PM-R00290,13740,USD,2023-09-11T19:36:32+00:00,CPL/SRC/allocations/00542
AL000227,EV000544,PM-R00291,46528,USD,2023-06-20T01:10:39+00:00,CPL/SRC/allocations/00544
AL000228,EV000546,PM-R00292,17775,USD,2023-06-03T19:16:23+00:00,CPL/SRC/allocations/00546
AL000229,EV000548,PM-R00293,4621,USD,2023-08-25T21:15:42+00:00,CPL/SRC/allocations/00548
AL000230,EV000551,PM-R00295,15617,USD,2023-02-16T01:08:18+00:00,CPL/SRC/allocations/00552
AL000231,EV000551,PM-R00296,13287,USD,2023-02-16T14:22:42+00:00,CPL/SRC/allocations/00552
AL000232,EV000557,PM-R00299,7221,USD,2023-01-06T23:16:43+00:00,CPL/SRC/allocations/00557
AL000233,EV000559,PM-R00300,13003,USD,2023-05-24T00:45:28+00:00,CPL/SRC/allocations/00559
AL000234,EV000561,PM-R00301,25199,USD,2022-12-07T09:10:40+00:00,CPL/SRC/allocations/00561
AL000235,EV000565,PM-R00303,22985,USD,2023-09-29T19:22:23+00:00,CPL/SRC/allocations/00565
AL000236,EV000570,PM-R00306,6804,USD,2023-02-13T14:37:58+00:00,CPL/SRC/allocations/00570
AL000237,EV000572,PM-R00307,49007,USD,2023-07-31T19:10:08+00:00,CPL/SRC/allocations/00572
AL000238,EV000576,PM-R00309,3393,USD,2023-02-14T01:48:26+00:00,CPL/SRC/allocations/00577
AL000239,EV000576,PM-R00310,1885,USD,2023-02-09T19:33:28+00:00,CPL/SRC/allocations/00577
AL000240,EV000579,PM-R00311,11113,USD,2022-11-21T19:58:09+00:00,CPL/SRC/allocations/00579
AL000241,EV000581,PM-R00312,3628,USD,2022-10-17T04:57:14+00:00,CPL/SRC/allocations/00581
AL000242,EV000583,PM-R00313,15262,USD,2023-04-10T21:30:01+00:00,CPL/SRC/allocations/00583
AL000243,EV000585,PM-R00314,5618,USD,2023-02-11T04:23:51+00:00,CPL/SRC/allocations/00585
AL000244,EV000587,PM-R00315,12815,USD,2023-01-25T12:24:55+00:00,CPL/SRC/allocations/00587
AL000245,EV000595,PM-R00320,19616,USD,2023-10-18T23:11:36+00:00,CPL/SRC/allocations/00595
AL000246,EV000597,PM-R00321,21767,USD,2023-08-28T21:12:50+00:00,CPL/SRC/allocations/00597
AL000247,EV000599,PM-R00322,3542,USD,2022-08-26T17:41:53+00:00,CPL/SRC/allocations/00599
AL000248,EV000601,PM-R00323,7100,USD,2023-03-11T23:51:28+00:00,CPL/SRC/allocations/00601
AL000249,EV000603,PM-R00324,26335,USD,2023-10-18T04:46:29+00:00,CPL/SRC/allocations/00603
AL000250,EV000607,PM-R00326,2976,USD,2022-12-15T21:47:45+00:00,CPL/SRC/allocations/00607
AL000251,EV000609,PM-R00327,4249,USD,2023-02-28T00:01:18+00:00,CPL/SRC/allocations/00609
AL000252,EV000611,PM-R00328,10152,USD,2022-12-19T19:11:19+00:00,CPL/SRC/allocations/00611
AL000253,EV000613,PM-R00329,77708,USD,2023-09-11T15:07:07+00:00,CPL/SRC/allocations/00613
AL000254,EV000615,PM-R00330,14465,USD,2023-03-06T04:19:10+00:00,CPL/SRC/allocations/00615
