allocation_id,payment_event_id,bill_record_id,allocated_amount_minor,currency,available_at,source_ref
AL000078,EV000195,CPL-R00108,1431,USD,2022-09-06T20:08:51-05:00,CPL/demo/allocations/00196
AL000079,EV000200,CPL-R00110,7203,USD,2023-05-23T08:54:59-05:00,CPL/demo/allocations/00200
AL000080,EV000202,CPL-R00111,8036,USD,2022-08-06T19:26:51-05:00,CPL/demo/allocations/00202
AL000081,EV000206,CPL-R00113,3877,USD,2023-08-09T03:29:16-05:00,CPL/demo/allocations/00207
AL000082,EV000206,CPL-R00114,3362,USD,2023-08-09T08:57:15-05:00,CPL/demo/allocations/00207
AL000083,EV000209,CPL-R00115,11564,USD,2022-09-07T17:47:41-05:00,CPL/demo/allocations/00209
AL000084,EV000211,CPL-R00116,1707,USD,2022-12-16T06:33:04-06:00,CPL/demo/allocations/00212
AL000085,EV000211,CPL-R00117,1898,USD,2022-12-05T18:26:47-06:00,CPL/demo/allocations/00212
AL000086,EV000214,CPL-R00118,13668,USD,2023-10-10T17:58:32-05:00,CPL/demo/allocations/00214
AL000087,EV000216,CPL-R00119,29758,USD,2023-03-10T20:02:28-06:00,CPL/demo/allocations/00216
AL000088,EV000218,CPL-R00120,3763,USD,2022-12-20T22:23:46-06:00,CPL/demo/allocations/00218
AL000089,EV000220,CPL-R00121,7230,USD,2023-08-21T15:05:35-05:00,CPL/demo/allocations/00220
AL000090,EV000222,CPL-R00122,2255,USD,2023-03-29T16:54:00-05:00,CPL/demo/allocations/00222
AL000091,EV000224,CPL-R00123,3067,USD,2023-04-03T10:48:41-05:00,CPL/demo/allocations/00224
AL000092,EV000228,CPL-R00125,36736,USD,2022-08-01T17:31:10-05:00,CPL/demo/allocations/00228
AL000093,EV000230,CPL-R00126,3413,USD,2022-08-26T12:44:06-05:00,CPL/demo/allocations/00230
AL000094,EV000234,CPL-R00128,16260,USD,2023-01-06T15:19:47-06:00,CPL/demo/allocations/00234
AL000095,EV000237,CPL-R00130,2014,USD,2023-01-24T02:34:37-06:00,CPL/demo/allocations/00237
AL000096,EV000240,CPL-R00132,4375,USD,2023-06-19T20:48:43-05:00,CPL/demo/allocations/00240
AL000097,EV000242,CPL-R00133,6194,USD,2022-12-05T18:52:44-06:00,CPL/demo/allocations/00242
AL000098,EV000245,CPL-R00135,27835,USD,2023-09-26T15:50:40-05:00,CPL/demo/allocations/00246
AL000099,EV000245,CPL-R00136,22725,USD,2023-09-20T16:19:16-05:00,CPL/demo/allocations/00246
AL000100,EV000249,CPL-R00138,8823,USD,2023-03-01T03:33:04-06:00,CPL/demo/allocations/00249
AL000101,EV000251,CPL-R00139,6791,USD,2023-04-13T15:15:46-05:00,CPL/demo/allocations/00251
AL000102,EV000253,CPL-R00140,8575,USD,2022-12-08T11:48:49-06:00,CPL/demo/allocations/00254
AL000103,EV000253,CPL-R00141,10210,USD,2022-12-08T14:18:52-06:00,CPL/demo/allocations/00254
AL000104,EV000256,CPL-R00142,4214,USD,2023-06-28T08:54:10-05:00,CPL/demo/allocations/00256
AL000105,EV000258,CPL-R00143,18238,USD,2022-10-08T00:20:07-05:00,CPL/demo/allocations/00258
AL000106,EV000260,CPL-R00144,16357,USD,2022-11-18T06:30:26-06:00,CPL/demo/allocations/00260
AL000107,EV000262,CPL-R00145,23242,USD,2023-09-07T11:59:58-05:00,CPL/demo/allocations/00262
AL000108,EV000264,CPL-R00146,61626,USD,2022-11-16T18:59:41-06:00,CPL/demo/allocations/00264
AL000109,EV000266,CPL-R00147,12015,USD,2023-03-13T19:34:23-05:00,CPL/demo/allocations/00266
AL000110,EV000268,CPL-R00148,3662,USD,2023-01-30T21:21:14-06:00,CPL/demo/allocations/00268
AL000111,EV000270,CPL-R00149,3584,USD,2023-01-31T23:03:26-06:00,CPL/demo/allocations/00270
AL000112,EV000272,CPL-R00150,21001,USD,2022-09-11T05:18:34-05:00,CPL/demo/allocations/00272
AL000113,EV000274,CPL-R00151,8319,USD,2022-11-15T16:48:01-06:00,CPL/demo/allocations/00274
AL000114,EV000278,CPL-R00153,4642,USD,2023-05-19T14:24:17-05:00,CPL/demo/allocations/00278
AL000115,EV000280,CPL-R00154,8402,USD,2022-09-02T14:33:38-05:00,CPL/demo/allocations/00280
AL000116,EV000282,CPL-R00155,8505,USD,2023-06-25T08:29:23-05:00,CPL/demo/allocations/00282
AL000117,EV000284,CPL-R00156,11285,USD,2023-06-27T10:28:06-05:00,CPL/demo/allocations/00284
AL000118,EV000287,CPL-R00158,51927,USD,2023-01-12T10:55:57-06:00,CPL/demo/allocations/00287
AL000119,EV000292,CPL-R00160,46710,USD,2023-05-15T07:16:47-05:00,CPL/demo/allocations/00292
AL000120,EV000294,CPL-R00161,88901,USD,2023-06-21T20:22:57-05:00,CPL/demo/allocations/00294
AL000121,EV000296,CPL-R00162,7364,USD,2023-07-31T19:38:29-05:00,CPL/demo/allocations/00297
AL000122,EV000296,CPL-R00163,8209,USD,2023-08-03T11:05:29-05:00,CPL/demo/allocations/00297
AL000123,EV000299,CPL-R00164,14766,USD,2023-01-13T05:41:01-06:00,CPL/demo/allocations/00299
AL000124,EV000301,CPL-R00165,13891,USD,2023-07-27T21:49:57-05:00,CPL/demo/allocations/00301
AL000125,EV000303,CPL-R00166,10213,USD,2023-03-09T12:37:36-06:00,CPL/demo/allocations/00303
AL000126,EV000305,CPL-R00167,6287,USD,2022-11-07T07:03:07-06:00,CPL/demo/allocations/00305
AL000127,EV000307,CPL-R00168,13450,USD,2022-11-10T18:19:15-06:00,CPL/demo/allocations/00307
AL000128,EV000312,CPL-R00171,11371,USD,2022-12-15T16:17:43-06:00,CPL/demo/allocations/00312
AL000129,EV000314,CPL-R00172,78150,USD,2022-10-03T18:17:42-05:00,CPL/demo/allocations/00314
AL000130,EV000316,CPL-R00173,8644,USD,2023-10-09T12:10:08-05:00,CPL/demo/allocations/00316
AL000131,EV000318,CPL-R00174,4946,USD,2022-09-20T21:52:41-05:00,CPL/demo/allocations/00318
AL000132,EV000320,CPL-R00175,9972,USD,2023-07-25T03:17:58-05:00,CPL/demo/allocations/00320
AL000133,EV000322,CPL-R00176,16297,USD,2023-07-13T17:42:49-05:00,CPL/demo/allocations/00322
AL000134,EV000326,CPL-R00179,7837,USD,2023-10-27T18:42:41-05:00,CPL/demo/allocations/00326
AL000135,EV000328,CPL-R00180,25818,USD,2022-11-25T04:11:30-06:00,CPL/demo/allocations/00328
AL000136,EV000330,CPL-R00181,180890,USD,2022-10-14T21:11:53-05:00,CPL/demo/allocations/00330
AL000137,EV000333,CPL-R00183,17431,USD,2022-12-12T21:20:17-06:00,CPL/demo/allocations/00333
AL000138,EV000335,CPL-R00184,5828,USD,2023-08-23T16:19:37-05:00,CPL/demo/allocations/00336
AL000139,EV000335,CPL-R00185,3065,USD,2023-08-23T13:06:02-05:00,CPL/demo/allocations/00336
AL000140,EV000338,CPL-R00186,34939,USD,2023-10-12T05:23:10-05:00,CPL/demo/allocations/00338
AL000141,EV000340,CPL-R00187,36457,USD,2023-03-09T04:35:39-06:00,CPL/demo/allocations/00340
AL000142,EV000342,CPL-R00188,2500,USD,2023-10-06T16:34:30-05:00,CPL/demo/allocations/00342
AL000143,EV000344,CPL-R00189,28725,USD,2023-01-30T15:12:49-06:00,CPL/demo/allocations/00344
AL000144,EV000346,CPL-R00190,91373,USD,2023-01-25T15:40:06-06:00,CPL/demo/allocations/00346
AL000145,EV000348,CPL-R00191,16453,USD,2023-04-10T16:10:16-05:00,CPL/demo/allocations/00348
AL000146,EV000350,CPL-R00192,23893,USD,2023-08-04T06:02:54-05:00,CPL/demo/allocations/00350
AL000147,EV000355,CPL-R00195,8665,USD,2023-02-05T22:53:55-06:00,CPL/demo/allocations/00355
AL000148,EV000357,CPL-R00196,10091,USD,2023-05-01T19:14:52-05:00,CPL/demo/allocations/00357
AL000149,EV000359,CPL-R00197,32480,USD,2022-11-05T22:39:08-05:00,CPL/demo/allocations/00359
AL000150,EV000362,CPL-R00199,6298,USD,2022-11-23T05:24:10-06:00,CPL/demo/allocations/00362
AL000151,EV000364,CPL-R00200,16787,USD,2023-03-30T23:09:35-05:00,CPL/demo/allocations/00364
AL000152,EV000367,CPL-R00202,6855,USD,2023-07-10T12:19:52-05:00,CPL/demo/allocations/00367
AL000153,EV000370,CPL-R00204,9757,USD,2023-04-21T22:26:38-05:00,CPL/demo/allocations/00370
AL000154,EV000372,CPL-R00205,4423,USD,2022-08-25T12:10:38-05:00,CPL/demo/allocations/00372
AL000155,EV000374,CPL-R00206,25566,USD,2023-04-20T17:07:58-05:00,CPL/demo/allocations/00374
AL000156,EV000376,CPL-R00207,10316,USD,2023-09-06T14:22:49-05:00,CPL/demo/allocations/00376
AL000157,EV000381,CPL-R00210,13169,USD,2023-08-30T16:09:40-05:00,CPL/demo/allocations/00381
AL000158,EV000383,CPL-R00211,6626,USD,2022-10-24T12:18:00-05:00,CPL/demo/allocations/00384
AL000159,EV000383,CPL-R00212,4743,USD,2022-10-03T13:52:00-05:00,CPL/demo/allocations/00384
AL000160,EV000387,CPL-R00214,7987,USD,2022-12-16T09:13:29-06:00,CPL/demo/allocations/00387
AL000161,EV000391,CPL-R00216,4258,USD,2023-05-03T07:08:11-05:00,CPL/demo/allocations/00391
AL000162,EV000394,CPL-R00218,94295,USD,2023-10-26T14:42:09-05:00,CPL/demo/allocations/00394
AL000163,EV000396,CPL-R00219,12660,USD,2023-08-21T22:03:55-05:00,CPL/demo/allocations/00396
AL000164,EV000398,CPL-R00220,11211,USD,2023-10-06T16:51:43-05:00,CPL/demo/allocations/00398
AL000165,EV000401,CPL-R00222,3321,USD,2022-12-19T16:02:25-06:00,CPL/demo/allocations/00402
AL000166,EV000401,CPL-R00223,3689,USD,2022-12-20T19:43:25-06:00,CPL/demo/allocations/00402
AL000167,EV000404,CPL-R00224,40459,USD,2023-09-09T23:38:06-05:00,CPL/demo/allocations/00404
AL000168,EV000406,CPL-R00225,11954,USD,2022-08-21T22:49:26-05:00,CPL/demo/allocations/00406
AL000169,EV000408,CPL-R00226,6026,USD,2022-09-15T05:22:08-05:00,CPL/demo/allocations/00408
AL000170,EV000410,CPL-R00227,4463,USD,2023-09-30T15:17:37-05:00,CPL/demo/allocations/00410
AL000171,EV000412,CPL-R00228,15989,USD,2022-09-19T16:57:41-05:00,CPL/demo/allocations/00412
AL000172,EV000414,CPL-R00229,7996,USD,2023-07-05T11:07:15-05:00,CPL/demo/allocations/00414
AL000173,EV000416,CPL-R00230,4413,USD,2023-07-22T01:39:09-05:00,CPL/demo/allocations/00416
AL000174,EV000418,CPL-R00231,4858,USD,2023-08-30T00:19:30-05:00,CPL/demo/allocations/00418
AL000175,EV000420,CPL-R00232,4787,USD,2023-10-18T06:45:18-05:00,CPL/demo/allocations/00420
AL000176,EV000422,CPL-R00233,19661,USD,2022-08-18T08:55:49-05:00,CPL/demo/allocations/00422
AL000177,EV000425,CPL-R00235,4883,USD,2023-09-22T20:31:42-05:00,CPL/demo/allocations/00425
AL000178,EV000427,CPL-R00236,18749,USD,2023-02-27T18:24:22-06:00,CPL/demo/allocations/00427
AL000179,EV000429,CPL-R00237,4224,USD,2023-05-05T15:10:38-05:00,CPL/demo/allocations/00429
AL000180,EV000431,CPL-R00238,4402,USD,2023-01-03T16:16:07-06:00,CPL/demo/allocations/00432
AL000181,EV000431,CPL-R00239,2291,USD,2023-01-03T20:44:39-06:00,CPL/demo/allocations/00432
AL000182,EV000437,CPL-R00242,8791,USD,2023-07-04T18:13:18-05:00,CPL/demo/allocations/00437
AL000183,EV000439,CPL-R00243,3763,USD,2022-09-10T07:01:44-05:00,CPL/demo/allocations/00439
AL000184,EV000441,CPL-R00244,4671,USD,2023-06-22T07:29:07-05:00,CPL/demo/allocations/00441
AL000185,EV000444,CPL-R00246,8308,USD,2023-11-01T22:56:39-05:00,CPL/demo/allocations/00444
AL000186,EV000446,CPL-R00247,3995,USD,2023-08-23T19:41:27-05:00,CPL/demo/allocations/00446
AL000187,EV000448,CPL-R00248,17897,USD,2023-05-29T19:28:19-05:00,CPL/demo/allocations/00448
AL000188,EV000450,CPL-R00249,23550,USD,2023-07-25T13:06:37-05:00,CPL/demo/allocations/00450
AL000189,EV000455,CPL-R00252,4656,USD,2023-07-27T20:52:09-05:00,CPL/demo/allocations/00455
AL000190,EV000457,CPL-R00253,16817,USD,2022-10-13T18:53:36-05:00,CPL/demo/allocations/00457
AL000191,EV000459,CPL-R00254,40043,USD,2023-06-26T16:12:50-05:00,CPL/demo/allocations/00459
AL000192,EV000461,CPL-R00255,9923,USD,2022-11-07T10:28:11-06:00,CPL/demo/allocations/00461
AL000193,EV000465,CPL-R00257,12264,USD,2023-02-28T13:44:49-06:00,CPL/demo/allocations/00465
AL000194,EV000469,CPL-R00259,25844,USD,2023-10-05T07:14:32-05:00,CPL/demo/allocations/00469
AL000195,EV000471,CPL-R00260,4708,USD,2023-12-06T21:51:40-06:00,CPL/demo/allocations/00471
AL000196,EV000473,CPL-R00261,7903,USD,2023-11-13T13:41:44-06:00,CPL/demo/allocations/00474
AL000197,EV000473,CPL-R00262,6067,USD,2023-11-13T16:50:08-06:00,CPL/demo/allocations/00474
AL000198,EV000476,CPL-R00263,30813,USD,2023-01-11T04:32:40-06:00,CPL/demo/allocations/00476
AL000199,EV000478,CPL-R00264,35944,USD,2022-08-05T16:06:41-05:00,CPL/demo/allocations/00478
AL000200,EV000480,CPL-R00265,5526,USD,2023-09-17T13:55:37-05:00,CPL/demo/allocations/00480
AL000201,EV000482,CPL-R00266,2500,USD,2023-10-04T01:31:48-05:00,CPL/demo/allocations/00482
AL000202,EV000485,CPL-R00268,11526,USD,2023-04-12T11:01:44-05:00,CPL/demo/allocations/00485
AL000203,EV000487,CPL-R00269,170276,USD,2023-09-21T17:25:53-05:00,CPL/demo/allocations/00487
AL000204,EV000489,CPL-R00270,21251,USD,2023-04-10T14:18:36-05:00,CPL/demo/allocations/00489
AL000205,EV000493,CPL-R00272,15480,USD,2023-08-14T01:54:41-05:00,CPL/demo/allocations/00493
AL000206,EV000495,CPL-R00273,10113,USD,2022-10-20T15:24:47-05:00,CPL/demo/allocations/00496
AL000207,EV000495,CPL-R00274,8163,USD,2022-10-23T14:41:40-05:00,CPL/demo/allocations/00496
AL000208,EV000498,CPL-R00275,2652,USD,2023-09-20T16:24:05-05:00,CPL/demo/allocations/00498
AL000209,EV000500,CPL-R00276,11266,USD,2023-05-06T21:21:12-05:00,CPL/demo/allocations/00500
AL000210,EV000503,CPL-R00278,2729,USD,2023-01-09T11:42:39-06:00,CPL/demo/allocations/00503
AL000211,EV000507,CPL-R00280,7330,USD,2022-09-19T06:34:49-05:00,CPL/demo/allocations/00507
AL000212,EV000510,CPL-R00282,4196,USD,2023-02-02T15:52:43-06:00,CPL/demo/allocations/00510
AL000213,EV000514,CPL-R00285,2737,USD,2023-04-24T20:12:31-05:00,CPL/demo/allocations/00515
AL000214,EV000514,CPL-R00286,2471,USD,2023-04-30T11:11:49-05:00,CPL/demo/allocations/00515
AL000215,EV000517,CPL-R00287,6129,USD,2022-11-03T21:19:30-05:00,CPL/demo/allocations/00517
AL000216,EV000519,CPL-R00288,5321,USD,2022-07-26T13:41:36-05:00,CPL/demo/allocations/00519
AL000217,EV000522,CPL-R00290,38653,USD,2023-05-29T18:06:08-05:00,CPL/demo/allocations/00523
AL000218,EV000522,CPL-R00291,18942,USD,2023-05-30T22:03:36-05:00,CPL/demo/allocations/00523
AL000219,EV000525,CPL-R00292,39243,USD,2023-07-17T18:06:22-05:00,CPL/demo/allocations/00525
AL000220,EV000527,CPL-R00293,12719,USD,2023-01-23T16:27:00-06:00,CPL/demo/allocations/00527
AL000221,EV000529,CPL-R00294,24132,USD,2023-07-12T21:47:02-05:00,CPL/demo/allocations/00529
AL000222,EV000531,CPL-R00295,15972,USD,2023-01-25T22:25:50-06:00,CPL/demo/allocations/00531
AL000223,EV000535,CPL-R00297,74808,USD,2022-12-31T13:01:19-06:00,CPL/demo/allocations/00535
AL000224,EV000537,CPL-R00298,27502,USD,2022-11-12T07:33:52-06:00,CPL/demo/allocations/00537
AL000225,EV000539,CPL-R00299,4506,USD,2023-01-27T15:54:58-06:00,CPL/demo/allocations/00539
AL000226,EV000541,CPL-R00300,20708,USD,2023-07-20T14:25:34-05:00,CPL/demo/allocations/00541
AL000227,EV000543,CPL-R00301,8124,USD,2022-12-12T15:59:34-06:00,CPL/demo/allocations/00543
AL000228,EV000545,CPL-R00302,49818,USD,2023-04-10T14:54:17-05:00,CPL/demo/allocations/00545
AL000229,EV000548,CPL-R00304,5895,USD,2023-04-05T15:38:56-05:00,CPL/demo/allocations/00548
AL000230,EV000550,CPL-R00305,4591,USD,2023-05-04T09:54:36-05:00,CPL/demo/allocations/00550
AL000231,EV000552,CPL-R00306,7333,USD,2023-01-05T14:22:17-06:00,CPL/demo/allocations/00552
AL000232,EV000554,CPL-R00307,2055,USD,2022-11-24T15:07:46-06:00,CPL/demo/allocations/00555
AL000233,EV000554,CPL-R00308,1451,USD,2022-11-18T04:04:14-06:00,CPL/demo/allocations/00555
AL000234,EV000557,CPL-R00309,8206,USD,2023-08-07T23:43:23-05:00,CPL/demo/allocations/00558
AL000235,EV000557,CPL-R00310,4417,USD,2023-08-12T23:32:07-05:00,CPL/demo/allocations/00558
AL000236,EV000562,CPL-R00312,74994,USD,2022-12-07T01:45:21-06:00,CPL/demo/allocations/00562
AL000237,EV000564,CPL-R00313,114251,USD,2022-12-17T17:01:50-06:00,CPL/demo/allocations/00564
AL000238,EV000566,CPL-R00314,14218,USD,2023-07-31T17:30:14-05:00,CPL/demo/allocations/00566
AL000239,EV000568,CPL-R00315,6624,USD,2023-07-08T18:54:39-05:00,CPL/demo/allocations/00568
AL000240,EV000572,CPL-R00317,9812,USD,2022-08-26T14:01:27-05:00,CPL/demo/allocations/00572
AL000241,EV000576,CPL-R00319,87045,USD,2022-07-24T20:17:58-05:00,CPL/demo/allocations/00576
AL000242,EV000578,CPL-R00320,67249,USD,2023-04-07T16:52:28-05:00,CPL/demo/allocations/00578
AL000243,EV000580,CPL-R00321,8436,USD,2023-07-18T14:08:02-05:00,CPL/demo/allocations/00580
AL000244,EV000582,CPL-R00322,104459,USD,2022-11-12T08:27:55-06:00,CPL/demo/allocations/00582
AL000245,EV000584,CPL-R00323,6176,USD,2022-09-28T13:54:10-05:00,CPL/demo/allocations/00584
AL000246,EV000588,CPL-R00326,5509,USD,2023-09-28T12:29:08-05:00,CPL/demo/allocations/00588
AL000247,EV000591,CPL-R00328,22985,USD,2022-11-04T12:24:34-05:00,CPL/demo/allocations/00591
AL000248,EV000595,CPL-R00330,3669,USD,2022-08-15T12:23:47-05:00,CPL/demo/allocations/00595
AL000249,EV000598,CPL-R00332,15742,USD,2023-03-20T22:43:45-05:00,CPL/demo/allocations/00598
AL000250,EV000602,CPL-R00335,6977,USD,2022-12-05T16:36:33-06:00,CPL/demo/allocations/00602
AL000251,EV000604,CPL-R00336,8425,USD,2022-08-16T18:31:36-05:00,CPL/demo/allocations/00604
AL000252,EV000607,CPL-R00338,22165,USD,2022-09-07T22:30:24-05:00,CPL/demo/allocations/00607
AL000253,EV000609,CPL-R00339,14712,USD,2023-04-07T15:40:24-05:00,CPL/demo/allocations/00609
