event_id,org_token,source_system,bill_record_id,event_type,event_at,available_at,amount_minor,currency,reverses_event_id,terminal_flag,source_ref
EV000039,CPL,CPL_BILLING,,PAYMENT_POSTED,2022-12-29T10:51:00-06:00,2022-12-29T22:43:49-06:00,11816,USD,,false,CPL/demo/events/00039
EV000040,CPL,CPL_BILLING,CPL-R00023,SUBMITTED,2023-06-05T15:32:00-05:00,2023-06-11T07:08:50-05:00,9072,USD,,false,CPL/demo/events/00040
EV000041,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-06-28T08:40:00-05:00,2023-06-28T10:40:09-05:00,9072,USD,,false,CPL/demo/events/00041
EV000042,CPL,CPL_BILLING,CPL-R00024,SUBMITTED,2023-08-14T15:36:00-05:00,2023-08-14T22:01:39-05:00,10731,USD,,false,CPL/demo/events/00042
EV000043,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-09-26T15:50:00-05:00,2023-09-26T17:31:38-05:00,10731,USD,,false,CPL/demo/events/00043
EV000044,CPL,CPL_BILLING,CPL-R00025,SUBMITTED,2022-07-07T10:05:00-05:00,2022-07-12T00:36:45-05:00,34932,USD,,false,CPL/demo/events/00044
EV000045,CPL,CPL_BILLING,,PAYMENT_POSTED,2022-07-21T14:46:00-05:00,2022-07-23T06:46:46-05:00,34932,USD,,false,CPL/demo/events/00045
EV000046,CPL,CPL_BILLING,CPL-R00026,SUBMITTED,2022-09-22T11:56:00-05:00,2022-09-22T15:46:45-05:00,53031,USD,,false,CPL/demo/events/00046
EV000047,CPL,CPL_BILLING,CPL-R00027,SUBMITTED,2023-06-26T13:24:00-05:00,2023-06-26T18:08:51-05:00,4270,USD,,false,CPL/demo/events/00047
EV000048,CPL,CPL_BILLING,CPL-R00027,CLOSED_NO_PAYMENT,2023-09-01T13:28:00-05:00,2023-09-01T18:05:20-05:00,,,,true,CPL/demo/events/00048
EV000049,CPL,CPL_BILLING,CPL-R00028,SUBMITTED,2023-02-02T13:39:00-06:00,2023-02-03T15:26:53-06:00,54939,USD,,false,CPL/demo/events/00049
EV000050,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-03-10T13:53:00-06:00,2023-03-13T10:23:28-05:00,54939,USD,,false,CPL/demo/events/00050
EV000051,CPL,CPL_BILLING,CPL-R00029,SUBMITTED,2023-05-30T10:03:00-05:00,2023-06-09T16:05:55-05:00,5738,USD,,false,CPL/demo/events/00051
EV000052,CPL,CPL_BILLING,CPL-R00030,SUBMITTED,2023-06-05T12:46:00-05:00,2023-06-07T19:56:20-05:00,63394,USD,,false,CPL/demo/events/00052
EV000053,CPL,CPL_BILLING,CPL-R00031,CORRECTED,2023-06-14T12:28:00-05:00,2023-06-24T12:22:32-05:00,59848,USD,,false,CPL/demo/events/00053
EV000054,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-08-01T09:50:00-05:00,2023-08-01T13:38:27-05:00,59848,USD,,false,CPL/demo/events/00054
EV000055,CPL,CPL_BILLING,CPL-R00032,SUBMITTED,2023-06-12T16:35:00-05:00,2023-06-16T10:41:10-05:00,5056,USD,,false,CPL/demo/events/00055
EV000056,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-07-07T14:21:00-05:00,2023-07-13T01:15:09-05:00,5056,USD,,false,CPL/demo/events/00056
EV000057,CPL,CPL_BILLING,CPL-R00033,SUBMITTED,2023-03-24T12:50:00-05:00,2023-03-27T16:19:46-05:00,18704,USD,,false,CPL/demo/events/00057
EV000058,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-04-06T12:36:00-05:00,2023-04-06T15:07:46-05:00,18704,USD,,false,CPL/demo/events/00058
EV000059,CPL,CPL_BILLING,CPL-R00034,SUBMITTED,2023-08-28T15:28:00-05:00,2023-08-30T22:48:55-05:00,36864,USD,,false,CPL/demo/events/00059
EV000060,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-09-13T13:33:00-05:00,2023-09-26T08:55:18-05:00,36864,USD,,false,CPL/demo/events/00060
EV000061,CPL,CPL_BILLING,CPL-R00035,SUBMITTED,2022-11-28T16:14:00-06:00,2022-12-03T13:34:22-06:00,21327,USD,,false,CPL/demo/events/00061
EV000062,CPL,CPL_BILLING,CPL-R00036,CORRECTED,2022-12-05T16:02:00-06:00,2022-12-06T14:45:47-06:00,21704,USD,,false,CPL/demo/events/00062
EV000063,CPL,CPL_BILLING,CPL-R00035,VOID_VERSION,2022-12-05T16:02:00-06:00,2022-12-05T21:02:46-06:00,21327,USD,,false,CPL/demo/events/00063
EV000064,CPL,CPL_BILLING,,PAYMENT_POSTED,2022-12-12T16:30:00-06:00,2022-12-17T06:40:32-06:00,21704,USD,,false,CPL/demo/events/00064
EV000065,CPL,CPL_BILLING,CPL-R00037,SUBMITTED,2022-11-28T15:31:00-06:00,2022-11-28T17:47:16-06:00,7132,USD,,false,CPL/demo/events/00065
EV000066,CPL,CPL_BILLING,CPL-R00038,SUBMITTED,2022-12-06T12:08:00-06:00,2022-12-22T08:29:06-06:00,5648,USD,,false,CPL/demo/events/00066
EV000067,CPL,CPL_BILLING,CPL-R00039,SUBMITTED,2023-09-13T13:52:00-05:00,2023-09-14T21:52:15-05:00,4216,USD,,false,CPL/demo/events/00067
EV000068,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-09-21T11:53:00-05:00,2023-09-21T19:03:08-05:00,4216,USD,,false,CPL/demo/events/00068
EV000069,CPL,CPL_BILLING,CPL-R00040,SUBMITTED,2023-08-21T10:47:00-05:00,2023-08-23T07:52:56-05:00,8567,USD,,false,CPL/demo/events/00069
EV000070,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-09-04T09:33:00-05:00,2023-09-04T14:48:29-05:00,8567,USD,,false,CPL/demo/events/00070
EV000071,CPL,CPL_BILLING,CPL-R00041,SUBMITTED,2023-08-21T08:56:00-05:00,2023-08-21T09:33:03-05:00,10612,USD,,false,CPL/demo/events/00071
EV000072,CPL,CPL_BILLING,CPL-R00042,SUBMITTED,2023-09-12T16:18:00-05:00,2023-09-12T17:17:07-05:00,34349,USD,,false,CPL/demo/events/00072
EV000073,CPL,CPL_BILLING,CPL-R00042,CLOSED_NO_PAYMENT,2023-11-27T10:29:00-06:00,2023-11-27T13:59:26-06:00,,,,true,CPL/demo/events/00073
EV000074,CPL,CPL_BILLING,CPL-R00043,SUBMITTED,2022-10-13T10:35:00-05:00,2022-10-13T18:02:00-05:00,23126,USD,,false,CPL/demo/events/00074
EV000075,CPL,CPL_BILLING,CPL-R00044,CORRECTED,2022-10-17T15:42:00-05:00,2022-10-21T02:49:34-05:00,24452,USD,,false,CPL/demo/events/00075
EV000076,CPL,CPL_BILLING,CPL-R00043,VOID_VERSION,2022-10-17T15:42:00-05:00,2022-10-17T20:41:57-05:00,23126,USD,,false,CPL/demo/events/00076
EV000077,CPL,CPL_BILLING,,PAYMENT_POSTED,2022-12-05T10:35:00-06:00,2022-12-08T17:24:17-06:00,24452,USD,,false,CPL/demo/events/00077
EV000078,CPL,CPL_BILLING,CPL-R00045,SUBMITTED,2022-08-08T11:44:00-05:00,2022-08-17T17:45:00-05:00,259403,USD,,false,CPL/demo/events/00078
EV000079,CPL,CPL_BILLING,CPL-R00046,SUBMITTED,2023-07-07T14:09:00-05:00,2023-07-07T21:16:52-05:00,7120,USD,,false,CPL/demo/events/00079
EV000080,CPL,CPL_BILLING,CPL-R00047,SUBMITTED,2023-06-28T12:07:00-05:00,2023-07-05T05:20:56-05:00,91583,USD,,false,CPL/demo/events/00080
EV000081,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-07-17T16:09:00-05:00,2023-07-17T16:38:56-05:00,91583,USD,,false,CPL/demo/events/00081
EV000082,CPL,CPL_BILLING,CPL-R00048,SUBMITTED,2023-04-10T15:52:00-05:00,2023-04-14T18:11:01-05:00,20133,USD,,false,CPL/demo/events/00082
EV000083,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-05-01T14:59:00-05:00,2023-05-01T19:08:54-05:00,20133,USD,,false,CPL/demo/events/00083
EV000084,CPL,CPL_BILLING,CPL-R00049,SUBMITTED,2023-01-30T09:21:00-06:00,2023-02-03T09:21:26-06:00,13951,USD,,false,CPL/demo/events/00084
EV000085,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-02-20T16:38:00-06:00,2023-03-01T15:40:24-06:00,13951,USD,,false,CPL/demo/events/00085
EV000086,CPL,CPL_BILLING,CPL-R00050,SUBMITTED,2022-12-20T11:44:00-06:00,2022-12-20T17:30:57-06:00,14910,USD,,false,CPL/demo/events/00086
EV000087,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-01-19T11:36:00-06:00,2023-01-21T01:44:58-06:00,14910,USD,,false,CPL/demo/events/00087
EV000088,CPL,CPL_BILLING,CPL-R00051,SUBMITTED,2022-12-19T11:21:00-06:00,2022-12-19T23:57:49-06:00,18900,USD,,false,CPL/demo/events/00088
EV000089,CPL,CPL_BILLING,CPL-R00052,SUBMITTED,2022-12-27T12:15:00-06:00,2022-12-30T16:33:22-06:00,9607,USD,,false,CPL/demo/events/00089
EV000090,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-01-16T10:45:00-06:00,2023-01-20T03:04:40-06:00,9607,USD,,false,CPL/demo/events/00090
EV000091,CPL,CPL_BILLING,CPL-R00053,SUBMITTED,2022-10-10T12:25:00-05:00,2022-10-10T14:31:02-05:00,13485,USD,,false,CPL/demo/events/00091
EV000092,CPL,CPL_BILLING,,PAYMENT_POSTED,2022-10-24T08:31:00-05:00,2022-10-24T11:32:58-05:00,13485,USD,,false,CPL/demo/events/00092
EV000093,CPL,CPL_BILLING,CPL-R00054,SUBMITTED,2023-06-01T11:15:00-05:00,2023-06-01T13:17:15-05:00,18312,USD,,false,CPL/demo/events/00093
EV000094,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-07-24T12:31:00-05:00,2023-07-24T14:33:02-05:00,18312,USD,,false,CPL/demo/events/00094
EV000095,CPL,CPL_BILLING,CPL-R00055,SUBMITTED,2023-07-13T11:21:00-05:00,2023-07-26T16:55:23-05:00,15058,USD,,false,CPL/demo/events/00095
EV000096,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-07-26T09:52:00-05:00,2023-07-26T17:12:35-05:00,15058,USD,,false,CPL/demo/events/00096
EV000097,CPL,CPL_BILLING,CPL-R00056,SUBMITTED,2022-07-14T15:44:00-05:00,2022-07-14T16:13:45-05:00,22887,USD,,false,CPL/demo/events/00097
EV000098,CPL,CPL_BILLING,,PAYMENT_POSTED,2022-10-12T08:45:00-05:00,2022-10-25T05:43:08-05:00,22887,USD,,false,CPL/demo/events/00098
EV000099,CPL,CPL_BILLING,CPL-R00057,SUBMITTED,2023-01-16T09:47:00-06:00,2023-01-16T15:37:12-06:00,12696,USD,,false,CPL/demo/events/00099
EV000100,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-01-24T13:04:00-06:00,2023-01-25T07:14:53-06:00,12696,USD,,false,CPL/demo/events/00100
EV000101,CPL,CPL_BILLING,CPL-R00058,SUBMITTED,2023-02-01T14:39:00-06:00,2023-02-01T20:35:03-06:00,16246,USD,,false,CPL/demo/events/00101
EV000102,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-02-16T13:30:00-06:00,2023-02-22T20:49:30-06:00,16246,USD,,false,CPL/demo/events/00102
EV000103,CPL,CPL_BILLING,CPL-R00059,SUBMITTED,2023-05-31T13:18:00-05:00,2023-06-01T05:33:21-05:00,51335,USD,,false,CPL/demo/events/00103
EV000104,CPL,CPL_BILLING,CPL-R00060,SUBMITTED,2022-07-11T10:40:00-05:00,2022-07-13T14:36:18-05:00,9561,USD,,false,CPL/demo/events/00104
EV000105,CPL,CPL_BILLING,,PAYMENT_POSTED,2022-08-23T14:58:00-05:00,2022-08-23T20:28:53-05:00,9561,USD,,false,CPL/demo/events/00105
EV000106,CPL,CPL_BILLING,CPL-R00061,SUBMITTED,2022-11-28T10:51:00-06:00,2022-11-28T18:09:36-06:00,26519,USD,,false,CPL/demo/events/00106
EV000107,CPL,CPL_BILLING,,PAYMENT_POSTED,2022-12-19T12:01:00-06:00,2022-12-22T19:35:40-06:00,26519,USD,,false,CPL/demo/events/00107
EV000108,CPL,CPL_BILLING,CPL-R00062,SUBMITTED,2023-06-06T10:13:00-05:00,2023-06-06T12:58:19-05:00,11664,USD,,false,CPL/demo/events/00108
EV000109,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-06-27T14:46:00-05:00,2023-06-27T17:56:53-05:00,11664,USD,,false,CPL/demo/events/00109
EV000110,CPL,CPL_BILLING,CPL-R00063,SUBMITTED,2023-08-07T16:17:00-05:00,2023-08-10T20:30:54-05:00,44250,USD,,false,CPL/demo/events/00110
EV000111,CPL,CPL_BILLING,CPL-R00064,SUBMITTED,2023-09-22T12:33:00-05:00,2023-10-01T13:56:43-05:00,5840,USD,,false,CPL/demo/events/00111
EV000112,CPL,CPL_BILLING,CPL-R00065,SUBMITTED,2023-06-14T11:19:00-05:00,2023-06-14T17:19:56-05:00,9049,USD,,false,CPL/demo/events/00112
EV000113,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-06-26T15:16:00-05:00,2023-07-04T23:16:35-05:00,9049,USD,,false,CPL/demo/events/00113
EV000114,CPL,CPL_BILLING,CPL-R00065,PAYMENT_REVERSED,2023-06-29T15:46:00-05:00,2023-07-14T10:49:02-05:00,9049,USD,,false,CPL/demo/events/00114
EV000115,CPL,CPL_BILLING,CPL-R00066,SUBMITTED,2023-03-10T12:27:00-06:00,2023-03-13T16:40:02-05:00,23486,USD,,false,CPL/demo/events/00115
EV000116,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-05-15T15:18:00-05:00,2023-05-15T17:02:46-05:00,23486,USD,,false,CPL/demo/events/00116
EV000117,CPL,CPL_BILLING,CPL-R00067,SUBMITTED,2022-12-15T15:08:00-06:00,2022-12-26T22:33:55-06:00,19277,USD,,false,CPL/demo/events/00117
EV000118,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-01-03T16:17:00-06:00,2023-01-04T21:59:28-06:00,19277,USD,,false,CPL/demo/events/00118
EV000119,CPL,CPL_BILLING,CPL-R00068,SUBMITTED,2022-10-26T14:06:00-05:00,2022-10-27T12:04:06-05:00,3927,USD,,false,CPL/demo/events/00119
EV000120,CPL,CPL_BILLING,CPL-R00069,SUBMITTED,2023-07-13T14:38:00-05:00,2023-07-21T01:10:24-05:00,5714,USD,,false,CPL/demo/events/00120
EV000121,CPL,CPL_BILLING,CPL-R00070,CORRECTED,2023-07-19T13:27:00-05:00,2023-07-19T16:53:22-05:00,5410,USD,,false,CPL/demo/events/00121
EV000122,CPL,CPL_BILLING,CPL-R00069,VOID_VERSION,2023-07-19T13:27:00-05:00,2023-07-19T20:20:46-05:00,5714,USD,,false,CPL/demo/events/00122
EV000123,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-07-26T09:14:00-05:00,2023-07-26T11:25:31-05:00,5410,USD,,false,CPL/demo/events/00123
EV000124,CPL,CPL_BILLING,CPL-R00071,SUBMITTED,2022-07-26T09:51:00-05:00,2022-07-27T17:53:54-05:00,27743,USD,,false,CPL/demo/events/00124
EV000125,CPL,CPL_BILLING,,PAYMENT_POSTED,2022-08-25T16:48:00-05:00,2022-08-26T00:37:52-05:00,27743,USD,,false,CPL/demo/events/00125
EV000126,CPL,CPL_BILLING,CPL-R00072,SUBMITTED,2022-10-07T09:58:00-05:00,2022-10-07T13:28:32-05:00,9306,USD,,false,CPL/demo/events/00126
EV000127,CPL,CPL_BILLING,,PAYMENT_POSTED,2022-10-11T08:43:00-05:00,2022-10-11T12:22:47-05:00,9306,USD,,false,CPL/demo/events/00127
EV000128,CPL,CPL_BILLING,CPL-R00073,SUBMITTED,2022-12-26T10:09:00-06:00,2022-12-29T07:06:17-06:00,17702,USD,,false,CPL/demo/events/00128
EV000129,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-01-30T08:40:00-06:00,2023-01-30T16:14:10-06:00,17702,USD,,false,CPL/demo/events/00129
EV000130,CPL,CPL_BILLING,CPL-R00074,SUBMITTED,2022-09-07T15:14:00-05:00,2022-09-07T22:16:32-05:00,13110,USD,,false,CPL/demo/events/00130
EV000131,CPL,CPL_BILLING,,PAYMENT_POSTED,2022-09-23T12:40:00-05:00,2022-09-23T23:16:35-05:00,13110,USD,,false,CPL/demo/events/00131
EV000132,CPL,CPL_BILLING,CPL-R00075,SUBMITTED,2022-09-12T16:52:00-05:00,2022-09-18T14:57:56-05:00,3998,USD,,false,CPL/demo/events/00132
EV000133,CPL,CPL_BILLING,,PAYMENT_POSTED,2022-10-25T16:22:00-05:00,2022-10-25T17:24:07-05:00,3998,USD,,false,CPL/demo/events/00133
EV000134,CPL,CPL_BILLING,CPL-R00076,SUBMITTED,2023-01-16T14:34:00-06:00,2023-01-16T18:18:51-06:00,6407,USD,,false,CPL/demo/events/00134
EV000135,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-02-06T09:34:00-06:00,2023-02-06T10:25:53-06:00,6407,USD,,false,CPL/demo/events/00135
EV000136,CPL,CPL_BILLING,CPL-R00077,SUBMITTED,2023-01-16T11:58:00-06:00,2023-01-18T23:26:45-06:00,14744,USD,,false,CPL/demo/events/00136
EV000137,CPL,CPL_BILLING,CPL-R00078,SUBMITTED,2022-07-21T10:56:00-05:00,2022-07-21T15:15:32-05:00,6403,USD,,false,CPL/demo/events/00137
EV000138,CPL,CPL_BILLING,,PAYMENT_POSTED,2022-07-29T15:26:00-05:00,2022-07-29T23:11:11-05:00,6403,USD,,false,CPL/demo/events/00138
EV000139,CPL,CPL_BILLING,CPL-R00079,SUBMITTED,2023-03-06T15:07:00-06:00,2023-03-11T14:02:42-06:00,78367,USD,,false,CPL/demo/events/00139
EV000140,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-04-24T16:45:00-05:00,2023-04-27T06:55:10-05:00,78367,USD,,false,CPL/demo/events/00140
EV000141,CPL,CPL_BILLING,CPL-R00080,SUBMITTED,2023-02-06T08:02:00-06:00,2023-02-11T12:03:11-06:00,39561,USD,,false,CPL/demo/events/00141
EV000142,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-03-08T13:02:00-06:00,2023-03-08T13:38:01-06:00,39561,USD,,false,CPL/demo/events/00142
EV000143,CPL,CPL_BILLING,CPL-R00081,SUBMITTED,2023-04-24T15:37:00-05:00,2023-04-24T19:10:32-05:00,93364,USD,,false,CPL/demo/events/00143
EV000144,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-05-15T16:07:00-05:00,2023-05-15T18:45:01-05:00,93364,USD,,false,CPL/demo/events/00144
EV000145,CPL,CPL_BILLING,CPL-R00082,SUBMITTED,2023-03-06T15:06:00-06:00,2023-03-06T23:03:32-06:00,11877,USD,,false,CPL/demo/events/00145
EV000146,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-03-20T16:04:00-05:00,2023-03-31T15:15:35-05:00,11877,USD,,false,CPL/demo/events/00146
EV000147,CPL,CPL_BILLING,CPL-R00083,SUBMITTED,2023-06-07T15:54:00-05:00,2023-06-07T21:14:02-05:00,23001,USD,,false,CPL/demo/events/00147
EV000148,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-06-19T11:35:00-05:00,2023-06-22T14:20:36-05:00,23001,USD,,false,CPL/demo/events/00148
EV000149,CPL,CPL_BILLING,CPL-R00084,SUBMITTED,2023-01-11T10:53:00-06:00,2023-01-13T13:36:34-06:00,12480,USD,,false,CPL/demo/events/00149
EV000150,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-02-03T14:45:00-06:00,2023-02-05T01:32:47-06:00,12480,USD,,false,CPL/demo/events/00150
EV000151,CPL,CPL_BILLING,CPL-R00085,SUBMITTED,2022-09-06T08:25:00-05:00,2022-09-06T14:59:56-05:00,7717,USD,,false,CPL/demo/events/00151
EV000152,CPL,CPL_BILLING,,PAYMENT_POSTED,2022-10-03T12:13:00-05:00,2022-10-03T14:13:11-05:00,7717,USD,,false,CPL/demo/events/00152
EV000153,CPL,CPL_BILLING,CPL-R00086,SUBMITTED,2023-01-30T12:45:00-06:00,2023-01-31T11:46:51-06:00,2695,USD,,false,CPL/demo/events/00153
EV000154,CPL,CPL_BILLING,,PAYMENT_POSTED,2023-02-16T11:27:00-06:00,2023-02-16T11:40:29-06:00,2695,USD,,false,CPL/demo/events/00154
EV000155,CPL,CPL_BILLING,CPL-R00087,SUBMITTED,2022-09-28T15:04:00-05:00,2022-09-28T18:20:23-05:00,4011,USD,,false,CPL/demo/events/00155
EV000156,CPL,CPL_BILLING,,PAYMENT_POSTED,2022-10-19T15:25:00-05:00,2022-10-24T13:49:24-05:00,4011,USD,,false,CPL/demo/events/00156
EV000157,CPL,CPL_BILLING,CPL-R00088,SUBMITTED,2022-12-05T14:10:00-06:00,2022-12-05T19:37:14-06:00,39371,USD,,false,CPL/demo/events/00157
