event_id,org_token,source_system,bill_record_id,event_type,event_at,available_at,amount_minor,currency,reverses_event_id,terminal_flag,source_ref
EV000013,PM,PM_CLAIMS,PM-R00007,SUBMITTED,2023-09-12T07:41:00-07:00,2023-09-12T11:32:13-07:00,15275,USD,,false,CPL/SRC/events/00013
EV000014,PM,PM_CLAIMS,PM-R00008,SUBMITTED,2022-08-15T14:56:00-07:00,2022-08-15T16:19:27-07:00,40073,USD,,false,CPL/SRC/events/00014
EV000015,PM,PM_CLAIMS,PM-R00009,CORRECTED,2022-08-18T11:36:00-07:00,2022-08-21T06:27:48-07:00,35532,USD,,false,CPL/SRC/events/00015
EV000016,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-09-01T10:17:00-07:00,2022-09-07T20:15:57-07:00,35532,USD,,false,CPL/SRC/events/00016
EV000017,PM,PM_CLAIMS,PM-R00010,SUBMITTED,2022-09-05T11:40:00-07:00,2022-09-05T12:03:50-07:00,67780,USD,,false,CPL/SRC/events/00017
EV000018,PM,PM_CLAIMS,PM-R00010,CLOSED_NO_PAYMENT,2022-10-17T07:07:00-07:00,2022-10-17T08:27:31-07:00,,,,true,CPL/SRC/events/00018
EV000019,PM,PM_CLAIMS,PM-R00011,SUBMITTED,2023-09-14T14:30:00-07:00,2023-09-15T10:54:16-07:00,23213,USD,,false,CPL/SRC/events/00019
EV000020,PM,PM_CLAIMS,PM-R00012,SUBMITTED,2023-06-16T08:18:00-07:00,2023-06-16T10:31:20-07:00,30891,USD,,false,CPL/SRC/events/00020
EV000021,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-07-13T14:21:00-07:00,2023-07-14T13:20:56-07:00,30891,USD,,false,CPL/SRC/events/00021
EV000022,PM,PM_CLAIMS,PM-R00013,SUBMITTED,2022-11-15T06:06:00-08:00,2022-11-15T08:36:13-08:00,14469,USD,,false,CPL/SRC/events/00022
EV000023,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-11-28T14:17:00-08:00,2022-11-30T14:15:02-08:00,14469,USD,,false,CPL/SRC/events/00023
EV000024,PM,PM_CLAIMS,PM-R00014,SUBMITTED,2022-09-08T07:05:00-07:00,2022-09-08T15:00:18-07:00,28660,USD,,false,CPL/SRC/events/00024
EV000025,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-10-31T09:47:00-07:00,2022-10-31T15:04:13-07:00,28660,USD,,false,CPL/SRC/events/00025
EV000026,PM,PM_CLAIMS,PM-R00015,SUBMITTED,2022-09-23T07:34:00-07:00,2022-09-27T07:03:15-07:00,9938,USD,,false,CPL/SRC/events/00026
EV000027,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-10-10T08:18:00-07:00,2022-10-10T14:36:18-07:00,9938,USD,,false,CPL/SRC/events/00027
EV000028,PM,PM_CLAIMS,PM-R00016,SUBMITTED,2023-01-27T07:09:00-08:00,2023-01-28T02:29:56-08:00,4690,USD,,false,CPL/SRC/events/00028
EV000029,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-02-06T09:23:00-08:00,2023-02-06T13:23:00-08:00,4690,USD,,false,CPL/SRC/events/00029
EV000030,PM,PM_CLAIMS,PM-R00017,SUBMITTED,2022-08-15T07:38:00-07:00,2022-08-15T12:15:42-07:00,16326,USD,,false,CPL/SRC/events/00030
EV000031,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-09-06T10:11:00-07:00,2022-09-06T11:13:54-07:00,16326,USD,,false,CPL/SRC/events/00031
EV000032,PM,PM_CLAIMS,PM-R00018,SUBMITTED,2022-08-25T14:50:00-07:00,2022-09-04T16:44:15-07:00,19351,USD,,false,CPL/SRC/events/00032
EV000033,PM,PM_CLAIMS,PM-R00019,SUBMITTED,2023-01-16T08:45:00-08:00,2023-01-28T01:49:50-08:00,6794,USD,,false,CPL/SRC/events/00033
EV000034,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-01-26T09:40:00-08:00,2023-01-26T14:57:03-08:00,6794,USD,,false,CPL/SRC/events/00034
EV000035,PM,PM_CLAIMS,PM-R00020,SUBMITTED,2023-03-28T12:02:00-07:00,2023-03-28T22:20:52-07:00,51362,USD,,false,CPL/SRC/events/00035
EV000036,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-04-24T06:36:00-07:00,2023-04-24T12:46:49-07:00,51362,USD,,false,CPL/SRC/events/00036
EV000037,PM,PM_CLAIMS,PM-R00021,SUBMITTED,2023-01-18T10:58:00-08:00,2023-01-18T16:49:20-08:00,4015,USD,,false,CPL/SRC/events/00037
EV000038,PM,PM_CLAIMS,PM-R00022,CORRECTED,2023-01-24T13:49:00-08:00,2023-01-28T00:14:01-08:00,4770,USD,,false,CPL/SRC/events/00038
EV000039,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-02-13T07:30:00-08:00,2023-02-13T10:03:46-08:00,4770,USD,,false,CPL/SRC/events/00039
EV000040,PM,PM_CLAIMS,PM-R00023,SUBMITTED,2022-08-26T07:56:00-07:00,2022-08-29T16:08:20-07:00,17054,USD,,false,CPL/SRC/events/00040
EV000041,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-08-31T12:18:00-07:00,2022-08-31T14:51:44-07:00,17054,USD,,false,CPL/SRC/events/00041
EV000042,PM,PM_CLAIMS,PM-R00024,SUBMITTED,2023-08-14T12:58:00-07:00,2023-08-19T02:53:08-07:00,24841,USD,,false,CPL/SRC/events/00042
EV000043,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-08-28T09:59:00-07:00,2023-08-28T17:34:03-07:00,24841,USD,,false,CPL/SRC/events/00043
EV000044,PM,PM_CLAIMS,PM-R00025,SUBMITTED,2022-07-19T11:05:00-07:00,2022-07-19T16:59:23-07:00,7325,USD,,false,CPL/SRC/events/00044
EV000045,PM,PM_CLAIMS,PM-R00026,CORRECTED,2022-08-01T11:51:00-07:00,2022-08-07T10:13:33-07:00,6935,USD,,false,CPL/SRC/events/00045
EV000046,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-08-09T12:39:00-07:00,2022-08-09T15:32:40-07:00,6935,USD,,false,CPL/SRC/events/00046
EV000047,PM,PM_CLAIMS,PM-R00027,SUBMITTED,2023-04-17T13:45:00-07:00,2023-04-17T17:19:08-07:00,7749,USD,,false,CPL/SRC/events/00047
EV000048,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-05-01T11:46:00-07:00,2023-05-02T16:00:25-07:00,7749,USD,,false,CPL/SRC/events/00048
EV000049,PM,PM_CLAIMS,PM-R00028,SUBMITTED,2022-10-07T09:34:00-07:00,2022-10-11T20:26:27-07:00,32361,USD,,false,CPL/SRC/events/00049
EV000050,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-11-09T09:07:00-08:00,2022-11-11T10:48:59-08:00,32361,USD,,false,CPL/SRC/events/00050
EV000051,PM,PM_CLAIMS,PM-R00029,SUBMITTED,2022-09-23T07:34:00-07:00,2022-09-23T21:07:21-07:00,106452,USD,,false,CPL/SRC/events/00051
EV000052,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-10-14T13:43:00-07:00,2022-10-16T13:33:51-07:00,106452,USD,,false,CPL/SRC/events/00052
EV000053,PM,PM_CLAIMS,PM-R00030,SUBMITTED,2023-01-10T07:41:00-08:00,2023-01-11T00:57:36-08:00,23769,USD,,false,CPL/SRC/events/00053
EV000054,PM,PM_CLAIMS,PM-R00031,SUBMITTED,2023-07-18T12:25:00-07:00,2023-07-22T13:56:00-07:00,5461,USD,,false,CPL/SRC/events/00054
EV000055,PM,PM_CLAIMS,PM-R00031,CLOSED_NO_PAYMENT,2023-10-16T07:01:00-07:00,2023-10-24T03:24:48-07:00,,,,true,CPL/SRC/events/00055
EV000056,PM,PM_CLAIMS,PM-R00032,SUBMITTED,2022-10-17T09:38:00-07:00,2022-10-18T03:43:33-07:00,21089,USD,,false,CPL/SRC/events/00056
EV000057,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-10-24T11:50:00-07:00,2022-10-24T13:06:34-07:00,21089,USD,,false,CPL/SRC/events/00057
EV000058,PM,PM_CLAIMS,PM-R00033,SUBMITTED,2023-07-10T12:56:00-07:00,2023-07-11T04:14:55-07:00,26411,USD,,false,CPL/SRC/events/00058
EV000059,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-08-07T12:46:00-07:00,2023-08-25T01:53:07-07:00,26411,USD,,false,CPL/SRC/events/00059
EV000060,PM,PM_CLAIMS,PM-R00034,SUBMITTED,2023-01-16T12:40:00-08:00,2023-01-16T15:45:13-08:00,13139,USD,,false,CPL/SRC/events/00060
EV000061,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-01-20T08:43:00-08:00,2023-01-20T15:56:38-08:00,13139,USD,,false,CPL/SRC/events/00061
EV000062,PM,PM_CLAIMS,PM-R00035,SUBMITTED,2023-03-24T09:46:00-07:00,2023-03-24T13:03:35-07:00,19168,USD,,false,CPL/SRC/events/00062
EV000063,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-05-22T08:47:00-07:00,2023-05-23T03:46:30-07:00,19168,USD,,false,CPL/SRC/events/00063
EV000064,PM,PM_CLAIMS,PM-R00036,SUBMITTED,2023-03-20T12:20:00-07:00,2023-04-01T21:57:35-07:00,8232,USD,,false,CPL/SRC/events/00064
EV000065,PM,PM_CLAIMS,PM-R00037,SUBMITTED,2023-06-26T08:07:00-07:00,2023-06-26T13:30:47-07:00,6190,USD,,false,CPL/SRC/events/00065
EV000066,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-07-10T14:42:00-07:00,2023-07-13T12:31:45-07:00,6190,USD,,false,CPL/SRC/events/00066
EV000067,PM,PM_CLAIMS,PM-R00038,SUBMITTED,2022-10-10T14:25:00-07:00,2022-10-12T06:40:25-07:00,3319,USD,,false,CPL/SRC/events/00067
EV000068,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-11-08T10:43:00-08:00,2022-11-08T12:32:31-08:00,3319,USD,,false,CPL/SRC/events/00068
EV000069,PM,PM_CLAIMS,PM-R00039,SUBMITTED,2022-10-06T08:22:00-07:00,2022-10-07T12:31:51-07:00,7807,USD,,false,CPL/SRC/events/00069
EV000070,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-10-25T08:53:00-07:00,2022-10-27T13:31:54-07:00,7807,USD,,false,CPL/SRC/events/00070
EV000071,PM,PM_CLAIMS,PM-R00040,SUBMITTED,2022-10-04T10:19:00-07:00,2022-10-10T10:17:51-07:00,4697,USD,,false,CPL/SRC/events/00071
EV000072,PM,PM_CLAIMS,PM-R00041,SUBMITTED,2023-05-04T10:03:00-07:00,2023-05-08T01:19:55-07:00,11569,USD,,false,CPL/SRC/events/00072
EV000073,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-05-15T14:43:00-07:00,2023-05-15T21:21:26-07:00,11569,USD,,false,CPL/SRC/events/00073
EV000074,PM,PM_CLAIMS,PM-R00042,SUBMITTED,2023-05-01T08:47:00-07:00,2023-05-01T11:57:51-07:00,10591,USD,,false,CPL/SRC/events/00074
EV000075,PM,PM_CLAIMS,PM-R00043,SUBMITTED,2022-11-30T11:02:00-08:00,2022-12-19T12:57:54-08:00,17352,USD,,false,CPL/SRC/events/00075
EV000076,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-12-07T10:23:00-08:00,2022-12-09T12:00:57-08:00,17352,USD,,false,CPL/SRC/events/00076
EV000077,PM,PM_CLAIMS,PM-R00044,SUBMITTED,2023-07-27T14:07:00-07:00,2023-07-27T16:16:17-07:00,54059,USD,,false,CPL/SRC/events/00077
EV000078,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-08-08T12:30:00-07:00,2023-08-10T06:18:46-07:00,54059,USD,,false,CPL/SRC/events/00078
EV000079,PM,PM_CLAIMS,PM-R00045,SUBMITTED,2023-01-16T10:38:00-08:00,2023-01-17T12:39:34-08:00,11594,USD,,false,CPL/SRC/events/00079
EV000080,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-01-30T06:47:00-08:00,2023-01-30T11:47:44-08:00,11594,USD,,false,CPL/SRC/events/00080
EV000081,PM,PM_CLAIMS,PM-R00046,SUBMITTED,2023-03-24T09:50:00-07:00,2023-03-29T04:29:27-07:00,10324,USD,,false,CPL/SRC/events/00081
EV000082,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-05-08T11:37:00-07:00,2023-05-08T19:30:00-07:00,10324,USD,,false,CPL/SRC/events/00082
EV000083,PM,PM_CLAIMS,PM-R00047,SUBMITTED,2023-09-07T07:20:00-07:00,2023-09-07T11:25:58-07:00,8547,USD,,false,CPL/SRC/events/00083
EV000084,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-10-19T14:39:00-07:00,2023-10-19T21:28:49-07:00,8547,USD,,false,CPL/SRC/events/00084
EV000085,PM,PM_CLAIMS,PM-R00048,SUBMITTED,2022-07-18T06:45:00-07:00,2022-07-25T09:10:56-07:00,73649,USD,,false,CPL/SRC/events/00085
EV000086,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-08-02T08:58:00-07:00,2022-08-04T09:38:21-07:00,73649,USD,,false,CPL/SRC/events/00086
EV000087,PM,PM_CLAIMS,PM-R00049,SUBMITTED,2023-02-27T07:04:00-08:00,2023-02-28T22:17:05-08:00,19621,USD,,false,CPL/SRC/events/00087
EV000088,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-06-02T09:55:00-07:00,2023-06-07T15:02:14-07:00,19621,USD,,false,CPL/SRC/events/00088
EV000089,PM,PM_CLAIMS,PM-R00050,SUBMITTED,2023-02-16T09:59:00-08:00,2023-02-24T13:10:41-08:00,24260,USD,,false,CPL/SRC/events/00089
EV000090,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-03-06T08:15:00-08:00,2023-03-10T01:59:12-08:00,24260,USD,,false,CPL/SRC/events/00090
EV000091,PM,PM_CLAIMS,PM-R00051,SUBMITTED,2022-12-15T14:30:00-08:00,2022-12-15T21:42:51-08:00,5889,USD,,false,CPL/SRC/events/00091
EV000092,PM,PM_CLAIMS,PM-R00052,CORRECTED,2022-12-26T10:33:00-08:00,2022-12-26T17:05:56-08:00,5742,USD,,false,CPL/SRC/events/00092
EV000093,PM,PM_CLAIMS,PM-R00051,VOID_VERSION,2022-12-26T10:33:00-08:00,2022-12-26T14:02:05-08:00,5889,USD,,false,CPL/SRC/events/00093
EV000094,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-01-05T07:36:00-08:00,2023-01-05T09:59:25-08:00,5742,USD,,false,CPL/SRC/events/00094
EV000095,PM,PM_CLAIMS,PM-R00053,SUBMITTED,2022-11-02T09:23:00-07:00,2022-11-04T11:31:41-07:00,14876,USD,,false,CPL/SRC/events/00095
EV000096,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-11-14T07:56:00-08:00,2022-11-14T13:14:56-08:00,14876,USD,,false,CPL/SRC/events/00096
EV000097,PM,PM_CLAIMS,PM-R00054,SUBMITTED,2022-08-31T08:05:00-07:00,2022-08-31T13:59:29-07:00,6940,USD,,false,CPL/SRC/events/00097
EV000098,PM,PM_CLAIMS,PM-R00054,CLOSED_NO_PAYMENT,2022-12-12T10:51:00-08:00,2022-12-12T17:04:21-08:00,,,,true,CPL/SRC/events/00098
EV000099,PM,PM_CLAIMS,PM-R00055,SUBMITTED,2023-04-24T11:26:00-07:00,2023-04-24T19:09:13-07:00,45717,USD,,false,CPL/SRC/events/00099
EV000100,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-05-29T08:40:00-07:00,2023-05-29T09:42:53-07:00,45717,USD,,false,CPL/SRC/events/00100
EV000101,PM,PM_CLAIMS,PM-R00056,SUBMITTED,2022-07-11T12:24:00-07:00,2022-07-16T03:08:53-07:00,18571,USD,,false,CPL/SRC/events/00101
EV000102,PM,PM_CLAIMS,PM-R00056,CLOSED_NO_PAYMENT,2022-09-19T11:39:00-07:00,2022-09-19T15:31:52-07:00,,,,true,CPL/SRC/events/00102
EV000103,PM,PM_CLAIMS,PM-R00057,SUBMITTED,2023-04-25T09:10:00-07:00,2023-04-25T10:31:27-07:00,19453,USD,,false,CPL/SRC/events/00103
EV000104,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-05-10T09:25:00-07:00,2023-05-10T11:38:53-07:00,19453,USD,,false,CPL/SRC/events/00104
EV000105,PM,PM_CLAIMS,PM-R00058,SUBMITTED,2023-04-10T10:05:00-07:00,2023-04-10T17:26:14-07:00,3309,USD,,false,CPL/SRC/events/00105
EV000106,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-05-16T07:44:00-07:00,2023-05-16T08:45:46-07:00,3309,USD,,false,CPL/SRC/events/00106
EV000107,PM,PM_CLAIMS,PM-R00059,SUBMITTED,2022-08-16T08:03:00-07:00,2022-08-16T15:22:02-07:00,45687,USD,,false,CPL/SRC/events/00107
EV000108,PM,PM_CLAIMS,PM-R00060,SUBMITTED,2023-07-10T06:35:00-07:00,2023-07-10T06:41:06-07:00,64135,USD,,false,CPL/SRC/events/00108
EV000109,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-08-21T07:45:00-07:00,2023-08-25T18:54:21-07:00,64135,USD,,false,CPL/SRC/events/00109
EV000110,PM,PM_CLAIMS,PM-R00061,SUBMITTED,2023-02-01T09:57:00-08:00,2023-02-01T13:24:10-08:00,18313,USD,,false,CPL/SRC/events/00110
EV000111,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-02-21T12:23:00-08:00,2023-02-21T14:37:32-08:00,18313,USD,,false,CPL/SRC/events/00111
EV000112,PM,PM_CLAIMS,PM-R00062,SUBMITTED,2023-01-27T14:40:00-08:00,2023-01-27T15:46:20-08:00,25992,USD,,false,CPL/SRC/events/00112
EV000113,PM,PM_CLAIMS,PM-R00063,SUBMITTED,2022-07-29T11:37:00-07:00,2022-07-29T17:37:56-07:00,12278,USD,,false,CPL/SRC/events/00113
EV000114,PM,PM_CLAIMS,PM-R00063,CLOSED_NO_PAYMENT,2022-09-05T08:03:00-07:00,2022-09-05T15:54:33-07:00,,,,true,CPL/SRC/events/00114
EV000115,PM,PM_CLAIMS,PM-R00064,SUBMITTED,2023-09-25T09:52:00-07:00,2023-10-16T09:52:00-07:00,4999,USD,,false,CPL/SRC/events/00115
EV000116,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-10-03T06:20:00-07:00,2023-10-10T01:50:51-07:00,4999,USD,,false,CPL/SRC/events/00116
EV000117,PM,PM_CLAIMS,PM-R00065,SUBMITTED,2022-12-21T08:08:00-08:00,2022-12-21T13:48:35-08:00,5782,USD,,false,CPL/SRC/events/00117
EV000118,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-01-16T11:37:00-08:00,2023-01-19T14:11:59-08:00,5782,USD,,false,CPL/SRC/events/00118
EV000119,PM,PM_CLAIMS,PM-R00066,SUBMITTED,2022-12-19T13:07:00-08:00,2022-12-19T20:00:13-08:00,12189,USD,,false,CPL/SRC/events/00119
EV000120,PM,PM_CLAIMS,PM-R00067,SUBMITTED,2022-09-15T13:50:00-07:00,2022-09-17T12:07:33-07:00,172872,USD,,false,CPL/SRC/events/00120
EV000121,PM,PM_CLAIMS,PM-R00068,SUBMITTED,2022-10-14T08:28:00-07:00,2022-10-14T11:38:34-07:00,16615,USD,,false,CPL/SRC/events/00121
EV000122,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-10-28T13:31:00-07:00,2022-11-04T07:01:22-07:00,16615,USD,,false,CPL/SRC/events/00122
EV000123,PM,PM_CLAIMS,PM-R00069,SUBMITTED,2023-03-20T10:45:00-07:00,2023-03-25T11:20:33-07:00,4773,USD,,false,CPL/SRC/events/00123
EV000124,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-04-10T12:23:00-07:00,2023-04-10T18:25:57-07:00,4773,USD,,false,CPL/SRC/events/00124
EV000125,PM,PM_CLAIMS,PM-R00070,SUBMITTED,2023-03-20T14:08:00-07:00,2023-03-20T18:31:56-07:00,10136,USD,,false,CPL/SRC/events/00125
EV000126,PM,PM_CLAIMS,PM-R00071,SUBMITTED,2022-11-01T08:16:00-07:00,2022-11-11T14:12:44-08:00,10695,USD,,false,CPL/SRC/events/00126
EV000127,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-11-14T06:53:00-08:00,2022-11-14T07:17:47-08:00,10695,USD,,false,CPL/SRC/events/00127
EV000128,PM,PM_CLAIMS,PM-R00072,SUBMITTED,2023-09-12T09:53:00-07:00,2023-09-12T15:56:00-07:00,52383,USD,,false,CPL/SRC/events/00128
EV000129,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-10-18T14:57:00-07:00,2023-10-18T15:13:38-07:00,52383,USD,,false,CPL/SRC/events/00129
EV000130,PM,PM_CLAIMS,PM-R00073,SUBMITTED,2022-12-15T09:15:00-08:00,2022-12-15T10:03:16-08:00,4199,USD,,false,CPL/SRC/events/00130
EV000131,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-12-29T08:40:00-08:00,2022-12-29T09:42:42-08:00,4199,USD,,false,CPL/SRC/events/00131
EV000132,PM,PM_CLAIMS,PM-R00074,SUBMITTED,2022-07-07T06:53:00-07:00,2022-07-07T11:43:02-07:00,9806,USD,,false,CPL/SRC/events/00132
EV000133,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-07-18T10:30:00-07:00,2022-07-18T22:21:59-07:00,9806,USD,,false,CPL/SRC/events/00133
EV000134,PM,PM_CLAIMS,PM-R00075,SUBMITTED,2023-02-14T13:58:00-08:00,2023-02-20T12:04:43-08:00,5805,USD,,false,CPL/SRC/events/00134
EV000135,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-03-20T09:13:00-07:00,2023-03-20T12:54:07-07:00,5805,USD,,false,CPL/SRC/events/00135
EV000136,PM,PM_CLAIMS,PM-R00076,SUBMITTED,2022-12-13T06:34:00-08:00,2022-12-19T00:45:09-08:00,2500,USD,,false,CPL/SRC/events/00136
EV000137,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-02-01T10:40:00-08:00,2023-02-01T15:17:31-08:00,2500,USD,,false,CPL/SRC/events/00137
EV000138,PM,PM_CLAIMS,PM-R00077,SUBMITTED,2022-11-01T07:03:00-07:00,2022-11-01T10:00:27-07:00,82305,USD,,false,CPL/SRC/events/00138
EV000139,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-11-22T06:17:00-08:00,2022-11-23T01:48:19-08:00,82305,USD,,false,CPL/SRC/events/00139
EV000140,PM,PM_CLAIMS,PM-R00078,SUBMITTED,2022-07-04T10:22:00-07:00,2022-07-08T10:55:11-07:00,5563,USD,,false,CPL/SRC/events/00140
EV000141,PM,PM_CLAIMS,PM-R00079,CORRECTED,2022-07-11T06:28:00-07:00,2022-07-11T12:23:58-07:00,6720,USD,,false,CPL/SRC/events/00141
EV000142,PM,PM_CLAIMS,PM-R00078,VOID_VERSION,2022-07-11T06:28:00-07:00,2022-07-17T01:45:36-07:00,5563,USD,,false,CPL/SRC/events/00142
EV000143,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-08-29T11:10:00-07:00,2022-08-29T12:51:19-07:00,6720,USD,,false,CPL/SRC/events/00143
EV000144,PM,PM_CLAIMS,PM-R00080,SUBMITTED,2023-03-22T09:02:00-07:00,2023-03-27T00:34:34-07:00,262057,USD,,false,CPL/SRC/events/00144
EV000145,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-06-12T10:59:00-07:00,2023-06-12T15:56:55-07:00,262057,USD,,false,CPL/SRC/events/00145
EV000146,PM,PM_CLAIMS,PM-R00081,SUBMITTED,2023-05-26T08:54:00-07:00,2023-05-26T12:15:27-07:00,12408,USD,,false,CPL/SRC/events/00146
EV000147,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-06-01T14:07:00-07:00,2023-06-04T20:49:49-07:00,12408,USD,,false,CPL/SRC/events/00147
EV000148,PM,PM_CLAIMS,PM-R00082,SUBMITTED,2023-06-26T08:21:00-07:00,2023-06-27T23:32:25-07:00,60487,USD,,false,CPL/SRC/events/00148
EV000149,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-07-12T08:54:00-07:00,2023-07-13T18:38:02-07:00,60487,USD,,false,CPL/SRC/events/00149
EV000150,PM,PM_CLAIMS,PM-R00083,SUBMITTED,2023-04-03T06:37:00-07:00,2023-04-03T14:07:19-07:00,15322,USD,,false,CPL/SRC/events/00150
EV000151,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-04-24T11:42:00-07:00,2023-04-29T13:58:45-07:00,15322,USD,,false,CPL/SRC/events/00151
EV000152,PM,PM_CLAIMS,PM-R00084,SUBMITTED,2022-11-08T10:33:00-08:00,2022-11-08T14:55:04-08:00,7942,USD,,false,CPL/SRC/events/00152
EV000153,PM,PM_CLAIMS,,PAYMENT_POSTED,2022-12-05T13:03:00-08:00,2022-12-06T16:37:55-08:00,7942,USD,,false,CPL/SRC/events/00153
EV000154,PM,PM_CLAIMS,PM-R00085,SUBMITTED,2023-05-25T07:18:00-07:00,2023-05-25T14:52:10-07:00,15041,USD,,false,CPL/SRC/events/00154
EV000155,PM,PM_CLAIMS,PM-R00086,CORRECTED,2023-05-30T10:23:00-07:00,2023-06-02T15:00:52-07:00,16556,USD,,false,CPL/SRC/events/00155
EV000156,PM,PM_CLAIMS,,PAYMENT_POSTED,2023-06-02T09:06:00-07:00,2023-06-02T11:58:14-07:00,16556,USD,,false,CPL/SRC/events/00156
EV000157,PM,PM_CLAIMS,PM-R00087,SUBMITTED,2023-05-01T06:25:00-07:00,2023-05-05T09:15:45-07:00,10228,USD,,false,CPL/SRC/events/00157
