allocation_id,payment_event_id,bill_record_id,allocated_amount_minor,currency,available_at,source_ref
AL000114,EV000263,PM-R00143,18910,USD,2023-06-12T18:20:51-07:00,CPL/SRC/allocations/00263
AL000115,EV000266,PM-R00144,14519,USD,2023-01-05T12:30:36-08:00,CPL/SRC/allocations/00266
AL000116,EV000271,PM-R00147,5288,USD,2023-08-09T17:12:03-07:00,CPL/SRC/allocations/00271
AL000117,EV000273,PM-R00148,9794,USD,2023-02-14T22:08:16-08:00,CPL/SRC/allocations/00273
AL000118,EV000275,PM-R00149,12917,USD,2023-03-23T10:32:31-07:00,CPL/SRC/allocations/00275
AL000119,EV000277,PM-R00150,11994,USD,2023-07-24T12:58:56-07:00,CPL/SRC/allocations/00277
AL000120,EV000281,PM-R00152,11470,USD,2022-12-30T08:08:00-08:00,CPL/SRC/allocations/00281
AL000121,EV000283,PM-R00153,12279,USD,2023-06-23T15:54:03-07:00,CPL/SRC/allocations/00283
AL000122,EV000285,PM-R00154,10755,USD,2023-06-13T16:24:09-07:00,CPL/SRC/allocations/00285
AL000123,EV000289,PM-R00156,11420,USD,2022-09-22T13:19:55-07:00,CPL/SRC/allocations/00289
AL000124,EV000291,PM-R00157,23074,USD,2022-12-02T06:46:47-08:00,CPL/SRC/allocations/00291
AL000125,EV000293,PM-R00158,100267,USD,2022-09-12T10:18:22-07:00,CPL/SRC/allocations/00293
AL000126,EV000295,PM-R00159,16693,USD,2023-04-28T14:39:28-07:00,CPL/SRC/allocations/00295
AL000127,EV000300,PM-R00162,5949,USD,2023-03-23T08:36:20-07:00,CPL/SRC/allocations/00300
AL000128,EV000302,PM-R00163,6246,USD,2023-03-21T05:05:00-07:00,CPL/SRC/allocations/00302
AL000129,EV000306,PM-R00165,4365,USD,2023-05-29T13:58:34-07:00,CPL/SRC/allocations/00307
AL000130,EV000306,PM-R00166,2675,USD,2023-05-29T22:19:13-07:00,CPL/SRC/allocations/00307
AL000131,EV000310,PM-R00168,22375,USD,2022-11-28T17:19:57-08:00,CPL/SRC/allocations/00310
AL000132,EV000312,PM-R00169,7039,USD,2023-04-05T22:20:51-07:00,CPL/SRC/allocations/00312
AL000133,EV000315,PM-R00171,61755,USD,2022-09-02T16:09:03-07:00,CPL/SRC/allocations/00315
AL000134,EV000317,PM-R00172,3730,USD,2023-04-11T18:44:46-07:00,CPL/SRC/allocations/00317
AL000135,EV000321,PM-R00175,15698,USD,2023-05-20T15:59:43-07:00,CPL/SRC/allocations/00321
AL000136,EV000323,PM-R00176,19723,USD,2023-10-12T20:50:56-07:00,CPL/SRC/allocations/00323
AL000137,EV000325,PM-R00177,5189,USD,2022-08-25T21:04:48-07:00,CPL/SRC/allocations/00325
AL000138,EV000327,PM-R00178,10390,USD,2023-01-27T09:43:44-08:00,CPL/SRC/allocations/00327
AL000139,EV000330,PM-R00179,35677,USD,2023-05-17T12:28:33-07:00,CPL/SRC/allocations/00330
AL000140,EV000332,PM-R00180,7369,USD,2022-10-11T15:31:29-07:00,CPL/SRC/allocations/00332
AL000141,EV000336,PM-R00182,166882,USD,2023-10-22T04:20:42-07:00,CPL/SRC/allocations/00336
AL000142,EV000338,PM-R00183,9756,USD,2023-09-06T13:47:03-07:00,CPL/SRC/allocations/00338
AL000143,EV000340,PM-R00184,397781,USD,2022-10-31T20:45:34-07:00,CPL/SRC/allocations/00340
AL000144,EV000346,PM-R00187,10354,USD,2022-11-05T19:34:33-07:00,CPL/SRC/allocations/00346
AL000145,EV000348,PM-R00188,5143,USD,2023-08-25T07:39:41-07:00,CPL/SRC/allocations/00348
AL000146,EV000350,PM-R00189,12718,USD,2022-10-21T03:22:26-07:00,CPL/SRC/allocations/00350
AL000147,EV000352,PM-R00190,14770,USD,2023-02-21T14:13:38-08:00,CPL/SRC/allocations/00352
AL000148,EV000354,PM-R00191,22034,USD,2023-01-21T01:26:33-08:00,CPL/SRC/allocations/00354
AL000149,EV000356,PM-R00192,6047,USD,2023-05-10T12:16:50-07:00,CPL/SRC/allocations/00356
AL000150,EV000358,PM-R00193,146085,USD,2023-03-15T17:51:05-07:00,CPL/SRC/allocations/00358
AL000151,EV000360,PM-R00194,22879,USD,2023-03-16T16:26:22-07:00,CPL/SRC/allocations/00360
AL000152,EV000362,PM-R00195,8011,USD,2023-10-24T10:50:58-07:00,CPL/SRC/allocations/00362
AL000153,EV000365,PM-R00197,6604,USD,2022-09-02T11:02:29-07:00,CPL/SRC/allocations/00365
AL000154,EV000367,PM-R00198,38728,USD,2022-10-24T13:07:45-07:00,CPL/SRC/allocations/00368
AL000155,EV000367,PM-R00199,29281,USD,2022-10-26T10:45:36-07:00,CPL/SRC/allocations/00368
AL000156,EV000370,PM-R00200,12112,USD,2023-07-17T23:22:27-07:00,CPL/SRC/allocations/00370
AL000157,EV000372,PM-R00201,4634,USD,2022-12-05T11:31:13-08:00,CPL/SRC/allocations/00372
AL000158,EV000374,PM-R00202,19663,USD,2023-10-13T08:09:56-07:00,CPL/SRC/allocations/00374
AL000159,EV000376,PM-R00203,6175,USD,2023-06-20T23:18:52-07:00,CPL/SRC/allocations/00376
AL000160,EV000378,PM-R00204,9289,USD,2022-07-30T21:51:19-07:00,CPL/SRC/allocations/00378
AL000161,EV000380,PM-R00205,81695,USD,2023-03-27T15:57:58-07:00,CPL/SRC/allocations/00380
AL000162,EV000384,PM-R00207,17115,USD,2022-11-09T05:03:44-08:00,CPL/SRC/allocations/00384
AL000163,EV000386,PM-R00208,13709,USD,2022-09-05T15:35:05-07:00,CPL/SRC/allocations/00386
AL000164,EV000388,PM-R00209,45838,USD,2022-11-30T20:51:49-08:00,CPL/SRC/allocations/00388
AL000165,EV000390,PM-R00210,6889,USD,2022-08-08T10:16:58-07:00,CPL/SRC/allocations/00390
AL000166,EV000392,PM-R00211,22151,USD,2023-04-05T06:04:15-07:00,CPL/SRC/allocations/00392
AL000167,EV000394,PM-R00212,5967,USD,2023-01-28T13:36:38-08:00,CPL/SRC/allocations/00394
AL000168,EV000396,PM-R00213,11571,USD,2023-01-30T19:44:15-08:00,CPL/SRC/allocations/00396
AL000169,EV000398,PM-R00214,2843,USD,2022-11-07T16:49:53-08:00,CPL/SRC/allocations/00399
AL000170,EV000398,PM-R00215,2946,USD,2022-11-15T04:05:00-08:00,CPL/SRC/allocations/00399
AL000171,EV000401,PM-R00216,7107,USD,2022-11-11T11:36:36-08:00,CPL/SRC/allocations/00401
AL000172,EV000403,PM-R00217,69000,USD,2023-06-28T08:05:55-07:00,CPL/SRC/allocations/00403
AL000173,EV000405,PM-R00218,3309,USD,2023-02-17T10:43:44-08:00,CPL/SRC/allocations/00405
AL000174,EV000407,PM-R00219,4156,USD,2023-05-29T08:58:04-07:00,CPL/SRC/allocations/00407
AL000175,EV000409,PM-R00220,65252,USD,2023-03-18T14:27:23-07:00,CPL/SRC/allocations/00409
AL000176,EV000411,PM-R00221,6450,USD,2023-02-13T15:45:29-08:00,CPL/SRC/allocations/00411
AL000177,EV000414,PM-R00222,7814,USD,2023-09-14T01:28:56-07:00,CPL/SRC/allocations/00414
AL000178,EV000416,PM-R00223,5176,USD,2023-08-08T10:16:27-07:00,CPL/SRC/allocations/00417
AL000179,EV000416,PM-R00224,4619,USD,2023-08-08T11:56:11-07:00,CPL/SRC/allocations/00417
AL000180,EV000424,PM-R00228,12052,USD,2023-03-22T06:50:48-07:00,CPL/SRC/allocations/00424
AL000181,EV000426,PM-R00229,23464,USD,2022-12-12T01:37:39-08:00,CPL/SRC/allocations/00426
AL000182,EV000428,PM-R00230,3259,USD,2022-08-09T19:38:29-07:00,CPL/SRC/allocations/00428
AL000183,EV000430,PM-R00231,37698,USD,2023-01-17T12:57:44-08:00,CPL/SRC/allocations/00430
AL000184,EV000432,PM-R00232,11057,USD,2023-07-13T01:15:35-07:00,CPL/SRC/allocations/00432
AL000185,EV000434,PM-R00233,21712,USD,2022-11-21T10:31:17-08:00,CPL/SRC/allocations/00434
AL000186,EV000436,PM-R00234,27436,USD,2023-07-03T13:02:00-07:00,CPL/SRC/allocations/00436
AL000187,EV000438,PM-R00235,12248,USD,2023-07-20T14:57:09-07:00,CPL/SRC/allocations/00438
AL000188,EV000440,PM-R00236,7643,USD,2023-01-28T12:39:26-08:00,CPL/SRC/allocations/00440
AL000189,EV000446,PM-R00239,4579,USD,2023-08-31T01:39:44-07:00,CPL/SRC/allocations/00446
AL000190,EV000448,PM-R00240,42485,USD,2022-11-12T08:58:52-08:00,CPL/SRC/allocations/00449
AL000191,EV000448,PM-R00241,21739,USD,2022-12-15T20:49:16-08:00,CPL/SRC/allocations/00449
AL000192,EV000451,PM-R00242,9615,USD,2023-08-04T19:55:02-07:00,CPL/SRC/allocations/00451
AL000193,EV000453,PM-R00243,80948,USD,2022-11-04T09:48:11-07:00,CPL/SRC/allocations/00453
AL000194,EV000456,PM-R00244,16558,USD,2022-12-28T03:14:32-08:00,CPL/SRC/allocations/00456
AL000195,EV000458,PM-R00245,17209,USD,2022-09-13T19:03:46-07:00,CPL/SRC/allocations/00458
AL000196,EV000460,PM-R00246,10404,USD,2022-09-19T10:06:48-07:00,CPL/SRC/allocations/00460
AL000197,EV000463,PM-R00248,6424,USD,2023-03-20T15:11:52-07:00,CPL/SRC/allocations/00463
AL000198,EV000467,PM-R00250,9995,USD,2023-10-21T11:22:08-07:00,CPL/SRC/allocations/00467
AL000199,EV000472,PM-R00253,260164,USD,2023-01-26T14:17:45-08:00,CPL/SRC/allocations/00472
AL000200,EV000479,PM-R00257,14516,USD,2022-08-18T15:06:21-07:00,CPL/SRC/allocations/00479
AL000201,EV000483,PM-R00259,22743,USD,2023-07-28T15:11:58-07:00,CPL/SRC/allocations/00483
AL000202,EV000485,PM-R00260,17743,USD,2023-07-22T13:31:36-07:00,CPL/SRC/allocations/00485
AL000203,EV000487,PM-R00261,10376,USD,2023-09-27T07:38:35-07:00,CPL/SRC/allocations/00487
AL000204,EV000491,PM-R00263,51835,USD,2023-01-04T21:16:04-08:00,CPL/SRC/allocations/00491
AL000205,EV000493,PM-R00264,39243,USD,2023-06-20T13:03:46-07:00,CPL/SRC/allocations/00493
AL000206,EV000495,PM-R00265,43450,USD,2023-06-12T20:41:27-07:00,CPL/SRC/allocations/00495
AL000207,EV000497,PM-R00266,13263,USD,2022-10-19T08:49:41-07:00,CPL/SRC/allocations/00497
AL000208,EV000500,PM-R00268,168939,USD,2023-08-01T14:46:49-07:00,CPL/SRC/allocations/00500
AL000209,EV000503,PM-R00270,30514,USD,2022-08-19T14:28:06-07:00,CPL/SRC/allocations/00503
AL000210,EV000505,PM-R00271,143890,USD,2023-07-13T16:22:12-07:00,CPL/SRC/allocations/00505
AL000211,EV000507,PM-R00272,6423,USD,2023-01-30T10:14:52-08:00,CPL/SRC/allocations/00508
AL000212,EV000507,PM-R00273,4560,USD,2023-02-01T01:53:59-08:00,CPL/SRC/allocations/00508
AL000213,EV000510,PM-R00274,9616,USD,2023-08-26T04:46:05-07:00,CPL/SRC/allocations/00510
AL000214,EV000512,PM-R00275,170593,USD,2023-07-10T13:55:42-07:00,CPL/SRC/allocations/00512
AL000215,EV000514,PM-R00276,12188,USD,2023-05-17T15:05:31-07:00,CPL/SRC/allocations/00514
AL000216,EV000516,PM-R00277,4137,USD,2023-09-22T17:43:29-07:00,CPL/SRC/allocations/00516
AL000217,EV000518,PM-R00278,10113,USD,2022-12-01T18:09:11-08:00,CPL/SRC/allocations/00518
AL000218,EV000520,PM-R00279,7235,USD,2023-10-09T12:10:24-07:00,CPL/SRC/allocations/00521
AL000219,EV000520,PM-R00280,3422,USD,2023-10-09T12:35:19-07:00,CPL/SRC/allocations/00521
AL000220,EV000523,PM-R00281,93000,USD,2022-10-26T14:20:00-07:00,CPL/SRC/allocations/00523
AL000221,EV000525,PM-R00282,3757,USD,2022-09-26T11:36:28-07:00,CPL/SRC/allocations/00525
AL000222,EV000527,PM-R00283,24506,USD,2022-11-08T21:22:33-08:00,CPL/SRC/allocations/00527
AL000223,EV000531,PM-R00285,23348,USD,2022-11-08T09:30:32-08:00,CPL/SRC/allocations/00531
AL000224,EV000538,PM-R00288,14564,USD,2023-09-04T19:51:02-07:00,CPL/SRC/allocations/00538
AL000225,EV000540,PM-R00289,6356,USD,2023-06-24T16:32:47-07:00,CPL/SRC/allocations/00540
AL000226,EV000542,PM-R00290,13740,USD,2023-09-11T12:36:32-07:00,CPL/SRC/allocations/00542
AL000227,EV000544,PM-R00291,46528,USD,2023-06-19T18:10:39-07:00,CPL/SRC/allocations/00544
AL000228,EV000546,PM-R00292,17775,USD,2023-06-03T12:16:23-07:00,CPL/SRC/allocations/00546
AL000229,EV000548,PM-R00293,4621,USD,2023-08-25T14:15:42-07:00,CPL/SRC/allocations/00548
AL000230,EV000551,PM-R00295,15617,USD,2023-02-15T17:08:18-08:00,CPL/SRC/allocations/00552
AL000231,EV000551,PM-R00296,13287,USD,2023-02-16T06:22:42-08:00,CPL/SRC/allocations/00552
AL000232,EV000557,PM-R00299,7221,USD,2023-01-06T15:16:43-08:00,CPL/SRC/allocations/00557
AL000233,EV000559,PM-R00300,13003,USD,2023-05-23T17:45:28-07:00,CPL/SRC/allocations/00559
AL000234,EV000561,PM-R00301,25199,USD,2022-12-07T01:10:40-08:00,CPL/SRC/allocations/00561
AL000235,EV000565,PM-R00303,22985,USD,2023-09-29T12:22:23-07:00,CPL/SRC/allocations/00565
AL000236,EV000570,PM-R00306,6804,USD,2023-02-13T06:37:58-08:00,CPL/SRC/allocations/00570
AL000237,EV000572,PM-R00307,49007,USD,2023-07-31T12:10:08-07:00,CPL/SRC/allocations/00572
AL000238,EV000576,PM-R00309,3393,USD,2023-02-13T17:48:26-08:00,CPL/SRC/allocations/00577
AL000239,EV000576,PM-R00310,1885,USD,2023-02-09T11:33:28-08:00,CPL/SRC/allocations/00577
AL000240,EV000579,PM-R00311,11113,USD,2022-11-21T11:58:09-08:00,CPL/SRC/allocations/00579
AL000241,EV000581,PM-R00312,3628,USD,2022-10-16T21:57:14-07:00,CPL/SRC/allocations/00581
AL000242,EV000583,PM-R00313,15262,USD,2023-04-10T14:30:01-07:00,CPL/SRC/allocations/00583
AL000243,EV000585,PM-R00314,5618,USD,2023-02-10T20:23:51-08:00,CPL/SRC/allocations/00585
AL000244,EV000587,PM-R00315,12815,USD,2023-01-25T04:24:55-08:00,CPL/SRC/allocations/00587
AL000245,EV000595,PM-R00320,19616,USD,2023-10-18T16:11:36-07:00,CPL/SRC/allocations/00595
AL000246,EV000597,PM-R00321,21767,USD,2023-08-28T14:12:50-07:00,CPL/SRC/allocations/00597
AL000247,EV000599,PM-R00322,3542,USD,2022-08-26T10:41:53-07:00,CPL/SRC/allocations/00599
AL000248,EV000601,PM-R00323,7100,USD,2023-03-11T15:51:28-08:00,CPL/SRC/allocations/00601
AL000249,EV000603,PM-R00324,26335,USD,2023-10-17T21:46:29-07:00,CPL/SRC/allocations/00603
AL000250,EV000607,PM-R00326,2976,USD,2022-12-15T13:47:45-08:00,CPL/SRC/allocations/00607
AL000251,EV000609,PM-R00327,4249,USD,2023-02-27T16:01:18-08:00,CPL/SRC/allocations/00609
AL000252,EV000611,PM-R00328,10152,USD,2022-12-19T11:11:19-08:00,CPL/SRC/allocations/00611
AL000253,EV000613,PM-R00329,77708,USD,2023-09-11T08:07:07-07:00,CPL/SRC/allocations/00613
